invoice_line_id,invoice_id,service_type_id,consignment_count,line_amount_aud,chargeable_weight_kg
12942,4184,6,6,1169.89,1310.14
12943,4184,7,2,1881.82,1602.94
12944,4185,1,1,754.3,1156.12
12945,4185,2,1,1046.77,1363.67
12946,4185,3,6,1311.47,296.82
12947,4185,4,4,629.41,942.16
12948,4185,6,4,902.27,1629.96
12949,4186,1,1,202.87,166.3
12950,4186,2,2,493.22,629.96
12951,4186,3,7,1941.05,718.59
12952,4186,4,4,581.61,783.11
12953,4186,5,1,231.79,44.3
12954,4187,1,3,859.08,299.47
12955,4187,2,3,571.45,206.06
12956,4187,3,2,296.98,227.87
12957,4187,4,5,1117.86,481.73
12958,4187,6,3,539.25,897.15
12959,4187,7,2,2881.61,2284.15
12960,4188,1,3,1375.1,555.43
12961,4188,3,1,106.48,17.8
12962,4188,4,1,285.88,287.7
12963,4188,5,1,435.59,384.69
12964,4188,6,3,371.63,233.84
12965,4188,7,1,765.76,8.94
12966,4189,3,7,1036.2,867.02
12967,4189,4,3,613.73,766.9
12968,4189,5,1,847.94,217.46
12969,4189,6,3,301.55,226.21
12970,4190,1,3,1945.71,448.63
12971,4190,3,6,1210.7,884.98
12972,4190,4,3,518.57,321.92
12973,4190,5,2,1903.01,298.98
12974,4190,6,4,550.65,974.62
12975,4190,7,2,1317.69,334.29
12976,4191,1,2,604.54,72.7
12977,4191,2,2,756.45,294.75
12978,4191,3,5,1534.54,1205.1
12979,4191,4,7,1647.19,721.02
12980,4191,5,1,210.76,23.25
12981,4191,6,3,960.94,2565.82
12982,4191,7,3,677.14,411.11
12983,4192,1,1,468.84,686.42
12984,4192,2,3,1045.07,166.64
12985,4192,3,7,2024.52,2529.65
12986,4192,4,1,185.16,378.65
12987,4192,5,1,225.16,43.6
12988,4192,6,2,398.47,92.34
12989,4193,1,1,363.73,455.6
12990,4193,2,1,310.83,399.93
12991,4193,3,2,596.58,446.85
12992,4193,4,2,414.54,64.42
12993,4193,6,4,784.82,1191.36
12994,4193,7,1,563.79,648.48
12995,4194,1,2,765.79,605.76
12996,4194,2,3,298.74,84.6
12997,4194,3,7,1221.1,1320.73
12998,4194,4,6,1576.3,1095.78
12999,4194,5,1,231.3,77.19
13000,4194,6,2,270.88,423.35
13001,4194,7,1,212.13,161.83
13002,4195,1,2,676.93,169.12
13003,4195,2,2,259.34,27.0
13004,4195,3,3,545.98,658.72
13005,4195,4,5,991.24,562.06
13006,4195,5,4,2919.25,204.4
13007,4195,6,1,110.28,79.82
13008,4195,7,1,412.7,148.8
13009,4196,1,2,856.97,97.9
13010,4196,2,1,491.11,77.48
13011,4196,3,5,1311.77,898.15
13012,4196,4,2,295.52,374.14
13013,4196,6,3,585.59,947.63
13014,4197,1,2,361.36,239.39
13015,4197,2,1,203.57,157.82
13016,4197,3,4,1111.28,649.58
13017,4197,4,2,297.95,144.19
13018,4197,6,1,75.76,17.19
13019,4197,7,3,1717.79,402.0
13020,4198,1,1,1221.6,2009.65
13021,4198,2,3,2118.34,2166.54
13022,4198,4,4,784.79,888.52
13023,4198,6,3,356.13,535.89
13024,4199,1,1,583.43,111.18
13025,4199,2,3,1068.4,203.16
13026,4199,3,6,1711.28,1489.28
13027,4199,4,6,2039.43,5179.77
13028,4199,5,2,1325.92,176.42
13029,4199,6,2,370.98,1002.75
13030,4200,1,2,382.25,153.7
13031,4200,2,1,155.99,71.4
13032,4200,3,3,520.08,736.29
13033,4200,4,6,1184.8,917.07
13034,4200,6,1,130.07,1.94
13035,4201,1,1,544.09,99.25
13036,4201,2,3,1369.07,366.88
13037,4201,3,3,583.88,530.12
13038,4201,4,1,150.58,333.22
13039,4201,5,1,1164.97,146.64
13040,4201,6,4,850.94,819.22
13041,4201,7,1,262.83,193.82
13042,4202,1,5,2254.8,1264.87
13043,4202,2,4,1306.88,625.16
13044,4202,3,3,706.78,247.42
13045,4202,4,3,368.15,912.3
13046,4202,6,4,767.19,1328.0
13047,4202,7,2,1323.18,218.26
13048,4203,1,3,1712.67,634.81
13049,4203,3,6,2005.84,3208.05
13050,4203,4,4,793.55,431.34
13051,4203,5,1,191.55,79.35
13052,4203,6,5,826.87,657.36
13053,4203,7,1,309.28,148.78
13054,4204,2,3,438.45,231.56
13055,4204,3,6,1709.25,2519.74
13056,4204,4,5,1187.5,1550.05
13057,4204,5,1,218.73,17.8
13058,4204,6,3,771.37,833.55
13059,4204,7,2,1208.53,177.22
13060,4205,1,1,430.88,579.3
13061,4205,3,3,768.39,562.88
13062,4205,4,1,92.52,32.46
13063,4206,1,5,2054.37,1020.19
13064,4206,4,3,406.81,195.48
13065,4206,6,2,187.31,54.5
13066,4207,2,4,935.48,465.09
13067,4207,3,6,1720.45,1068.35
13068,4207,4,4,1007.66,522.21
13069,4207,5,1,504.73,44.5
13070,4208,1,3,1026.12,1169.61
13071,4208,2,1,180.49,159.54
13072,4208,3,4,773.39,742.19
13073,4208,4,4,814.85,715.63
13074,4208,5,2,1371.79,401.5
13075,4208,6,2,414.37,132.13
13076,4208,7,1,147.17,6.94
13077,4209,1,1,1071.53,300.72
13078,4209,2,1,200.72,231.3
13079,4209,3,8,2343.33,1968.77
13080,4209,4,4,446.57,259.4
13081,4209,6,2,319.34,432.58
13082,4210,1,1,253.7,200.12
13083,4210,2,5,3001.38,2279.55
13084,4210,3,7,2308.02,3928.67
13085,4210,4,3,847.44,957.45
13086,4210,6,3,402.7,540.57
13087,4211,2,1,256.95,295.1
13088,4212,1,1,211.64,98.9
13089,4213,1,1,175.94,77.62
13090,4214,6,1,209.05,127.2
13091,4215,2,1,191.35,113.6
13092,4216,3,1,177.01,338.95
13093,4216,4,2,261.35,122.02
13094,4216,6,1,219.17,624.44
13095,4217,2,2,924.66,1264.55
13096,4217,3,1,161.64,81.12
13097,4218,1,1,546.2,60.15
13098,4218,4,1,107.69,18.6
13099,4218,6,1,293.08,49.65
13100,4219,3,1,239.08,166.32
13101,4220,6,1,186.29,55.21
13102,4221,2,1,150.12,93.0
13103,4221,3,1,140.14,15.96
13104,4221,4,1,166.21,78.45
13105,4221,6,2,344.13,1015.51
13106,4222,3,1,79.03,13.35
13107,4223,4,2,377.27,358.27
13108,4223,6,2,248.23,248.1
13109,4224,4,4,511.98,432.12
13110,4225,2,1,200.15,182.28
13111,4226,3,1,136.58,10.95
13112,4226,6,1,208.82,50.0
13113,4227,1,1,695.56,82.45
13114,4228,3,1,464.71,48.38
13115,4229,6,1,100.2,35.94
13116,4230,2,1,156.17,112.6
13117,4231,4,1,141.15,178.2
13118,4232,2,3,823.35,220.51
13119,4232,4,1,219.9,430.82
13120,4232,7,1,1309.66,152.93
13121,4233,3,2,735.79,12.58
13122,4233,5,1,836.98,784.05
13123,4233,6,2,312.06,204.81
13124,4233,7,1,239.98,144.34
13125,4234,2,1,715.59,482.68
13126,4234,6,1,203.89,75.04
13127,4235,1,1,1076.59,528.15
13128,4235,3,2,541.45,66.0
13129,4235,4,1,299.59,834.45
13130,4236,1,1,237.8,163.7
13131,4237,4,1,135.38,69.54
13132,4238,1,1,737.52,182.42
13133,4238,7,1,226.09,27.47
13134,4239,1,1,1059.14,611.97
13135,4239,2,1,229.53,126.45
13136,4239,3,3,680.09,208.91
13137,4239,4,1,89.33,6.28
13138,4240,5,2,2606.21,548.88
13139,4241,1,1,606.69,233.62
13140,4241,3,1,131.85,10.69
13141,4242,3,1,445.75,361.21
13142,4243,6,1,359.87,385.22
13143,4244,1,1,1202.95,510.49
13144,4244,3,1,770.54,2466.0
13145,4244,6,1,89.44,17.7
13146,4245,3,1,484.91,92.0
13147,4245,4,1,302.02,6.61
13148,4246,2,1,198.77,179.4
13149,4246,3,1,149.64,64.65
13150,4246,4,3,632.72,153.21
13151,4247,2,3,780.94,292.45
13152,4247,3,1,168.69,264.08
13153,4247,5,1,210.44,52.3
13154,4248,1,1,696.61,13.85
13155,4248,3,3,623.32,949.2
13156,4248,4,2,432.4,102.28
13157,4248,6,2,196.66,167.35
13158,4248,7,1,260.6,110.44
13159,4249,2,1,213.85,247.31
13160,4249,4,2,340.33,684.11
13161,4249,5,1,176.53,67.1
13162,4250,2,1,117.3,9.04
13163,4250,3,6,1864.62,2351.96
13164,4250,6,1,283.6,622.61
13165,4250,7,1,416.01,516.68
13166,4251,1,1,142.5,45.66
13167,4251,3,1,290.15,33.9
13168,4251,4,1,288.26,43.1
13169,4251,5,1,1145.76,4.12
13170,4251,6,2,311.15,389.72
13171,4251,7,1,313.57,234.9
13172,4252,1,1,157.91,72.9
13173,4252,3,1,122.51,15.4
13174,4252,4,1,154.15,219.94
13175,4253,1,1,208.44,71.03
13176,4253,2,4,1031.38,1465.48
13177,4253,3,2,369.73,169.52
13178,4253,4,2,281.16,630.03
13179,4253,6,1,149.28,148.78
13180,4254,2,1,160.71,133.3
13181,4254,3,4,895.34,1156.63
13182,4254,4,2,358.01,244.65
13183,4255,1,1,138.17,16.55
13184,4255,3,3,590.02,627.66
13185,4255,4,3,467.77,401.48
13186,4255,7,1,522.22,81.9
13187,4256,3,5,1153.1,1500.7
13188,4256,4,6,933.91,376.41
13189,4256,6,1,93.63,60.48
13190,4257,2,1,673.79,182.76
13191,4257,3,5,1012.42,1221.67
13192,4257,4,1,358.28,98.05
13193,4257,6,2,383.82,1647.25
13194,4257,7,2,888.34,889.6
13195,4258,1,1,151.22,96.3
13196,4258,2,1,471.64,52.5
13197,4258,3,2,881.35,1562.42
13198,4258,4,1,149.41,199.82
13199,4258,6,2,319.19,94.18
13200,4258,7,1,320.05,363.92
13201,4259,2,2,740.3,265.13
13202,4259,3,1,138.11,228.96
13203,4259,4,1,115.95,240.82
13204,4260,1,1,299.7,350.3
13205,4260,2,1,134.19,58.65
13206,4260,3,1,310.34,12.75
13207,4260,4,1,137.51,69.06
13208,4260,6,1,148.22,250.89
13209,4260,7,1,1061.3,90.7
13210,4261,1,1,586.29,67.12
13211,4261,2,1,152.32,58.2
13212,4261,4,2,570.39,348.14
13213,4261,7,1,277.99,181.33
13214,4262,3,1,179.16,222.32
13215,4262,4,1,221.2,333.69
13216,4262,5,1,212.14,94.56
13217,4262,6,2,575.32,1107.84
13218,4263,2,1,309.46,70.43
13219,4263,3,3,455.66,783.8
13220,4263,4,4,725.27,848.92
13221,4263,5,2,1430.66,920.37
13222,4263,6,1,92.6,12.17
13223,4264,1,1,823.31,85.4
13224,4264,2,2,1046.05,2034.62
13225,4264,3,6,1288.58,349.7
13226,4264,4,3,813.87,586.4
13227,4264,5,1,176.12,48.2
13228,4265,1,2,344.97,103.44
13229,4265,3,1,468.65,445.72
13230,4265,7,2,301.09,128.95
13231,4266,3,5,1070.09,1820.67
13232,4266,5,1,267.54,133.46
13233,4266,6,1,96.94,15.62
13234,4267,1,2,1674.8,661.49
13235,4267,2,1,116.78,2.77
13236,4267,3,1,245.25,116.08
13237,4267,4,1,357.69,399.18
13238,4267,6,1,118.99,72.0
13239,4268,1,3,961.09,1140.13
13240,4268,2,3,748.32,321.53
13241,4268,3,2,615.88,401.08
13242,4268,4,1,383.3,485.3
13243,4268,5,1,960.31,42.92
13244,4268,6,4,641.97,923.85
13245,4268,7,1,304.34,179.78
13246,4269,1,1,866.98,494.55
13247,4269,3,1,234.29,202.12
13248,4269,4,3,469.39,585.2
13249,4269,5,2,1308.66,223.83
13250,4269,7,1,1024.51,176.95
13251,4270,3,1,412.04,38.36
13252,4270,4,1,284.15,50.94
13253,4270,5,1,1010.8,63.38
13254,4270,7,1,889.44,15.48
13255,4271,2,1,132.0,32.5
13256,4271,3,2,229.57,287.05
13257,4271,4,1,461.36,1526.71
13258,4271,6,1,149.37,93.44
13259,4272,3,2,783.42,961.64
13260,4272,6,1,290.99,147.3
13261,4273,2,1,742.98,213.78
13262,4273,3,1,268.02,91.35
13263,4273,4,1,118.42,40.4
13264,4273,6,1,111.75,106.72
13265,4273,7,2,1900.94,457.99
13266,4274,2,3,1643.07,491.67
13267,4274,3,3,763.84,270.44
13268,4274,4,1,155.79,442.8
13269,4274,5,2,1760.85,1752.45
13270,4275,1,1,152.25,8.65
13271,4275,2,2,969.56,252.34
13272,4275,3,2,324.41,513.99
13273,4275,6,2,517.87,138.11
13274,4276,1,2,2014.63,1472.58
13275,4276,2,1,328.6,228.35
13276,4276,3,4,752.53,285.05
13277,4276,4,2,320.53,744.6
13278,4277,1,2,490.09,136.14
13279,4277,3,6,1631.94,1408.05
13280,4277,4,3,463.81,390.98
13281,4277,7,1,502.02,538.08
13282,4278,2,1,156.0,157.24
13283,4278,3,1,91.67,44.17
13284,4278,4,3,445.81,382.18
13285,4278,6,1,78.57,8.85
13286,4279,1,1,728.58,54.8
13287,4279,3,3,523.45,896.18
13288,4279,5,2,1766.28,508.55
13289,4279,6,1,114.95,267.07
13290,4279,7,2,1726.51,1581.19
13291,4280,1,1,114.38,84.96
13292,4280,2,2,905.45,661.55
13293,4280,3,4,678.12,689.19
13294,4280,4,1,325.05,1078.74
13295,4280,5,1,393.17,310.65
13296,4280,6,3,427.56,247.65
13297,4281,1,1,841.3,64.8
13298,4281,3,1,304.02,69.42
13299,4281,4,1,113.6,96.2
13300,4281,5,1,247.99,93.12
13301,4281,6,1,103.99,33.72
13302,4281,7,2,561.01,339.91
13303,4282,1,2,655.93,393.88
13304,4282,2,1,96.53,34.6
13305,4282,3,4,997.43,887.02
13306,4282,7,2,1897.49,2106.95
13307,4283,3,2,699.55,499.29
13308,4283,4,1,164.12,453.55
13309,4283,5,1,1188.15,213.3
13310,4283,6,1,154.64,375.6
13311,4284,2,1,696.88,1072.68
13312,4284,3,2,645.14,1650.27
13313,4284,4,2,302.36,658.6
13314,4285,1,1,102.27,13.6
13315,4285,2,1,188.69,88.08
13316,4285,3,3,247.62,2401.76
13317,4285,4,1,257.03,43.58
13318,4285,6,1,227.12,8.56
13319,4286,1,1,166.35,69.62
13320,4286,2,1,660.02,171.0
13321,4286,4,2,276.04,294.35
13322,4286,6,1,103.83,158.3
13323,4286,7,2,279.27,241.64
13324,4287,3,1,219.33,462.0
13325,4287,4,1,187.44,490.72
13326,4288,2,1,419.52,32.56
13327,4288,4,2,423.67,1193.48
13328,4288,6,2,277.58,297.67
13329,4289,2,2,501.33,584.29
13330,4289,3,1,154.9,223.2
13331,4289,4,2,248.46,157.28
13332,4290,2,2,320.34,221.11
13333,4290,3,3,502.45,656.04
13334,4290,5,1,664.3,24.05
13335,4290,6,1,93.24,38.95
13336,4291,1,3,750.45,144.27
13337,4291,2,1,236.95,278.32
13338,4291,3,2,603.67,120.58
13339,4291,4,2,236.91,138.43
13340,4291,5,1,1603.45,733.76
13341,4291,6,2,233.09,59.24
13342,4292,2,3,1159.4,413.21
13343,4292,3,2,360.19,509.51
13344,4292,4,1,231.69,308.18
13345,4292,6,1,98.7,95.4
13346,4293,3,3,535.76,654.02
13347,4293,4,3,655.88,575.0
13348,4293,5,1,204.6,93.98
13349,4293,6,1,112.04,143.04
13350,4293,7,1,227.25,110.51
13351,4294,1,1,733.55,85.35
13352,4294,2,1,201.3,278.85
13353,4294,3,2,226.48,19.34
13354,4294,4,2,320.05,80.83
13355,4294,5,1,295.99,211.15
13356,4294,6,1,223.71,204.71
13357,4294,7,1,154.28,4.0
13358,4295,1,1,637.6,975.58
13359,4295,5,1,357.04,287.4
13360,4295,6,1,185.96,675.25
13361,4296,1,1,177.87,67.94
13362,4296,2,1,361.31,4.96
13363,4296,3,3,800.73,552.82
13364,4296,4,1,245.24,713.78
13365,4297,2,1,654.57,17.6
13366,4297,3,4,1538.53,2769.02
13367,4297,4,2,443.86,81.15
13368,4298,1,1,161.14,100.82
13369,4298,3,2,393.86,67.34
13370,4298,4,2,199.99,16.62
13371,4298,6,1,120.72,16.94
13372,4298,7,1,1303.44,246.9
13373,4299,1,1,158.01,60.12
13374,4299,3,3,1043.38,1073.0
13375,4300,2,3,621.42,262.95
13376,4300,3,2,1098.81,2070.4
13377,4300,4,5,1261.08,1146.81
13378,4300,5,2,812.95,50.16
13379,4300,7,1,1287.35,213.8
13380,4301,2,1,875.51,1945.72
13381,4301,3,1,395.3,79.29
13382,4302,1,1,176.4,87.38
13383,4302,3,3,372.4,185.61
13384,4302,6,1,111.66,92.4
13385,4303,1,3,1743.62,2444.42
13386,4303,2,2,425.7,490.75
13387,4303,3,1,170.65,31.05
13388,4303,4,1,256.72,13.43
13389,4303,5,2,1579.88,120.0
13390,4303,6,2,270.31,563.58
13391,4303,7,1,1114.83,329.42
13392,4304,1,1,209.19,122.83
13393,4304,3,4,831.58,393.23
13394,4304,4,2,370.62,806.9
13395,4304,5,1,175.07,50.58
13396,4304,6,2,272.22,359.92
13397,4304,7,1,174.15,9.92
13398,4305,1,1,902.12,30.9
13399,4305,2,3,714.38,815.37
13400,4305,3,7,1808.66,624.11
13401,4305,4,2,878.66,549.36
13402,4305,6,1,168.8,569.02
13403,4306,1,1,354.02,370.42
13404,4306,2,1,354.94,608.11
13405,4306,4,2,607.79,1048.4
13406,4306,6,2,274.14,122.7
13407,4306,7,1,847.57,667.48
13408,4307,2,1,506.64,198.73
13409,4307,3,1,152.57,136.35
13410,4307,5,1,285.56,102.96
13411,4307,6,2,274.77,107.3
13412,4308,1,2,1212.82,136.36
13413,4308,2,2,833.97,289.36
13414,4308,3,2,246.72,132.56
13415,4308,4,1,126.3,43.06
13416,4308,5,2,418.41,33.08
13417,4308,6,1,114.27,117.0
13418,4309,1,1,163.83,23.86
13419,4309,2,3,2097.79,252.64
13420,4309,3,3,374.34,170.5
13421,4309,4,3,820.57,379.0
13422,4309,5,1,1463.29,184.41
13423,4310,2,1,616.98,128.65
13424,4310,3,2,303.35,404.02
13425,4310,4,1,254.01,37.07
13426,4310,7,1,1117.44,242.79
13427,4311,3,4,1077.16,1447.74
13428,4311,4,5,1092.92,1972.92
13429,4312,1,2,1954.41,1991.05
13430,4312,2,1,465.21,46.44
13431,4312,3,3,973.46,1381.62
13432,4312,4,1,0.0,572.5
13433,4312,5,1,1514.36,137.32
13434,4312,6,2,293.28,554.13
13435,4312,7,1,177.86,85.15
13436,4313,3,2,403.81,63.27
13437,4314,1,1,375.05,494.22
13438,4314,3,6,1808.49,2390.75
13439,4314,4,3,515.86,211.41
13440,4314,5,1,731.96,587.15
13441,4314,6,2,238.66,121.73
13442,4314,7,1,1180.11,16.05
13443,4315,1,1,295.48,286.8
13444,4315,2,1,811.89,734.0
13445,4315,3,2,248.01,61.69
13446,4315,4,3,635.06,326.87
13447,4315,6,1,143.54,407.94
13448,4316,3,5,1401.39,1144.95
13449,4316,4,2,394.25,36.16
13450,4316,5,1,1172.16,20.44
13451,4316,6,1,222.19,1040.1
13452,4317,1,1,561.78,784.17
13453,4317,2,3,1237.23,231.46
13454,4317,3,3,693.29,550.09
13455,4317,4,1,409.92,1051.92
13456,4317,7,1,511.32,565.92
13457,4318,3,5,935.67,626.89
13458,4318,5,1,217.87,77.6
13459,4318,6,2,197.59,76.29
13460,4318,7,2,1411.26,1728.97
13461,4319,1,3,844.2,985.08
13462,4319,2,2,1148.15,462.69
13463,4319,3,4,1363.24,1329.89
13464,4319,4,2,529.49,377.52
13465,4319,7,2,954.62,255.13
13466,4320,1,1,747.97,1197.5
13467,4320,2,1,478.18,9.24
13468,4320,3,1,105.98,26.9
13469,4320,4,1,113.66,13.84
13470,4320,5,1,956.55,438.5
13471,4320,6,3,521.69,792.36
13472,4321,1,1,179.18,47.06
13473,4321,4,3,706.53,317.26
13474,4321,6,4,788.84,493.33
13475,4322,1,1,0.0,991.6
13476,4322,2,1,225.99,149.45
13477,4322,3,4,851.6,917.12
13478,4322,4,1,186.33,337.38
13479,4323,2,4,1499.86,193.22
13480,4323,3,3,652.55,537.4
13481,4323,5,1,473.39,381.28
13482,4324,1,2,1063.31,497.66
13483,4324,2,1,168.08,196.96
13484,4324,4,2,370.29,260.94
13485,4324,5,1,1069.66,124.6
13486,4324,6,1,98.14,9.4
13487,4324,7,1,712.92,232.5
13488,4325,2,1,486.79,30.8
13489,4325,3,3,872.75,409.76
13490,4325,4,1,89.88,53.94
13491,4325,5,1,0.0,55.85
13492,4325,6,1,88.39,15.96
13493,4325,7,1,219.51,89.85
13494,4326,1,1,535.11,40.43
13495,4326,3,2,507.56,173.01
13496,4326,4,1,290.68,346.68
13497,4326,6,1,109.11,140.0
13498,4327,1,2,1098.34,752.73
13499,4327,2,1,114.41,53.7
13500,4327,3,4,760.63,1203.4
13501,4327,4,1,115.56,15.7
13502,4327,5,1,1095.51,311.11
13503,4327,6,1,239.42,75.62
13504,4327,7,1,807.49,960.38
13505,4328,2,2,559.48,98.7
13506,4328,3,1,142.73,120.66
13507,4328,4,3,1245.95,389.58
13508,4328,6,2,742.26,984.7
13509,4329,1,2,305.01,76.75
13510,4329,2,3,892.73,797.59
13511,4329,3,1,450.66,181.62
13512,4329,4,1,242.35,227.38
13513,4330,1,2,431.21,333.68
13514,4330,2,2,362.29,323.58
13515,4330,3,6,2552.09,4475.55
13516,4330,6,2,270.0,590.39
13517,4330,7,1,348.3,216.82
13518,4331,1,2,327.53,276.45
13519,4331,2,2,271.77,84.14
13520,4331,3,4,1075.03,400.12
13521,4331,4,3,534.02,1441.43
13522,4331,5,1,291.72,127.6
13523,4331,6,1,208.93,58.5
13524,4332,1,2,1424.84,1114.72
13525,4332,3,10,2190.21,2849.72
13526,4332,4,2,222.66,128.73
13527,4332,5,1,508.65,54.13
13528,4332,7,2,1522.27,432.9
13529,4333,1,2,1190.41,881.2
13530,4333,2,1,112.41,25.3
13531,4333,3,6,1080.19,204.0
13532,4333,4,4,705.06,1034.55
13533,4333,6,1,274.69,18.17
13534,4333,7,2,1852.28,327.22
13535,4334,1,2,838.75,156.17
13536,4334,2,5,1885.79,989.11
13537,4334,3,6,1394.87,999.67
13538,4334,4,3,436.68,416.91
13539,4334,5,1,400.26,351.3
13540,4334,6,2,242.79,318.85
13541,4334,7,1,1467.15,703.15
13542,4335,1,3,952.63,493.26
13543,4335,2,2,464.4,692.93
13544,4335,3,9,2218.94,2039.73
13545,4335,4,4,557.56,471.68
13546,4335,5,1,298.18,192.9
13547,4335,6,1,131.64,230.25
13548,4335,7,1,410.27,48.96
13549,4336,1,2,451.56,317.93
13550,4336,2,4,1809.89,1653.37
13551,4336,3,5,945.57,1000.7
13552,4336,4,1,241.41,63.62
13553,4336,5,3,923.33,686.59
13554,4336,6,2,226.19,82.94
13555,4336,7,1,1048.2,75.18
13556,4337,1,2,1156.95,269.93
13557,4337,2,2,418.08,518.77
13558,4337,3,6,1214.75,1171.61
13559,4337,4,3,623.45,667.14
13560,4337,5,4,2854.16,778.0
13561,4337,6,2,498.61,927.58
13562,4338,1,2,904.21,680.67
13563,4338,3,5,1011.22,737.96
13564,4338,4,8,1794.04,3390.07
13565,4338,5,1,183.93,26.45
13566,4338,6,7,930.62,1181.46
13567,4339,1,1,204.03,236.58
13568,4339,3,6,1068.47,694.48
13569,4339,4,2,492.63,83.22
13570,4339,6,1,135.46,124.85
13571,4339,7,2,309.37,104.5
13572,4340,1,1,313.28,423.44
13573,4340,2,2,445.99,81.52
13574,4340,3,5,929.75,614.56
13575,4340,4,3,571.87,1075.46
13576,4340,6,3,334.54,173.06
13577,4341,1,2,729.57,257.68
13578,4341,2,2,563.36,335.49
13579,4341,3,8,2308.86,2282.23
13580,4341,4,7,1344.74,1902.22
13581,4342,2,3,923.44,297.38
13582,4342,3,6,1084.57,652.63
13583,4342,4,1,211.55,415.08
13584,4342,5,1,577.21,129.6
13585,4342,6,2,293.58,385.34
13586,4343,1,1,758.67,470.25
13587,4343,3,3,724.25,367.2
13588,4343,4,1,137.7,81.95
13589,4343,6,3,452.48,355.91
13590,4343,7,1,535.1,605.28
13591,4344,1,1,669.57,84.32
13592,4344,2,1,243.62,53.92
13593,4344,3,3,393.58,519.59
13594,4344,4,2,388.75,129.25
13595,4344,6,1,119.31,10.05
13596,4344,7,2,1003.07,669.25
13597,4345,1,2,534.02,641.95
13598,4345,3,7,2027.35,2908.36
13599,4345,4,3,421.65,313.3
13600,4345,5,2,1204.99,73.9
13601,4345,6,2,216.98,76.44
13602,4345,7,2,854.82,438.97
13603,4346,1,1,147.44,91.14
13604,4346,2,1,331.98,629.85
13605,4346,3,2,469.11,511.64
13606,4346,4,3,786.58,1676.93
13607,4346,5,1,238.75,119.15
13608,4346,6,4,427.91,138.1
13609,4346,7,2,550.95,367.38
13610,4347,2,2,569.06,152.11
13611,4347,3,4,1166.5,2003.41
13612,4347,4,5,665.97,805.51
13613,4347,6,4,535.1,580.91
13614,4347,7,2,579.58,439.3
13615,4348,1,2,322.59,112.86
13616,4348,2,2,508.03,354.78
13617,4348,3,5,1759.95,1101.63
13618,4348,4,1,137.61,228.38
13619,4348,5,1,195.56,50.56
13620,4348,6,2,275.42,199.68
13621,4349,1,4,2425.49,1628.32
13622,4349,2,3,921.77,528.47
13623,4349,3,4,1144.51,1163.73
13624,4349,4,4,467.37,344.95
13625,4349,5,1,198.3,28.05
13626,4349,6,2,222.5,292.14
13627,4349,7,3,1717.47,556.87
13628,4350,1,2,512.03,53.88
13629,4350,2,3,1355.13,1225.95
13630,4350,3,3,673.17,277.4
13631,4350,4,1,184.65,343.35
13632,4350,6,3,493.73,684.39
13633,4350,7,1,184.46,132.28
13634,4351,1,1,202.7,224.55
13635,4351,2,7,3167.17,2283.67
13636,4351,3,2,476.23,54.79
13637,4351,4,3,542.94,1176.19
13638,4351,5,1,227.41,46.92
13639,4351,6,1,330.37,1026.83
13640,4352,1,2,799.06,54.52
13641,4352,2,2,741.93,340.56
13642,4352,3,1,461.9,52.16
13643,4352,4,4,819.15,1310.16
13644,4352,5,1,108.97,26.4
13645,4352,6,2,408.13,710.02
13646,4352,7,1,212.63,126.58
13647,4353,2,3,792.65,322.02
13648,4353,3,4,927.91,584.02
13649,4353,4,2,276.69,320.3
13650,4353,5,1,0.0,207.22
13651,4353,6,3,531.11,768.2
13652,4353,7,1,148.37,7.99
13653,4354,1,2,853.91,519.06
13654,4354,2,1,807.45,699.03
13655,4354,3,10,3113.22,2393.37
13656,4354,4,4,1047.87,883.59
13657,4354,5,3,509.48,188.11
13658,4354,6,2,291.74,71.61
13659,4354,7,1,210.83,153.12
13660,4355,1,1,1052.32,485.03
13661,4355,2,2,684.12,142.06
13662,4355,3,2,251.83,130.08
13663,4355,4,3,539.98,301.62
13664,4355,5,1,219.02,8.78
13665,4355,6,1,113.18,155.8
13666,4356,1,2,1054.68,607.41
13667,4356,2,5,1906.91,1619.1
13668,4356,3,9,1545.84,874.62
13669,4356,4,2,399.28,1004.48
13670,4356,5,2,304.77,145.66
13671,4356,6,1,186.88,199.85
13672,4356,7,2,1062.46,721.64
13673,4357,1,3,1369.78,550.18
13674,4357,2,2,495.41,147.28
13675,4357,3,6,1754.68,2705.28
13676,4357,4,4,684.7,850.47
13677,4357,5,2,1460.2,712.36
13678,4357,6,6,530.47,658.3
13679,4357,7,1,928.56,375.0
13680,4358,1,4,1561.08,734.69
13681,4358,2,1,788.98,262.96
13682,4358,3,2,715.83,1081.77
13683,4358,4,4,826.64,449.8
13684,4358,6,1,161.8,25.74
13685,4359,1,3,2067.21,592.88
13686,4359,2,2,1090.42,883.93
13687,4359,3,5,2037.56,1969.87
13688,4359,4,1,216.94,599.3
13689,4359,6,1,118.51,241.0
13690,4359,7,2,1217.06,124.55
13691,4360,1,2,1571.11,1290.01
13692,4360,2,2,669.0,1063.66
13693,4360,3,4,641.32,678.83
13694,4360,4,6,1312.78,1238.74
13695,4360,5,1,508.61,23.9
13696,4360,6,2,244.91,322.42
13697,4360,7,1,918.16,56.1
13698,4361,1,3,864.19,952.83
13699,4361,2,3,1379.76,453.53
13700,4361,3,3,491.73,730.08
13701,4361,4,3,796.59,2721.85
