product_id,sku_code,product_name,product_category,uom,temperature_class,unit_weight_kg,unit_cubic_m,dangerous_goods_class,is_active
245,SKU-00245,BUILDING-PRM-12PK-7982,Building Materials,Pallets,Ambient,12.55,0.0525,None,1
246,SKU-00246,AMBIENT-A-1EA-8798,Ambient Grocery,Cartons,Ambient,15.76,0.0581,None,1
247,SKU-00247,ELECTRONICS-A-24PK-6034,Electronics,Cartons,Ambient,28.78,0.1261,None,1
248,SKU-00248,FROZEN-PRM-12PK-4843,Frozen Food,Cartons,Frozen,18.71,0.0743,None,1
249,SKU-00249,PHARMACEUTICALS-A-12PK-6349,Pharmaceuticals,Cartons,Ambient,6.53,0.0244,None,1
250,SKU-00250,INDUSTRIAL-PRM-1EA-3854,Industrial Consumables,Pallets,Ambient,3.44,0.0155,None,1
251,SKU-00251,APPAREL-A-1EA-9449,Apparel,Cartons,Ambient,6.62,0.0245,None,1
252,SKU-00252,AMBIENT-STD-1EA-3228,Ambient Grocery,Cartons,Ambient,19.28,0.0939,None,1
253,SKU-00253,MINING-STD-12PK-7107,Mining Consumables,Pallets,Ambient,16.37,0.0545,None,1
254,SKU-00254,APPAREL-A-48PK-8184,Apparel,Cartons,Ambient,29.02,0.1024,Class 3 Flammable,1
255,SKU-00255,INDUSTRIAL-B-24PK-7333,Industrial Consumables,Pallets,Ambient,8.11,0.032,None,1
256,SKU-00256,APPAREL-STD-12PK-5479,Apparel,Cartons,Ambient,10.72,0.0354,None,1
257,SKU-00257,AUTO-STD-48PK-6389,Auto Parts,Pallets,Ambient,11.88,0.0496,None,1
258,SKU-00258,BEVERAGES-B-24PK-8275,Beverages,Pallets,Ambient,21.66,0.0919,None,1
259,SKU-00259,AMBIENT-A-6PK-9240,Ambient Grocery,Cartons,Ambient,5.87,0.032,None,1
260,SKU-00260,FROZEN-PRM-12PK-8309,Frozen Food,Cartons,Frozen,9.1,0.0504,None,1
261,SKU-00261,BUILDING-B-6PK-6881,Building Materials,Pallets,Ambient,18.19,0.0601,None,1
262,SKU-00262,BUILDING-PRM-24PK-3722,Building Materials,Pallets,Ambient,16.82,0.0586,None,1
263,SKU-00263,AMBIENT-STD-12PK-2078,Ambient Grocery,Cartons,Ambient,14.5,0.0678,None,1
264,SKU-00264,INDUSTRIAL-STD-1EA-9994,Industrial Consumables,Pallets,Ambient,12.92,0.0622,None,1
265,SKU-00265,FROZEN-A-24PK-6021,Frozen Food,Cartons,Frozen,3.95,0.0183,Class 3 Flammable,1
266,SKU-00266,CHILLED-PRM-24PK-4448,Chilled Food,Cartons,Chilled,3.18,0.0103,None,1
267,SKU-00267,AUTO-B-12PK-1299,Auto Parts,Pallets,Ambient,4.12,0.0165,None,1
268,SKU-00268,BEVERAGES-A-12PK-3791,Beverages,Pallets,Ambient,14.78,0.0593,None,1
269,SKU-00269,AUTO-B-1EA-9538,Auto Parts,Pallets,Ambient,39.5,0.1798,None,1
270,SKU-00270,ELECTRONICS-STD-6PK-9352,Electronics,Cartons,Ambient,6.03,0.0299,None,1
271,SKU-00271,AMBIENT-PRM-12PK-8631,Ambient Grocery,Cartons,Ambient,20.39,0.0889,None,1
272,SKU-00272,INDUSTRIAL-PRM-1EA-3487,Industrial Consumables,Pallets,Ambient,1.66,0.0066,None,1
273,SKU-00273,AMBIENT-A-24PK-4954,Ambient Grocery,Cartons,Ambient,14.14,0.0598,Class 3 Flammable,1
274,SKU-00274,INDUSTRIAL-PRM-48PK-6741,Industrial Consumables,Pallets,Ambient,10.86,0.0485,None,1
275,SKU-00275,AMBIENT-B-24PK-9713,Ambient Grocery,Cartons,Ambient,12.61,0.0619,None,1
276,SKU-00276,FROZEN-A-24PK-9308,Frozen Food,Cartons,Frozen,18.97,0.067,None,1
277,SKU-00277,PHARMACEUTICALS-STD-24PK-4749,Pharmaceuticals,Cartons,Ambient,14.55,0.0711,Class 8 Corrosive,1
278,SKU-00278,ELECTRONICS-A-48PK-8333,Electronics,Cartons,Ambient,2.74,0.0106,None,1
279,SKU-00279,BUILDING-A-12PK-4307,Building Materials,Pallets,Ambient,12.6,0.0695,None,1
280,SKU-00280,PHARMACEUTICALS-A-6PK-6024,Pharmaceuticals,Cartons,Chilled,15.79,0.0736,None,1
281,SKU-00281,APPAREL-PRM-1EA-3790,Apparel,Cartons,Ambient,8.24,0.0371,None,1
282,SKU-00282,HOMEWARES-A-48PK-1870,Homewares,Cartons,Ambient,17.87,0.0755,Class 9 Misc,1
283,SKU-00283,BUILDING-A-12PK-3076,Building Materials,Pallets,Ambient,3.84,0.0186,None,1
284,SKU-00284,PHARMACEUTICALS-PRM-1EA-4954,Pharmaceuticals,Cartons,Ambient,18.1,0.0783,None,1
285,SKU-00285,CHILLED-B-1EA-3713,Chilled Food,Cartons,Chilled,14.26,0.0626,None,1
286,SKU-00286,FROZEN-A-24PK-2409,Frozen Food,Cartons,Frozen,12.63,0.0582,None,1
287,SKU-00287,MINING-PRM-12PK-3786,Mining Consumables,Pallets,Ambient,28.06,0.1171,None,1
288,SKU-00288,BUILDING-PRM-6PK-6297,Building Materials,Pallets,Ambient,4.93,0.027,None,1
289,SKU-00289,MINING-PRM-24PK-5125,Mining Consumables,Pallets,Ambient,12.5,0.0622,None,1
290,SKU-00290,BEVERAGES-STD-6PK-2563,Beverages,Pallets,Ambient,9.1,0.0457,None,1
291,SKU-00291,AMBIENT-STD-12PK-3418,Ambient Grocery,Cartons,Ambient,6.03,0.0329,None,1
292,SKU-00292,ELECTRONICS-STD-1EA-3458,Electronics,Cartons,Ambient,15.48,0.0698,None,1
293,SKU-00293,HOMEWARES-PRM-12PK-4003,Homewares,Cartons,Ambient,27.02,0.0867,None,1
294,SKU-00294,BUILDING-B-12PK-6851,Building Materials,Pallets,Ambient,4.18,0.0135,None,1
295,SKU-00295,CHILLED-B-48PK-8649,Chilled Food,Cartons,Chilled,18.76,0.0945,None,1
296,SKU-00296,BUILDING-A-48PK-2143,Building Materials,Pallets,Ambient,19.47,0.0693,None,1
297,SKU-00297,APPAREL-A-1EA-5323,Apparel,Cartons,Ambient,23.76,0.0962,None,1
298,SKU-00298,AMBIENT-A-12PK-1876,Ambient Grocery,Cartons,Ambient,19.56,0.0693,None,1
299,SKU-00299,HOMEWARES-A-24PK-5384,Homewares,Cartons,Ambient,2.61,0.0084,None,1
300,SKU-00300,AUTO-B-1EA-6343,Auto Parts,Pallets,Ambient,8.85,0.044,None,1
301,SKU-00301,FROZEN-A-48PK-7687,Frozen Food,Cartons,Frozen,2.15,0.0094,None,1
302,SKU-00302,CHILLED-PRM-12PK-4663,Chilled Food,Cartons,Chilled,16.74,0.0536,None,1
303,SKU-00303,CHILLED-PRM-6PK-5482,Chilled Food,Cartons,Chilled,9.97,0.0476,None,1
304,SKU-00304,MINING-STD-12PK-3427,Mining Consumables,Pallets,Ambient,7.88,0.0436,None,1
305,SKU-00305,BEVERAGES-B-6PK-3731,Beverages,Pallets,Ambient,17.94,0.0903,None,1
306,SKU-00306,BEVERAGES-A-6PK-8706,Beverages,Pallets,Ambient,14.52,0.0478,None,1
307,SKU-00307,CHILLED-PRM-12PK-2496,Chilled Food,Cartons,Chilled,1.88,0.006,None,1
308,SKU-00308,PHARMACEUTICALS-A-6PK-3488,Pharmaceuticals,Cartons,Ambient,13.72,0.046,None,1
309,SKU-00309,PHARMACEUTICALS-STD-6PK-2179,Pharmaceuticals,Cartons,Ambient,27.41,0.0867,None,1
310,SKU-00310,AUTO-A-24PK-7667,Auto Parts,Pallets,Ambient,15.57,0.0735,None,1
311,SKU-00311,ELECTRONICS-PRM-48PK-1646,Electronics,Cartons,Ambient,6.17,0.0193,None,1
312,SKU-00312,ELECTRONICS-STD-1EA-3557,Electronics,Cartons,Ambient,20.99,0.0758,None,1
313,SKU-00313,MINING-STD-12PK-9984,Mining Consumables,Pallets,Ambient,22.25,0.0907,None,1
314,SKU-00314,MINING-A-12PK-6875,Mining Consumables,Pallets,Ambient,6.69,0.0214,None,1
315,SKU-00315,BUILDING-A-48PK-8978,Building Materials,Pallets,Ambient,6.87,0.034,None,1
316,SKU-00316,APPAREL-PRM-1EA-7784,Apparel,Cartons,Ambient,4.55,0.0153,None,1
317,SKU-00317,AUTO-PRM-24PK-2176,Auto Parts,Pallets,Ambient,5.91,0.0229,None,1
318,SKU-00318,FROZEN-A-6PK-8526,Frozen Food,Cartons,Frozen,13.93,0.0684,Class 9 Misc,1
319,SKU-00319,CHILLED-A-6PK-5765,Chilled Food,Cartons,Chilled,18.02,0.0578,None,1
320,SKU-00320,ELECTRONICS-B-24PK-5777,Electronics,Cartons,Ambient,7.86,0.0263,None,1
321,SKU-00321,AMBIENT-STD-6PK-8606,Ambient Grocery,Cartons,Ambient,9.78,0.0332,None,1
322,SKU-00322,MINING-B-48PK-2410,Mining Consumables,Pallets,Ambient,9.5,0.0397,None,1
323,SKU-00323,PHARMACEUTICALS-PRM-1EA-3030,Pharmaceuticals,Cartons,Ambient,17.02,0.0841,None,1
324,SKU-00324,MINING-PRM-6PK-6241,Mining Consumables,Pallets,Ambient,12.45,0.0561,None,1
325,SKU-00325,BUILDING-PRM-12PK-7165,Building Materials,Pallets,Ambient,18.77,0.0977,Class 3 Flammable,1
326,SKU-00326,BEVERAGES-B-1EA-6528,Beverages,Pallets,Ambient,10.76,0.0451,None,1
327,SKU-00327,BUILDING-A-6PK-8751,Building Materials,Pallets,Ambient,7.66,0.0394,None,1
328,SKU-00328,MINING-B-1EA-2388,Mining Consumables,Pallets,Ambient,17.21,0.0879,None,1
329,SKU-00329,FROZEN-PRM-1EA-6408,Frozen Food,Cartons,Frozen,9.33,0.0325,None,1
330,SKU-00330,INDUSTRIAL-B-12PK-6466,Industrial Consumables,Pallets,Ambient,9.95,0.0473,Class 9 Misc,1
331,SKU-00331,FROZEN-B-48PK-1350,Frozen Food,Cartons,Frozen,7.35,0.0256,None,1
332,SKU-00332,ELECTRONICS-A-6PK-8960,Electronics,Cartons,Ambient,20.89,0.0937,None,1
333,SKU-00333,BUILDING-PRM-6PK-7776,Building Materials,Pallets,Ambient,3.53,0.0146,None,1
334,SKU-00334,CHILLED-PRM-1EA-9724,Chilled Food,Cartons,Chilled,10.95,0.0389,None,1
335,SKU-00335,INDUSTRIAL-B-1EA-8862,Industrial Consumables,Pallets,Ambient,2.86,0.0101,None,1
336,SKU-00336,INDUSTRIAL-A-1EA-2765,Industrial Consumables,Pallets,Ambient,26.4,0.1406,None,1
337,SKU-00337,BEVERAGES-A-24PK-8100,Beverages,Pallets,Ambient,43.28,0.2087,None,1
338,SKU-00338,INDUSTRIAL-STD-1EA-5577,Industrial Consumables,Pallets,Ambient,21.69,0.0679,None,1
339,SKU-00339,AUTO-A-48PK-6543,Auto Parts,Pallets,Ambient,7.65,0.0304,None,1
340,SKU-00340,HOMEWARES-STD-48PK-8238,Homewares,Cartons,Ambient,5.92,0.0313,None,1
341,SKU-00341,BEVERAGES-B-24PK-9107,Beverages,Pallets,Ambient,16.14,0.0588,None,1
342,SKU-00342,PHARMACEUTICALS-A-24PK-7198,Pharmaceuticals,Cartons,Ambient,13.99,0.0458,None,1
343,SKU-00343,HOMEWARES-B-48PK-5796,Homewares,Cartons,Ambient,11.77,0.0511,None,1
344,SKU-00344,CHILLED-A-1EA-4957,Chilled Food,Cartons,Chilled,12.83,0.0609,Class 8 Corrosive,1
345,SKU-00345,BEVERAGES-PRM-12PK-1882,Beverages,Pallets,Ambient,8.73,0.0389,None,1
346,SKU-00346,BEVERAGES-A-24PK-4550,Beverages,Pallets,Ambient,12.17,0.0466,None,1
347,SKU-00347,AMBIENT-PRM-48PK-5086,Ambient Grocery,Cartons,Ambient,27.66,0.0976,None,1
348,SKU-00348,AMBIENT-B-12PK-8927,Ambient Grocery,Cartons,Ambient,17.84,0.0923,None,1
349,SKU-00349,ELECTRONICS-A-1EA-2645,Electronics,Cartons,Ambient,4.51,0.0169,None,1
350,SKU-00350,ELECTRONICS-PRM-24PK-6060,Electronics,Cartons,Ambient,13.52,0.044,None,1
351,SKU-00351,AMBIENT-STD-48PK-2175,Ambient Grocery,Cartons,Ambient,23.25,0.0812,None,1
352,SKU-00352,PHARMACEUTICALS-PRM-1EA-5454,Pharmaceuticals,Cartons,Chilled,5.67,0.0228,None,1
353,SKU-00353,PHARMACEUTICALS-B-24PK-7896,Pharmaceuticals,Cartons,Chilled,23.22,0.0746,None,1
354,SKU-00354,BEVERAGES-PRM-1EA-4188,Beverages,Pallets,Ambient,33.04,0.1129,None,1
355,SKU-00355,MINING-STD-24PK-4123,Mining Consumables,Pallets,Ambient,11.93,0.0467,None,1
356,SKU-00356,AUTO-PRM-24PK-6125,Auto Parts,Pallets,Ambient,3.52,0.017,None,1
357,SKU-00357,AUTO-PRM-48PK-8276,Auto Parts,Pallets,Ambient,4.33,0.0183,None,1
358,SKU-00358,FROZEN-A-1EA-9186,Frozen Food,Cartons,Frozen,11.59,0.0442,None,1
359,SKU-00359,HOMEWARES-B-24PK-4397,Homewares,Cartons,Ambient,15.97,0.0522,None,1
360,SKU-00360,PHARMACEUTICALS-STD-48PK-2730,Pharmaceuticals,Cartons,Chilled,18.95,0.0669,None,1
361,SKU-00361,APPAREL-PRM-24PK-5670,Apparel,Cartons,Ambient,6.38,0.0214,None,1
362,SKU-00362,APPAREL-B-24PK-2750,Apparel,Cartons,Ambient,35.41,0.1239,None,1
363,SKU-00363,BEVERAGES-A-12PK-5867,Beverages,Pallets,Ambient,13.6,0.0467,None,1
364,SKU-00364,BUILDING-B-24PK-3019,Building Materials,Pallets,Ambient,15.83,0.0497,None,1
365,SKU-00365,AUTO-B-1EA-3921,Auto Parts,Pallets,Ambient,26.81,0.1458,None,1
366,SKU-00366,AUTO-STD-24PK-8409,Auto Parts,Pallets,Ambient,6.27,0.0206,None,1
367,SKU-00367,FROZEN-PRM-6PK-3319,Frozen Food,Cartons,Frozen,4.5,0.0241,Class 9 Misc,1
368,SKU-00368,INDUSTRIAL-STD-12PK-5116,Industrial Consumables,Pallets,Ambient,9.26,0.0337,None,1
369,SKU-00369,FROZEN-B-24PK-7122,Frozen Food,Cartons,Frozen,15.14,0.0686,None,1
370,SKU-00370,MINING-A-48PK-3574,Mining Consumables,Pallets,Ambient,6.35,0.0294,Class 8 Corrosive,1
371,SKU-00371,ELECTRONICS-A-12PK-5834,Electronics,Cartons,Ambient,33.4,0.1292,None,1
372,SKU-00372,AUTO-B-6PK-4413,Auto Parts,Pallets,Ambient,7.06,0.0257,None,1
373,SKU-00373,AMBIENT-PRM-24PK-1840,Ambient Grocery,Cartons,Ambient,22.18,0.094,None,1
374,SKU-00374,BUILDING-B-48PK-1295,Building Materials,Pallets,Ambient,10.1,0.051,None,1
375,SKU-00375,PHARMACEUTICALS-PRM-24PK-3908,Pharmaceuticals,Cartons,Ambient,1.94,0.0062,None,1
376,SKU-00376,INDUSTRIAL-A-24PK-8598,Industrial Consumables,Pallets,Ambient,11.22,0.0554,Class 3 Flammable,1
377,SKU-00377,CHILLED-STD-6PK-8733,Chilled Food,Cartons,Chilled,22.28,0.0711,None,1
378,SKU-00378,CHILLED-STD-12PK-5572,Chilled Food,Cartons,Chilled,11.6,0.0631,None,1
379,SKU-00379,ELECTRONICS-STD-1EA-3321,Electronics,Cartons,Ambient,6.26,0.0211,None,1
380,SKU-00380,INDUSTRIAL-A-6PK-8938,Industrial Consumables,Pallets,Ambient,17.84,0.061,Class 8 Corrosive,1
381,SKU-00381,PHARMACEUTICALS-PRM-12PK-2557,Pharmaceuticals,Cartons,Chilled,12.47,0.0682,None,1
382,SKU-00382,APPAREL-PRM-12PK-2050,Apparel,Cartons,Ambient,8.29,0.0328,None,1
383,SKU-00383,BUILDING-STD-6PK-2132,Building Materials,Pallets,Ambient,19.19,0.06,Class 3 Flammable,1
384,SKU-00384,BEVERAGES-STD-24PK-1382,Beverages,Pallets,Ambient,11.21,0.0397,Class 8 Corrosive,1
385,SKU-00385,APPAREL-STD-12PK-8972,Apparel,Cartons,Ambient,23.48,0.1286,None,1
386,SKU-00386,MINING-STD-6PK-2768,Mining Consumables,Pallets,Ambient,33.31,0.1612,None,1
387,SKU-00387,FROZEN-STD-6PK-6935,Frozen Food,Cartons,Frozen,22.17,0.0732,None,1
388,SKU-00388,INDUSTRIAL-STD-12PK-1690,Industrial Consumables,Pallets,Ambient,6.99,0.0279,None,1
389,SKU-00389,AMBIENT-PRM-1EA-6703,Ambient Grocery,Cartons,Ambient,28.52,0.102,None,1
390,SKU-00390,AUTO-STD-12PK-9842,Auto Parts,Pallets,Ambient,6.15,0.0314,None,1
391,SKU-00391,AMBIENT-B-24PK-9326,Ambient Grocery,Cartons,Ambient,15.29,0.0793,None,1
392,SKU-00392,MINING-PRM-48PK-5601,Mining Consumables,Pallets,Ambient,15.6,0.0755,None,1
393,SKU-00393,HOMEWARES-A-1EA-8790,Homewares,Cartons,Ambient,15.28,0.0822,None,1
394,SKU-00394,INDUSTRIAL-STD-1EA-2490,Industrial Consumables,Pallets,Ambient,17.49,0.0708,None,1
395,SKU-00395,APPAREL-STD-6PK-3640,Apparel,Cartons,Ambient,15.06,0.0688,Class 3 Flammable,1
396,SKU-00396,PHARMACEUTICALS-B-1EA-1101,Pharmaceuticals,Cartons,Chilled,4.08,0.0206,None,1
397,SKU-00397,BUILDING-STD-24PK-2316,Building Materials,Pallets,Ambient,11.27,0.0549,None,1
398,SKU-00398,HOMEWARES-A-1EA-1876,Homewares,Cartons,Ambient,26.45,0.1428,Class 9 Misc,1
399,SKU-00399,APPAREL-PRM-24PK-5235,Apparel,Cartons,Ambient,9.84,0.0466,None,1
400,SKU-00400,INDUSTRIAL-STD-6PK-4949,Industrial Consumables,Pallets,Ambient,11.49,0.0522,None,1
401,SKU-00401,PHARMACEUTICALS-A-1EA-9839,Pharmaceuticals,Cartons,Chilled,34.08,0.1686,None,1
402,SKU-00402,AUTO-B-24PK-7931,Auto Parts,Pallets,Ambient,13.04,0.0518,None,1
403,SKU-00403,ELECTRONICS-STD-48PK-9930,Electronics,Cartons,Ambient,10.22,0.0362,None,1
404,SKU-00404,BUILDING-PRM-6PK-7021,Building Materials,Pallets,Ambient,13.04,0.0477,None,1
405,SKU-00405,APPAREL-STD-48PK-6671,Apparel,Cartons,Ambient,13.79,0.0656,None,1
406,SKU-00406,INDUSTRIAL-A-24PK-2142,Industrial Consumables,Pallets,Ambient,5.28,0.0273,None,1
407,SKU-00407,HOMEWARES-PRM-48PK-8132,Homewares,Cartons,Ambient,22.1,0.0822,Class 3 Flammable,1
408,SKU-00408,BEVERAGES-B-48PK-3499,Beverages,Pallets,Ambient,5.56,0.0251,None,1
409,SKU-00409,ELECTRONICS-PRM-48PK-7599,Electronics,Cartons,Ambient,17.0,0.0688,None,1
410,SKU-00410,AMBIENT-PRM-12PK-2401,Ambient Grocery,Cartons,Ambient,11.91,0.0591,None,1
411,SKU-00411,AUTO-A-1EA-1817,Auto Parts,Pallets,Ambient,36.2,0.1836,None,1
412,SKU-00412,AMBIENT-PRM-6PK-7027,Ambient Grocery,Cartons,Ambient,9.9,0.0411,Class 3 Flammable,1
413,SKU-00413,APPAREL-STD-6PK-2856,Apparel,Cartons,Ambient,16.69,0.0804,None,1
414,SKU-00414,MINING-B-48PK-7931,Mining Consumables,Pallets,Ambient,15.23,0.06,None,1
415,SKU-00415,AMBIENT-A-48PK-4291,Ambient Grocery,Cartons,Ambient,18.65,0.0968,None,1
416,SKU-00416,PHARMACEUTICALS-A-1EA-3480,Pharmaceuticals,Cartons,Ambient,17.63,0.0592,None,1
417,SKU-00417,INDUSTRIAL-PRM-48PK-3545,Industrial Consumables,Pallets,Ambient,16.28,0.059,None,1
418,SKU-00418,PHARMACEUTICALS-B-12PK-6336,Pharmaceuticals,Cartons,Ambient,10.98,0.0369,None,1
419,SKU-00419,PHARMACEUTICALS-PRM-24PK-3692,Pharmaceuticals,Cartons,Ambient,17.95,0.0673,None,1
420,SKU-00420,HOMEWARES-PRM-24PK-6355,Homewares,Cartons,Ambient,14.16,0.0703,Class 8 Corrosive,1
421,SKU-00421,AUTO-B-6PK-2907,Auto Parts,Pallets,Ambient,6.48,0.0356,None,1
422,SKU-00422,AUTO-A-48PK-4096,Auto Parts,Pallets,Ambient,7.69,0.0241,None,1
423,SKU-00423,AMBIENT-PRM-48PK-5214,Ambient Grocery,Cartons,Ambient,14.76,0.0546,None,1
424,SKU-00424,HOMEWARES-STD-24PK-6351,Homewares,Cartons,Ambient,14.94,0.0734,None,1
425,SKU-00425,AUTO-A-1EA-5375,Auto Parts,Pallets,Ambient,17.47,0.0808,None,1
426,SKU-00426,PHARMACEUTICALS-STD-6PK-5275,Pharmaceuticals,Cartons,Ambient,3.92,0.0155,None,1
427,SKU-00427,INDUSTRIAL-PRM-12PK-5698,Industrial Consumables,Pallets,Ambient,10.25,0.0417,None,1
428,SKU-00428,FROZEN-B-6PK-3001,Frozen Food,Cartons,Frozen,31.33,0.1052,None,1
429,SKU-00429,PHARMACEUTICALS-STD-6PK-6578,Pharmaceuticals,Cartons,Chilled,7.2,0.0343,None,1
430,SKU-00430,AUTO-B-1EA-2335,Auto Parts,Pallets,Ambient,22.83,0.0757,None,1
431,SKU-00431,AMBIENT-PRM-24PK-3796,Ambient Grocery,Cartons,Ambient,13.86,0.0458,None,1
432,SKU-00432,BEVERAGES-STD-24PK-6846,Beverages,Pallets,Ambient,27.09,0.1006,None,1
433,SKU-00433,HOMEWARES-A-6PK-8531,Homewares,Cartons,Ambient,3.63,0.0195,None,1
434,SKU-00434,INDUSTRIAL-PRM-24PK-4472,Industrial Consumables,Pallets,Ambient,14.36,0.0495,Class 3 Flammable,1
435,SKU-00435,BEVERAGES-STD-6PK-2189,Beverages,Pallets,Ambient,4.52,0.0143,None,1
436,SKU-00436,PHARMACEUTICALS-A-6PK-7262,Pharmaceuticals,Cartons,Ambient,20.93,0.0665,None,1
437,SKU-00437,AMBIENT-STD-48PK-2703,Ambient Grocery,Cartons,Ambient,8.16,0.0268,None,1
438,SKU-00438,AMBIENT-B-48PK-3181,Ambient Grocery,Cartons,Ambient,25.57,0.0938,None,1
439,SKU-00439,INDUSTRIAL-PRM-24PK-8291,Industrial Consumables,Pallets,Ambient,9.16,0.0448,None,1
440,SKU-00440,AUTO-STD-48PK-4626,Auto Parts,Pallets,Ambient,19.4,0.0722,None,1
441,SKU-00441,AUTO-STD-12PK-2464,Auto Parts,Pallets,Ambient,2.49,0.0116,None,1
442,SKU-00442,APPAREL-B-24PK-5785,Apparel,Cartons,Ambient,6.24,0.0203,None,1
443,SKU-00443,FROZEN-STD-1EA-9437,Frozen Food,Cartons,Frozen,12.38,0.0558,None,1
444,SKU-00444,PHARMACEUTICALS-A-48PK-3780,Pharmaceuticals,Cartons,Ambient,2.77,0.0094,None,1
445,SKU-00445,MINING-STD-24PK-8586,Mining Consumables,Pallets,Ambient,7.4,0.029,None,1
446,SKU-00446,MINING-STD-48PK-3547,Mining Consumables,Pallets,Ambient,9.99,0.0329,None,1
447,SKU-00447,APPAREL-PRM-1EA-2890,Apparel,Cartons,Ambient,9.9,0.0363,None,1
448,SKU-00448,AUTO-A-12PK-5650,Auto Parts,Pallets,Ambient,6.11,0.0207,None,1
449,SKU-00449,ELECTRONICS-A-24PK-2317,Electronics,Cartons,Ambient,20.38,0.0797,Class 8 Corrosive,1
450,SKU-00450,BEVERAGES-B-24PK-6453,Beverages,Pallets,Ambient,6.36,0.0337,None,1
451,SKU-00451,PHARMACEUTICALS-STD-24PK-4629,Pharmaceuticals,Cartons,Ambient,22.52,0.1096,None,1
452,SKU-00452,AMBIENT-PRM-48PK-8712,Ambient Grocery,Cartons,Ambient,8.63,0.0391,None,1
453,SKU-00453,AMBIENT-B-48PK-3991,Ambient Grocery,Cartons,Ambient,18.64,0.0673,None,1
454,SKU-00454,BUILDING-A-12PK-9393,Building Materials,Pallets,Ambient,10.34,0.0454,None,1
455,SKU-00455,MINING-STD-12PK-4723,Mining Consumables,Pallets,Ambient,19.29,0.0707,None,1
456,SKU-00456,ELECTRONICS-B-24PK-8683,Electronics,Cartons,Ambient,5.46,0.0241,None,1
457,SKU-00457,FROZEN-B-1EA-8867,Frozen Food,Cartons,Frozen,25.05,0.0975,None,1
458,SKU-00458,BEVERAGES-A-48PK-7475,Beverages,Pallets,Ambient,15.48,0.0629,None,1
459,SKU-00459,APPAREL-PRM-1EA-4908,Apparel,Cartons,Ambient,29.09,0.1025,None,1
460,SKU-00460,FROZEN-A-12PK-5866,Frozen Food,Cartons,Frozen,28.11,0.1319,None,1
461,SKU-00461,HOMEWARES-PRM-6PK-6825,Homewares,Cartons,Ambient,12.54,0.058,None,1
462,SKU-00462,FROZEN-PRM-6PK-8923,Frozen Food,Cartons,Frozen,12.46,0.0523,None,1
463,SKU-00463,AUTO-B-12PK-4602,Auto Parts,Pallets,Ambient,8.98,0.0342,None,1
464,SKU-00464,ELECTRONICS-A-12PK-7693,Electronics,Cartons,Ambient,1.63,0.008,Class 9 Misc,1
465,SKU-00465,AMBIENT-PRM-6PK-6786,Ambient Grocery,Cartons,Ambient,24.84,0.0817,None,1
466,SKU-00466,APPAREL-STD-1EA-3566,Apparel,Cartons,Ambient,7.99,0.0282,None,1
467,SKU-00467,BEVERAGES-PRM-12PK-8097,Beverages,Pallets,Ambient,20.99,0.0805,Class 3 Flammable,1
468,SKU-00468,HOMEWARES-STD-12PK-2426,Homewares,Cartons,Ambient,12.69,0.0434,None,1
469,SKU-00469,PHARMACEUTICALS-B-1EA-6159,Pharmaceuticals,Cartons,Ambient,7.2,0.0267,None,1
470,SKU-00470,APPAREL-PRM-6PK-5349,Apparel,Cartons,Ambient,24.69,0.1063,None,1
471,SKU-00471,ELECTRONICS-B-1EA-2846,Electronics,Cartons,Ambient,11.59,0.0377,None,1
472,SKU-00472,HOMEWARES-A-6PK-5767,Homewares,Cartons,Ambient,11.09,0.0354,None,1
473,SKU-00473,AMBIENT-A-12PK-1181,Ambient Grocery,Cartons,Ambient,16.28,0.0599,None,1
474,SKU-00474,INDUSTRIAL-PRM-12PK-2201,Industrial Consumables,Pallets,Ambient,12.33,0.0621,None,1
475,SKU-00475,FROZEN-PRM-48PK-5249,Frozen Food,Cartons,Frozen,7.9,0.0293,None,1
476,SKU-00476,AMBIENT-A-6PK-1907,Ambient Grocery,Cartons,Ambient,14.42,0.0531,None,1
477,SKU-00477,APPAREL-STD-12PK-5930,Apparel,Cartons,Ambient,1.91,0.0068,None,1
478,SKU-00478,INDUSTRIAL-A-48PK-9872,Industrial Consumables,Pallets,Ambient,9.69,0.0508,Class 9 Misc,1
479,SKU-00479,PHARMACEUTICALS-A-48PK-4342,Pharmaceuticals,Cartons,Ambient,26.54,0.0899,None,1
480,SKU-00480,APPAREL-STD-24PK-8884,Apparel,Cartons,Ambient,9.54,0.0317,None,1
481,SKU-00481,CHILLED-B-24PK-2517,Chilled Food,Cartons,Chilled,7.9,0.0331,Class 9 Misc,1
482,SKU-00482,APPAREL-A-12PK-7800,Apparel,Cartons,Ambient,4.73,0.0216,None,1
483,SKU-00483,BUILDING-A-6PK-4063,Building Materials,Pallets,Ambient,7.28,0.0291,None,1
484,SKU-00484,BUILDING-A-1EA-9073,Building Materials,Pallets,Ambient,8.53,0.0391,Class 8 Corrosive,1
485,SKU-00485,FROZEN-B-6PK-5902,Frozen Food,Cartons,Frozen,6.21,0.0318,Class 9 Misc,1
486,SKU-00486,INDUSTRIAL-PRM-6PK-1809,Industrial Consumables,Pallets,Ambient,17.41,0.0593,None,1
487,SKU-00487,INDUSTRIAL-A-12PK-3147,Industrial Consumables,Pallets,Ambient,32.97,0.175,None,1
