trip_id,trip_reference,vehicle_id,carrier_id,origin_facility_id,destination_facility_id,planned_departure,actual_departure,actual_arrival,planned_distance_km,actual_distance_km,fuel_used_litres,pallets_loaded,trip_status
15998,TR2312150015998,239,2,20,16,2023-12-15 11:30:00,2023-12-15 12:23:00,2023-12-16 22:08:19,2764.0,2905.0,919.35,29,COMPLETED
15999,TR2312150015999,140,1,19,27,2023-12-15 06:00:00,2023-12-15 06:39:00,2023-12-16 14:20:17,2368.5,2638.6,737.92,27,COMPLETED
16000,TR2312150016000,126,7,5,43,2023-12-15 10:15:00,2023-12-15 10:57:00,2023-12-16 16:48:01,1801.2,1942.0,801.29,56,COMPLETED
16001,TR2312150016001,152,4,5,38,2023-12-15 15:30:00,2023-12-15 16:27:00,2023-12-16 18:50:36,1933.9,1955.1,798.18,41,COMPLETED
16002,TR2312150016002,286,4,20,2,2023-12-15 07:00:00,2023-12-15 07:23:00,2023-12-16 02:26:35,1350.7,1449.2,561.93,12,COMPLETED
16003,TR2312150016003,165,2,10,34,2023-12-15 11:45:00,2023-12-15 11:48:00,2023-12-16 06:24:54,1375.2,1427.8,504.04,13,COMPLETED
16004,TR2312150016004,311,10,25,4,2023-12-15 01:45:00,2023-12-15 02:51:00,2023-12-15 09:16:54,783.3,757.8,233.81,3,COMPLETED
16005,TR2312150016005,64,7,13,37,2023-12-15 13:45:00,2023-12-15 14:13:00,2023-12-17 02:37:26,2777.2,2754.1,1058.46,30,COMPLETED
16006,TR2312150016006,194,8,16,45,2023-12-15 10:45:00,2023-12-15 11:30:00,2023-12-15 16:15:34,226.2,230.5,88.46,29,COMPLETED
16007,TR2312150016007,4,9,43,31,2023-12-15 21:30:00,2023-12-15 21:41:00,2023-12-17 03:17:10,1776.7,1746.3,742.06,34,COMPLETED
16008,TR2312150016008,195,7,6,3,2023-12-15 20:00:00,2023-12-15 20:13:00,2023-12-15 22:17:01,70.6,65.2,31.95,45,COMPLETED
16009,TR2312150016009,333,6,44,42,2023-12-15 01:45:00,2023-12-15 01:50:00,2023-12-16 08:01:39,2028.4,2106.1,648.96,57,COMPLETED
16010,TR2312150016010,106,1,12,15,2023-12-15 02:45:00,2023-12-15 02:53:00,2023-12-15 07:09:07,203.4,194.9,67.37,55,COMPLETED
16011,TR2312150016011,267,2,9,35,2023-12-15 05:15:00,2023-12-15 05:29:00,2023-12-15 21:43:59,1174.4,1058.7,329.34,38,COMPLETED
16012,TR2312150016012,65,2,15,2,2023-12-15 02:15:00,2023-12-15 02:41:00,2023-12-16 10:14:02,2225.2,2282.8,941.21,18,COMPLETED
16013,TR2312160016013,241,6,45,6,2023-12-16 10:45:00,2023-12-16 11:06:00,2023-12-17 17:41:15,2058.9,2180.0,717.56,26,COMPLETED
16014,TR2312160016014,260,1,49,46,2023-12-16 09:45:00,2023-12-16 09:59:00,2023-12-17 08:22:52,1522.8,1567.8,641.63,25,COMPLETED
16015,TR2312160016015,242,6,49,4,2023-12-16 11:45:00,2023-12-16 12:11:00,2023-12-17 15:20:31,1931.1,1869.4,669.9,24,COMPLETED
16016,TR2312160016016,131,10,17,43,2023-12-16 13:30:00,2023-12-16 13:43:00,2023-12-17 21:15:06,2900.2,3119.8,1028.48,48,COMPLETED
16017,TR2312160016017,157,5,15,39,2023-12-16 20:45:00,2023-12-16 21:42:00,2023-12-18 19:43:43,2834.2,2909.4,1220.01,5,COMPLETED
16018,TR2312160016018,233,8,33,7,2023-12-16 04:15:00,2023-12-16 04:40:00,2023-12-17 19:51:06,2699.7,2468.7,915.43,35,COMPLETED
16019,TR2312160016019,87,1,43,49,2023-12-16 11:00:00,2023-12-16 11:18:00,2023-12-18 01:54:11,2412.3,2482.5,1024.0,38,COMPLETED
16020,TR2312160016020,226,6,34,14,2023-12-16 07:00:00,2023-12-16 07:14:00,2023-12-17 07:09:47,1590.2,1543.9,444.32,56,COMPLETED
16021,TR2312160016021,128,9,8,49,2023-12-16 09:30:00,2023-12-16 10:01:00,2023-12-17 01:03:25,1070.9,1044.9,319.03,43,COMPLETED
16022,TR2312160016022,101,7,7,34,2023-12-16 14:30:00,2023-12-16 14:47:00,2023-12-17 11:38:06,2065.3,1956.4,886.63,13,COMPLETED
16023,TR2312160016023,264,7,30,39,2023-12-16 18:15:00,2023-12-16 18:34:00,2023-12-17 21:48:17,1939.2,2065.4,624.17,33,COMPLETED
16024,TR2312160016024,265,2,33,30,2023-12-16 07:30:00,2023-12-16 07:47:00,2023-12-17 06:50:19,2118.6,2236.9,842.56,8,COMPLETED
16025,TR2312160016025,64,7,43,17,2023-12-16 01:00:00,2023-12-16 01:05:00,2023-12-16 19:50:10,1365.4,1471.2,519.76,48,COMPLETED
16026,TR2312160016026,300,9,33,6,2023-12-16 00:15:00,2023-12-16 00:36:00,2023-12-16 15:05:00,1136.2,1134.3,443.1,52,COMPLETED
16027,TR2312160016027,213,5,4,19,2023-12-16 18:15:00,2023-12-16 18:59:00,2023-12-17 13:23:15,1198.4,1247.8,467.97,4,COMPLETED
16028,TR2312170016028,276,8,28,35,2023-12-17 10:15:00,2023-12-17 10:59:00,2023-12-17 22:59:06,1085.8,1119.8,417.06,29,COMPLETED
16029,TR2312170016029,199,8,4,7,2023-12-17 15:00:00,2023-12-17 16:02:00,2023-12-17 19:44:39,202.9,224.3,78.8,33,COMPLETED
16030,TR2312170016030,8,10,22,10,2023-12-17 06:15:00,2023-12-17 06:40:00,2023-12-18 03:15:36,1663.3,1675.3,447.59,51,COMPLETED
16031,TR2312170016031,39,7,4,7,2023-12-17 14:45:00,2023-12-17 15:51:00,2023-12-17 20:21:09,206.6,205.8,87.72,9,COMPLETED
16032,TR2312170016032,117,5,47,5,2023-12-17 09:45:00,2023-12-17 10:37:00,2023-12-17 16:12:56,655.7,703.9,341.26,19,COMPLETED
16033,TR2312170016033,244,5,34,3,2023-12-17 13:00:00,2023-12-17 13:53:00,2023-12-18 14:54:09,1710.2,1654.6,624.32,5,COMPLETED
16034,TR2312170016034,162,1,21,31,2023-12-17 22:30:00,2023-12-17 22:48:00,2023-12-18 04:20:35,607.7,628.9,219.2,13,COMPLETED
16035,TR2312170016035,68,2,27,37,2023-12-17 10:45:00,2023-12-17 11:45:00,2023-12-19 09:58:59,3051.7,3078.0,1090.83,40,COMPLETED
16036,TR2312170016036,237,5,38,1,2023-12-17 03:00:00,2023-12-17 03:36:00,2023-12-18 07:37:05,2976.3,2765.8,1140.8,38,COMPLETED
16037,TR2312170016037,118,2,27,23,2023-12-17 07:30:00,2023-12-17 08:09:00,2023-12-17 21:56:49,822.3,959.3,250.16,18,COMPLETED
16038,TR2312170016038,41,7,41,19,2023-12-17 03:00:00,2023-12-17 03:51:00,2023-12-18 03:48:57,1726.8,1746.1,642.22,45,COMPLETED
16039,TR2312170016039,276,8,11,44,2023-12-17 15:00:00,2023-12-17 15:54:00,2023-12-17 19:55:37,162.6,174.6,55.36,58,COMPLETED
16040,TR2312170016040,233,8,19,27,2023-12-17 00:15:00,2023-12-17 01:31:00,2023-12-17 19:58:07,2030.6,2118.7,846.18,26,COMPLETED
16041,TR2312170016041,199,8,34,26,2023-12-17 00:45:00,2023-12-17 01:47:00,2023-12-18 05:04:13,2408.3,2424.2,935.48,8,COMPLETED
16042,TR2312170016042,170,9,17,13,2023-12-17 17:15:00,2023-12-17 18:02:00,2023-12-18 03:48:01,717.7,702.2,257.34,59,COMPLETED
16043,TR2312170016043,96,1,21,46,2023-12-17 00:45:00,2023-12-17 01:12:00,2023-12-17 05:45:40,185.7,189.0,78.81,48,COMPLETED
16044,TR2312170016044,8,10,28,14,2023-12-17 04:00:00,2023-12-17 04:22:00,2023-12-18 08:16:39,1733.1,1727.2,646.76,45,COMPLETED
16045,TR2312170016045,37,3,14,4,2023-12-17 05:30:00,2023-12-17 06:09:00,2023-12-18 06:06:57,2256.6,2369.9,714.39,6,COMPLETED
16046,TR2312170016046,321,4,37,30,2023-12-17 18:30:00,2023-12-17 18:53:00,2023-12-19 15:02:53,2782.6,3077.1,992.25,56,COMPLETED
16047,TR2312170016047,169,8,8,30,2023-12-17 09:00:00,2023-12-17 09:48:00,2023-12-18 14:05:50,1850.1,1834.2,838.22,18,COMPLETED
16048,TR2312170016048,20,3,19,38,2023-12-17 08:00:00,2023-12-17 08:36:00,2023-12-18 08:48:27,1504.1,1610.3,524.76,11,COMPLETED
16049,TR2312180016049,101,7,1,18,2023-12-18 12:15:00,2023-12-18 12:50:00,2023-12-19 00:05:58,901.1,952.3,385.95,22,COMPLETED
16050,TR2312180016050,98,1,28,6,2023-12-18 23:45:00,2023-12-19 00:23:00,2023-12-20 13:03:10,2724.6,2774.9,1066.61,8,COMPLETED
16051,TR2312180016051,149,7,11,50,2023-12-18 09:15:00,2023-12-18 09:48:00,2023-12-19 04:26:16,1647.7,1677.7,688.32,51,COMPLETED
16052,TR2312180016052,194,8,42,30,2023-12-18 14:15:00,2023-12-18 14:51:00,2023-12-20 00:41:00,2155.5,2244.0,843.77,8,COMPLETED
16053,TR2312180016053,96,1,35,26,2023-12-18 21:15:00,2023-12-18 21:32:00,2023-12-19 23:16:17,2255.5,2356.0,905.43,14,COMPLETED
16054,TR2312180016054,153,1,11,27,2023-12-18 22:00:00,2023-12-18 22:41:00,2023-12-19 06:16:00,691.5,779.6,231.99,7,CANCELLED
16055,TR2312180016055,41,7,31,24,2023-12-18 19:45:00,2023-12-18 20:05:00,2023-12-19 10:22:16,942.5,996.9,482.93,51,COMPLETED
16056,TR2312180016056,199,8,49,17,2023-12-18 12:30:00,2023-12-18 12:57:00,2023-12-19 09:30:14,1354.9,1488.6,424.86,38,COMPLETED
16057,TR2312180016057,129,4,42,13,2023-12-18 18:30:00,2023-12-18 19:35:00,2023-12-19 17:48:45,2318.1,2490.9,801.28,24,COMPLETED
16058,TR2312180016058,287,4,27,42,2023-12-18 13:30:00,2023-12-18 13:41:00,2023-12-19 22:38:29,2568.9,2528.1,792.41,42,COMPLETED
16059,TR2312180016059,86,1,23,17,2023-12-18 19:45:00,2023-12-18 20:46:00,2023-12-19 02:35:21,250.5,250.3,68.45,8,COMPLETED
16060,TR2312180016060,194,8,24,33,2023-12-18 06:30:00,2023-12-18 07:11:00,2023-12-19 08:19:29,2541.4,2917.2,1026.13,53,COMPLETED
16061,TR2312180016061,180,9,15,9,2023-12-18 07:00:00,2023-12-18 07:22:00,2023-12-18 12:55:26,223.8,243.8,69.41,14,COMPLETED
16062,TR2312180016062,181,6,43,20,2023-12-18 03:15:00,2023-12-18 03:25:00,2023-12-19 06:49:46,2415.7,2606.6,937.48,36,COMPLETED
16063,TR2312180016063,141,10,4,42,2023-12-18 05:15:00,2023-12-18 05:37:00,2023-12-18 10:29:48,238.1,255.9,83.23,2,COMPLETED
16064,TR2312180016064,41,7,6,22,2023-12-18 01:30:00,2023-12-18 02:11:00,2023-12-18 18:07:43,1210.8,1227.0,474.37,24,COMPLETED
16065,TR2312180016065,232,3,14,21,2023-12-18 07:00:00,2023-12-18 07:02:00,2023-12-19 04:55:45,1995.5,1972.7,730.04,9,COMPLETED
16066,TR2312180016066,56,3,14,36,2023-12-18 15:30:00,2023-12-18 15:49:00,2023-12-19 21:56:37,2334.7,2109.3,912.8,16,COMPLETED
16067,TR2312180016067,334,1,24,25,2023-12-18 04:30:00,2023-12-18 04:45:00,2023-12-18 09:03:56,197.9,210.1,83.37,35,COMPLETED
16068,TR2312180016068,241,6,48,36,2023-12-18 14:00:00,2023-12-18 14:20:00,2023-12-19 15:36:51,2217.8,2423.2,839.66,21,COMPLETED
16069,TR2312180016069,307,6,18,48,2023-12-18 15:00:00,2023-12-18 15:19:00,2023-12-19 18:16:49,2046.6,1991.2,776.91,25,COMPLETED
16070,TR2312180016070,130,10,49,29,2023-12-18 20:30:00,2023-12-18 20:53:00,2023-12-18 21:56:57,55.7,51.5,21.66,37,COMPLETED
16071,TR2312180016071,61,9,29,45,2023-12-18 14:00:00,2023-12-18 15:47:00,2023-12-19 18:55:14,2069.0,2199.3,726.94,38,COMPLETED
16072,TR2312180016072,165,2,22,13,2023-12-18 12:45:00,2023-12-18 13:41:00,2023-12-19 20:12:21,2503.1,2673.4,1085.54,9,COMPLETED
16073,TR2312180016073,63,5,19,21,2023-12-18 19:00:00,2023-12-18 19:51:00,2023-12-18 20:57:00,89.9,86.3,33.41,10,COMPLETED
16074,TR2312180016074,121,9,29,36,2023-12-18 07:45:00,2023-12-18 08:14:00,2023-12-20 07:40:54,3078.8,3443.0,1467.83,23,COMPLETED
16075,TR2312180016075,209,8,34,31,2023-12-18 18:15:00,2023-12-18 18:35:00,2023-12-20 10:47:21,2401.0,2592.2,1019.21,53,COMPLETED
16076,TR2312180016076,218,6,46,6,2023-12-18 15:15:00,2023-12-18 16:02:00,2023-12-19 07:53:20,1248.2,1280.2,344.63,47,COMPLETED
16077,TR2312180016077,233,8,43,6,2023-12-18 15:15:00,2023-12-18 15:39:00,2023-12-20 11:16:57,2889.2,3138.8,933.27,12,COMPLETED
16078,TR2312180016078,139,1,7,9,2023-12-18 23:30:00,2023-12-18 23:42:00,2023-12-19 08:09:04,767.2,788.4,393.91,9,COMPLETED
16079,TR2312180016079,212,5,49,39,2023-12-18 16:45:00,2023-12-18 17:31:00,2023-12-19 10:32:18,1797.8,1801.5,691.89,17,COMPLETED
16080,TR2312180016080,121,9,16,1,2023-12-18 11:15:00,2023-12-18 11:54:00,2023-12-19 18:37:01,2160.3,2188.3,920.99,3,COMPLETED
16081,TR2312180016081,178,10,17,39,2023-12-18 05:30:00,2023-12-18 07:04:00,2023-12-19 22:56:59,2778.4,2785.4,1033.17,18,COMPLETED
16082,TR2312180016082,289,4,5,19,2023-12-18 01:00:00,2023-12-18 01:49:00,2023-12-18 21:44:55,1542.0,1644.3,580.64,48,COMPLETED
16083,TR2312180016083,163,4,19,41,2023-12-18 17:15:00,2023-12-18 17:29:00,2023-12-20 03:41:23,1880.3,2086.5,637.29,42,COMPLETED
16084,TR2312180016084,147,8,10,3,2023-12-18 09:00:00,2023-12-18 09:19:00,2023-12-19 03:11:58,1238.0,1250.4,443.6,10,COMPLETED
16085,TR2312180016085,164,2,32,11,2023-12-18 09:30:00,2023-12-18 10:04:00,2023-12-18 19:15:27,776.9,772.3,273.19,24,COMPLETED
16086,TR2312180016086,196,8,12,37,2023-12-18 20:45:00,2023-12-18 22:22:00,2023-12-19 12:24:30,1212.4,1320.5,566.4,59,COMPLETED
16087,TR2312180016087,149,7,2,11,2023-12-18 22:15:00,2023-12-18 22:35:00,2023-12-20 12:49:45,2884.3,3221.4,1111.17,51,COMPLETED
16088,TR2312180016088,253,3,30,9,2023-12-18 10:00:00,2023-12-18 10:18:00,2023-12-19 19:13:15,2342.9,2443.9,1112.66,23,COMPLETED
16089,TR2312180016089,312,8,6,30,2023-12-18 22:45:00,2023-12-18 22:46:00,2023-12-20 05:22:59,1912.3,1743.1,776.29,37,COMPLETED
16090,TR2312180016090,199,8,14,26,2023-12-18 02:30:00,2023-12-18 03:11:00,2023-12-18 14:49:56,841.8,830.7,312.05,26,COMPLETED
16091,TR2312180016091,215,1,11,35,2023-12-18 18:30:00,2023-12-18 19:28:00,2023-12-20 12:07:32,2686.4,2802.9,1084.86,25,COMPLETED
16092,TR2312180016092,197,6,17,47,2023-12-18 16:00:00,2023-12-18 16:26:00,2023-12-18 21:23:09,176.9,203.5,70.99,24,COMPLETED
16093,TR2312180016093,197,6,2,1,2023-12-18 05:30:00,2023-12-18 05:47:00,2023-12-18 10:36:18,255.4,251.1,95.22,57,COMPLETED
16094,TR2312180016094,64,7,40,8,2023-12-18 12:00:00,2023-12-18 12:05:00,2023-12-20 00:18:20,2444.3,2622.5,674.24,31,COMPLETED
16095,TR2312180016095,329,6,5,33,2023-12-18 09:15:00,2023-12-18 09:57:00,2023-12-18 20:20:36,900.6,921.5,359.11,15,COMPLETED
16096,TR2312180016096,294,9,15,46,2023-12-18 16:15:00,2023-12-18 16:32:00,2023-12-19 07:58:34,1256.5,1282.8,493.84,7,COMPLETED
16097,TR2312180016097,130,10,38,7,2023-12-18 00:15:00,2023-12-18 00:48:00,2023-12-19 17:17:44,2905.1,2825.2,1033.51,27,COMPLETED
16098,TR2312180016098,24,1,10,20,2023-12-18 13:30:00,2023-12-18 13:52:00,2023-12-20 03:21:09,2683.5,2561.2,1310.2,4,COMPLETED
16099,TR2312180016099,67,8,43,26,2023-12-18 04:00:00,2023-12-18 04:22:00,2023-12-18 19:08:21,1574.5,1680.3,839.93,23,COMPLETED
16100,TR2312180016100,287,4,21,41,2023-12-18 15:15:00,2023-12-18 16:34:00,2023-12-19 14:34:41,1894.6,1975.8,981.04,49,COMPLETED
16101,TR2312180016101,119,3,18,11,2023-12-18 03:45:00,2023-12-18 04:04:00,2023-12-19 03:43:25,1783.9,1996.8,658.25,52,COMPLETED
16102,TR2312180016102,173,7,24,48,2023-12-18 07:15:00,2023-12-18 07:51:00,2023-12-18 13:08:06,261.3,286.1,110.72,35,COMPLETED
16103,TR2312180016103,283,9,16,15,2023-12-18 21:45:00,2023-12-18 22:26:00,2023-12-18 23:21:24,75.9,83.4,29.31,21,COMPLETED
16104,TR2312180016104,230,2,18,49,2023-12-18 12:45:00,2023-12-18 14:31:00,2023-12-19 06:38:37,1501.1,1568.1,515.41,17,COMPLETED
16105,TR2312180016105,26,5,9,29,2023-12-18 19:30:00,2023-12-18 19:50:00,2023-12-19 09:18:29,954.3,976.7,332.68,11,COMPLETED
16106,TR2312180016106,39,7,1,33,2023-12-18 22:15:00,2023-12-18 22:28:00,2023-12-20 03:14:50,1912.3,2011.0,608.14,48,COMPLETED
16107,TR2312180016107,226,6,20,7,2023-12-18 07:00:00,2023-12-18 07:12:00,2023-12-18 17:27:39,712.5,717.5,262.78,21,COMPLETED
16108,TR2312180016108,264,7,37,39,2023-12-18 08:15:00,2023-12-18 09:42:00,2023-12-19 22:11:03,2721.0,2848.6,951.25,26,COMPLETED
16109,TR2312180016109,115,2,10,45,2023-12-18 02:00:00,2023-12-18 03:06:00,2023-12-18 06:06:08,158.3,168.6,47.8,46,COMPLETED
16110,TR2312180016110,181,6,25,31,2023-12-18 06:00:00,2023-12-18 06:05:00,2023-12-19 18:43:53,2900.0,3064.4,975.24,34,COMPLETED
16111,TR2312180016111,225,1,43,5,2023-12-18 23:30:00,2023-12-18 23:50:00,2023-12-20 12:06:26,2933.9,2996.5,1037.59,47,COMPLETED
16112,TR2312180016112,217,4,35,43,2023-12-18 01:45:00,2023-12-18 02:39:00,2023-12-18 17:42:54,1255.9,1310.0,406.16,18,COMPLETED
16113,TR2312180016113,325,3,50,45,2023-12-18 00:15:00,2023-12-18 01:21:00,2023-12-19 03:02:46,1717.3,1760.3,454.38,9,COMPLETED
16114,TR2312180016114,9,3,22,32,2023-12-18 23:15:00,2023-12-19 00:38:00,2023-12-19 11:33:35,736.0,790.9,275.57,37,COMPLETED
16115,TR2312180016115,237,5,44,23,2023-12-18 06:00:00,2023-12-18 06:37:00,2023-12-18 17:32:26,799.6,822.1,308.43,28,COMPLETED
16116,TR2312180016116,122,1,35,38,2023-12-18 11:15:00,2023-12-18 13:09:00,2023-12-19 03:12:52,1338.4,1279.3,581.35,17,COMPLETED
16117,TR2312180016117,259,4,24,45,2023-12-18 18:45:00,2023-12-18 19:09:00,2023-12-19 20:46:05,2492.7,2468.3,1006.59,43,COMPLETED
16118,TR2312180016118,120,10,32,22,2023-12-18 02:00:00,2023-12-18 04:01:00,2023-12-19 11:31:07,1999.7,2120.0,780.75,24,COMPLETED
16119,TR2312180016119,78,6,44,50,2023-12-18 10:30:00,2023-12-18 11:16:00,2023-12-18 22:11:11,1008.5,1046.7,458.29,49,COMPLETED
16120,TR2312180016120,70,1,7,25,2023-12-18 22:30:00,2023-12-18 22:53:00,2023-12-19 07:59:01,748.1,782.7,322.71,3,COMPLETED
16121,TR2312180016121,328,4,10,7,2023-12-18 21:15:00,2023-12-18 21:59:00,2023-12-19 13:27:43,1228.4,1237.7,524.68,20,COMPLETED
16122,TR2312180016122,17,3,49,6,2023-12-18 17:15:00,2023-12-18 17:42:00,2023-12-19 05:29:12,831.6,868.9,278.34,16,COMPLETED
16123,TR2312180016123,37,3,1,3,2023-12-18 22:00:00,2023-12-18 22:07:00,2023-12-19 01:01:44,166.0,158.8,72.86,35,COMPLETED
16124,TR2312180016124,77,1,37,14,2023-12-18 13:30:00,2023-12-18 14:09:00,2023-12-20 19:08:15,3062.1,3052.0,1145.1,52,COMPLETED
16125,TR2312190016125,160,1,38,35,2023-12-19 07:30:00,2023-12-19 07:59:00,2023-12-20 09:54:03,2349.2,2340.8,845.71,45,COMPLETED
16126,TR2312190016126,75,4,3,28,2023-12-19 12:15:00,2023-12-19 13:03:00,2023-12-20 19:56:04,1971.9,1867.8,684.33,49,COMPLETED
16127,TR2312190016127,197,6,39,12,2023-12-19 13:30:00,2023-12-19 13:47:00,2023-12-21 07:04:09,2924.9,2675.5,1042.96,35,COMPLETED
16128,TR2312190016128,152,4,25,49,2023-12-19 19:45:00,2023-12-19 20:19:00,2023-12-21 18:34:37,2788.4,2824.5,825.73,8,COMPLETED
16129,TR2312190016129,281,3,46,38,2023-12-19 08:45:00,2023-12-19 09:29:00,2023-12-20 06:18:52,1388.3,1494.7,628.02,41,COMPLETED
16130,TR2312190016130,227,10,31,16,2023-12-19 17:15:00,2023-12-19 17:48:00,2023-12-22 02:55:33,3038.8,3307.5,1395.97,9,COMPLETED
16131,TR2312190016131,301,9,47,17,2023-12-19 14:15:00,2023-12-19 14:34:00,2023-12-19 17:15:02,104.2,110.0,34.81,47,COMPLETED
16132,TR2312190016132,22,9,9,36,2023-12-19 10:30:00,2023-12-19 11:09:00,2023-12-21 11:13:53,2945.1,3087.6,1196.28,43,COMPLETED
16133,TR2312190016133,45,5,49,28,2023-12-19 05:45:00,2023-12-19 06:06:00,2023-12-20 19:25:50,2408.6,2485.6,859.45,33,COMPLETED
16134,TR2312190016134,323,1,46,38,2023-12-19 14:30:00,2023-12-19 14:50:00,2023-12-21 11:25:34,2961.5,3206.0,1321.16,51,COMPLETED
16135,TR2312190016135,173,7,7,12,2023-12-19 19:30:00,2023-12-19 19:52:00,2023-12-20 20:49:30,1983.2,1972.7,708.2,19,COMPLETED
16136,TR2312190016136,119,3,28,34,2023-12-19 06:00:00,2023-12-19 06:45:00,2023-12-20 06:14:42,1683.8,1698.4,643.27,11,COMPLETED
16137,TR2312190016137,101,7,7,18,2023-12-19 10:45:00,2023-12-19 11:00:00,2023-12-20 15:23:28,1727.1,1866.1,628.59,7,COMPLETED
16138,TR2312190016138,254,3,3,14,2023-12-19 09:30:00,2023-12-19 10:05:00,2023-12-19 20:17:47,1098.8,1115.3,420.87,29,COMPLETED
16139,TR2312190016139,148,2,10,46,2023-12-19 02:30:00,2023-12-19 02:55:00,2023-12-20 01:43:39,1784.4,1832.2,653.18,49,COMPLETED
16140,TR2312190016140,39,7,47,28,2023-12-19 09:45:00,2023-12-19 10:16:00,2023-12-20 13:19:02,2187.0,2380.7,904.2,27,COMPLETED
16141,TR2312190016141,188,3,50,17,2023-12-19 21:00:00,2023-12-19 21:17:00,2023-12-20 18:18:58,1431.0,1449.1,600.67,28,COMPLETED
16142,TR2312190016142,301,9,2,38,2023-12-19 04:30:00,2023-12-19 04:59:00,2023-12-20 00:47:25,2110.2,2281.9,774.53,27,COMPLETED
16143,TR2312190016143,126,7,8,17,2023-12-19 17:15:00,2023-12-19 17:43:00,2023-12-20 07:45:03,1299.1,1409.2,515.33,34,COMPLETED
16144,TR2312190016144,339,5,14,48,2023-12-19 08:15:00,2023-12-19 08:33:00,2023-12-20 08:56:30,2368.1,2633.7,919.39,41,COMPLETED
16145,TR2312190016145,175,1,25,46,2023-12-19 00:45:00,2023-12-19 01:21:00,2023-12-19 10:04:41,836.6,1006.3,350.2,41,COMPLETED
16146,TR2312190016146,73,2,45,33,2023-12-19 03:15:00,2023-12-19 05:23:00,2023-12-20 16:08:47,2731.8,2842.7,1007.67,9,COMPLETED
16147,TR2312190016147,259,4,39,32,2023-12-19 16:30:00,2023-12-19 16:35:00,2023-12-20 18:54:49,1659.8,1807.4,556.82,54,COMPLETED
16148,TR2312190016148,128,9,18,3,2023-12-19 00:00:00,2023-12-19 00:15:00,2023-12-19 16:49:24,1391.7,1520.6,583.32,59,COMPLETED
16149,TR2312190016149,335,4,45,19,2023-12-19 15:30:00,2023-12-19 16:34:00,2023-12-21 02:13:33,2642.5,2945.4,1199.19,31,COMPLETED
16150,TR2312190016150,195,7,22,17,2023-12-19 16:30:00,2023-12-19 16:51:00,2023-12-20 00:12:22,304.5,313.1,101.88,15,COMPLETED
16151,TR2312190016151,156,6,19,6,2023-12-19 14:30:00,2023-12-19 15:10:00,2023-12-20 11:59:15,2234.7,2356.1,1036.69,41,COMPLETED
16152,TR2312190016152,253,3,38,19,2023-12-19 07:00:00,2023-12-19 08:20:00,2023-12-20 17:37:37,2089.5,2081.8,943.51,27,COMPLETED
16153,TR2312190016153,115,2,46,25,2023-12-19 08:00:00,2023-12-19 08:27:00,2023-12-19 20:50:27,779.1,797.9,289.56,18,COMPLETED
16154,TR2312190016154,276,8,50,48,2023-12-19 22:30:00,2023-12-19 22:58:00,2023-12-20 23:56:07,1702.8,1714.2,789.01,57,COMPLETED
16155,TR2312190016155,147,8,2,19,2023-12-19 06:30:00,2023-12-19 07:05:00,2023-12-19 20:39:51,1035.1,1086.5,535.78,17,COMPLETED
16156,TR2312190016156,152,4,42,21,2023-12-19 08:30:00,2023-12-19 08:48:00,2023-12-20 05:05:13,1598.4,1572.8,725.02,4,COMPLETED
16157,TR2312190016157,249,4,35,37,2023-12-19 17:45:00,2023-12-19 18:07:00,2023-12-21 14:11:19,2995.0,3320.4,1145.92,43,COMPLETED
16158,TR2312190016158,312,8,25,8,2023-12-19 21:00:00,2023-12-19 21:16:00,2023-12-20 08:44:17,990.5,950.2,321.8,4,COMPLETED
16159,TR2312190016159,242,6,9,36,2023-12-19 03:45:00,2023-12-19 04:52:00,2023-12-20 20:26:08,2354.4,2157.9,832.1,59,COMPLETED
16160,TR2312190016160,126,7,41,34,2023-12-19 07:30:00,2023-12-19 07:47:00,2023-12-20 08:09:00,1752.0,1908.6,555.1,17,COMPLETED
16161,TR2312190016161,59,5,32,28,2023-12-19 09:00:00,2023-12-19 10:23:00,2023-12-20 16:13:29,2286.3,2265.6,886.97,34,COMPLETED
16162,TR2312190016162,244,5,18,37,2023-12-19 06:15:00,2023-12-19 06:52:00,2023-12-20 03:40:58,1600.1,1695.6,587.37,41,COMPLETED
16163,TR2312190016163,161,4,14,33,2023-12-19 18:15:00,2023-12-19 19:10:00,2023-12-20 11:08:59,1179.6,1206.9,355.94,40,COMPLETED
16164,TR2312190016164,144,9,14,28,2023-12-19 22:30:00,2023-12-19 22:46:00,2023-12-20 09:54:32,758.1,699.9,275.17,19,COMPLETED
16165,TR2312190016165,142,6,28,31,2023-12-19 09:00:00,2023-12-19 10:16:00,2023-12-20 05:05:48,1403.3,1322.5,516.83,12,COMPLETED
16166,TR2312190016166,75,4,10,27,2023-12-19 00:30:00,2023-12-19 01:25:00,2023-12-19 10:49:57,1074.6,1201.9,465.89,57,COMPLETED
16167,TR2312190016167,24,1,18,13,2023-12-19 18:45:00,2023-12-19 19:07:00,2023-12-20 23:47:15,2007.3,2010.7,658.52,11,COMPLETED
16168,TR2312190016168,115,2,34,36,2023-12-19 01:45:00,2023-12-19 02:12:00,2023-12-20 01:53:32,1584.9,1704.4,739.52,44,COMPLETED
16169,TR2312190016169,63,5,49,6,2023-12-19 13:15:00,2023-12-19 14:02:00,2023-12-19 20:26:49,748.5,719.3,276.13,14,COMPLETED
