consignment_item_id,consignment_id,product_id,quantity,item_weight_kg,item_cubic_m,dangerous_goods_class
109191,31562,618,1,26.68,0.0844,Class 3 Flammable
109192,31563,696,4,28.56,0.1156,
109193,31563,716,24,161.76,0.78,
109194,31564,518,12,30.36,0.1572,
109195,31565,24,2,26.08,0.1068,
109196,31566,593,1,6.05,0.0336,
109197,31567,80,4,84.08,0.2844,
109198,31567,267,1,4.12,0.0165,
109199,31567,39,4,7.28,0.0368,
109200,31567,778,2,36.9,0.1382,
109201,31567,752,2,28.34,0.112,Class 3 Flammable
109202,31567,669,1,26.56,0.12,
109203,31568,565,2,26.42,0.139,Class 8 Corrosive
109204,31568,293,2,54.04,0.1734,
109205,31568,121,6,51.6,0.183,
109206,31569,92,2,32.86,0.1646,
109207,31570,738,6,75.84,0.2712,Class 8 Corrosive
109208,31570,729,1,4.08,0.0178,
109209,31571,382,2,16.58,0.0656,
109210,31571,502,12,116.28,0.3864,
109211,31571,139,4,58.44,0.2028,Class 8 Corrosive
109212,31571,510,1,16.01,0.0574,
109213,31572,561,6,92.76,0.4818,
109214,31573,619,1,31.93,0.115,
109215,31573,78,4,79.64,0.2532,Class 8 Corrosive
109216,31573,323,1,17.02,0.0841,
109217,31574,673,2,23.28,0.099,
109218,31574,349,1,4.51,0.0169,
109219,31574,219,2,20.38,0.0876,
109220,31574,495,4,176.4,0.8284,
109221,31575,402,4,52.16,0.2072,
109222,31575,726,6,27.42,0.1056,
109223,31575,276,4,75.88,0.268,
109224,31575,66,24,460.32,1.8216,
109225,31576,766,1,12.68,0.0588,
109226,31576,434,6,86.16,0.297,Class 3 Flammable
109227,31577,111,1,10.91,0.0575,
109228,31577,290,4,36.4,0.1828,
109229,31577,510,6,96.06,0.3444,
109230,31577,348,1,17.84,0.0923,
109231,31577,61,12,114.12,0.576,
109232,31577,610,2,7.74,0.0412,
109233,31577,24,1,13.04,0.0534,
109234,31577,564,12,44.4,0.21,
109235,31577,780,6,51.0,0.2406,
109236,31577,302,12,200.88,0.6432,
109237,31577,539,4,58.16,0.1948,
109238,31577,637,6,44.22,0.1968,
109239,31577,415,24,447.6,2.3232,
109240,31577,199,1,7.41,0.0279,
109241,31577,298,1,19.56,0.0693,
109242,31577,373,6,133.08,0.564,
109243,31577,104,1,7.85,0.0358,
109244,31577,206,4,70.08,0.3064,
109245,31577,222,6,173.64,0.9132,
109246,31577,463,4,35.92,0.1368,
109247,31578,287,6,168.36,0.7026,
109248,31578,576,1,1.75,0.0077,
109249,31578,108,1,16.11,0.0668,
109250,31578,449,1,20.38,0.0797,Class 8 Corrosive
109251,31578,434,1,14.36,0.0495,Class 3 Flammable
109252,31578,685,6,99.06,0.5034,
109253,31578,140,4,34.6,0.1668,Class 3 Flammable
109254,31578,415,4,74.6,0.3872,
109255,31578,490,1,2.02,0.0108,
109256,31578,12,12,80.64,0.2832,
109257,31578,171,2,13.22,0.0416,
109258,31578,494,4,17.6,0.0732,
109259,31578,615,1,12.98,0.0619,
109260,31578,301,6,12.9,0.0564,
109261,31578,127,2,5.56,0.0282,
109262,31578,293,12,324.24,1.0404,
109263,31578,257,24,285.12,1.1904,
109264,31578,6,12,253.8,1.1856,Class 9 Misc
109265,31578,332,1,20.89,0.0937,
109266,31578,445,4,29.6,0.116,
109267,31579,276,2,37.94,0.134,
109268,31579,335,24,68.64,0.2424,
109269,31579,4,1,5.63,0.0227,
109270,31580,758,1,3.33,0.0171,
109271,31581,350,12,162.24,0.528,
109272,31581,540,2,23.42,0.0964,
109273,31582,371,6,200.4,0.7752,
109274,31583,690,2,26.56,0.099,
109275,31583,101,4,42.84,0.2268,
109276,31583,94,2,27.62,0.1092,
109277,31583,63,1,5.42,0.0212,
109278,31584,315,12,82.44,0.408,
109279,31584,589,1,25.18,0.0914,
109280,31584,710,12,216.72,0.8892,
109281,31584,227,2,10.96,0.057,
109282,31585,425,2,34.94,0.1616,
109283,31586,48,2,42.7,0.167,
109284,31586,703,1,21.3,0.071,
109285,31586,670,1,7.33,0.0258,Class 8 Corrosive
109286,31586,582,1,4.79,0.0179,
109287,31586,353,1,23.22,0.0746,
109288,31586,645,1,16.8,0.0928,
109289,31586,394,12,209.88,0.8496,
109290,31586,510,6,96.06,0.3444,
109291,31586,45,4,46.2,0.2288,Class 9 Misc
109292,31586,330,24,238.8,1.1352,Class 9 Misc
109293,31587,353,6,139.32,0.4476,
109294,31587,306,1,14.52,0.0478,
109295,31587,66,4,76.72,0.3036,
109296,31588,58,1,7.49,0.0407,
109297,31588,428,6,187.98,0.6312,
109298,31588,205,1,3.85,0.0157,
109299,31588,593,2,12.1,0.0672,
109300,31589,708,1,33.64,0.1488,
109301,31589,296,6,116.82,0.4158,
109302,31589,299,24,62.64,0.2016,
109303,31590,748,2,107.08,0.3374,
109304,31590,130,12,53.52,0.1932,
109305,31590,116,2,15.04,0.0758,
109306,31590,469,4,28.8,0.1068,
109307,31590,225,6,108.6,0.4668,
109308,31590,303,1,9.97,0.0476,
109309,31590,625,1,4.22,0.0162,
109310,31590,210,2,29.94,0.1562,
109311,31590,762,2,19.66,0.0838,
109312,31590,74,1,43.32,0.1355,
109313,31591,508,2,45.12,0.1888,Class 8 Corrosive
109314,31591,775,1,26.08,0.0889,
109315,31591,216,1,19.81,0.1001,
109316,31591,566,1,4.71,0.0195,
109317,31591,26,1,43.72,0.2367,
109318,31591,276,4,75.88,0.268,
109319,31592,14,4,45.52,0.1552,
109320,31592,264,24,310.08,1.4928,
109321,31592,9,6,89.88,0.3282,
109322,31592,769,4,21.72,0.0824,Class 8 Corrosive
109323,31592,539,1,14.54,0.0487,
109324,31592,40,12,132.84,0.4524,
109325,31592,507,2,31.24,0.1036,
109326,31592,650,1,18.91,0.0849,
109327,31592,652,24,432.0,1.6728,
109328,31592,29,2,5.72,0.026,Class 3 Flammable
109329,31592,66,1,19.18,0.0759,
109330,31592,391,1,15.29,0.0793,
109331,31592,58,1,7.49,0.0407,
109332,31592,365,4,107.24,0.5832,
109333,31592,69,2,14.98,0.0704,Class 3 Flammable
109334,31592,437,4,32.64,0.1072,
109335,31592,623,4,17.56,0.056,
109336,31592,34,1,11.82,0.0609,
109337,31592,302,2,33.48,0.1072,
109338,31592,632,4,68.92,0.3228,
109339,31593,499,2,49.0,0.2358,
109340,31594,182,2,9.14,0.0296,
109341,31594,447,2,19.8,0.0726,
109342,31594,624,12,164.52,0.732,
109343,31595,701,1,28.93,0.0933,
109344,31595,668,12,99.24,0.3732,
109345,31596,747,6,114.12,0.5958,
109346,31596,228,1,10.4,0.0397,
109347,31596,665,4,34.36,0.1696,
109348,31596,405,2,27.58,0.1312,
109349,31596,150,1,19.67,0.0617,
109350,31596,243,2,5.68,0.0244,
109351,31596,321,2,19.56,0.0664,
109352,31596,445,4,29.6,0.116,
109353,31596,340,1,5.92,0.0313,
109354,31596,453,1,18.64,0.0673,
109355,31596,540,24,281.04,1.1568,
109356,31596,701,4,115.72,0.3732,
109357,31596,754,1,12.1,0.0515,
109358,31596,527,4,19.28,0.0776,
109359,31596,568,4,95.08,0.3452,
109360,31596,608,2,66.5,0.2504,
109361,31596,284,1,18.1,0.0783,
109362,31596,143,4,29.48,0.1016,Class 3 Flammable
109363,31596,748,1,53.54,0.1687,
109364,31596,534,12,30.48,0.0984,
109365,31597,641,12,40.8,0.1848,
109366,31598,440,6,116.4,0.4332,
109367,31598,560,12,235.92,0.8712,
109368,31598,67,1,6.35,0.0275,
109369,31598,645,2,33.6,0.1856,
109370,31599,558,12,93.84,0.516,
109371,31599,678,12,214.92,1.1628,
109372,31599,662,1,23.35,0.0952,
109373,31600,725,1,20.48,0.0727,
109374,31600,162,6,56.22,0.1842,
109375,31600,617,1,10.0,0.0516,
109376,31601,135,1,6.42,0.0233,
109377,31601,143,4,29.48,0.1016,Class 3 Flammable
109378,31602,510,4,64.04,0.2296,
109379,31603,193,1,9.55,0.0507,
109380,31603,543,1,18.24,0.0663,
109381,31603,226,24,205.68,0.8784,
109382,31604,468,4,50.76,0.1736,
109383,31604,653,12,103.8,0.456,Class 3 Flammable
109384,31605,725,24,491.52,1.7448,
109385,31605,48,4,85.4,0.334,
109386,31605,745,1,6.35,0.0273,
109387,31605,530,6,37.32,0.1476,
109388,31606,386,1,33.31,0.1612,
109389,31606,599,1,6.32,0.0288,
109390,31606,124,6,61.26,0.2562,
109391,31607,439,1,9.16,0.0448,
109392,31607,20,1,16.0,0.0586,
109393,31607,193,1,9.55,0.0507,
109394,31608,369,2,30.28,0.1372,
109395,31608,267,1,4.12,0.0165,
109396,31608,226,1,8.57,0.0366,
109397,31608,363,1,13.6,0.0467,
109398,31609,466,6,47.94,0.1692,
109399,31610,290,4,36.4,0.1828,
109400,31611,757,4,71.44,0.2872,
109401,31612,67,2,12.7,0.055,
109402,31613,168,2,50.18,0.1736,
109403,31614,705,6,43.26,0.144,
109404,31615,712,4,24.28,0.078,
109405,31616,702,12,86.28,0.4044,
109406,31616,150,12,236.04,0.7404,
109407,31616,352,4,22.68,0.0912,
109408,31616,366,1,6.27,0.0206,
109409,31617,99,12,294.0,1.1316,
109410,31617,434,2,28.72,0.099,Class 3 Flammable
109411,31618,679,6,43.92,0.1872,
109412,31618,735,4,17.32,0.0596,Class 8 Corrosive
109413,31618,434,6,86.16,0.297,Class 3 Flammable
109414,31618,493,2,17.3,0.0708,
109415,31618,126,1,17.04,0.0695,Class 3 Flammable
109416,31618,636,6,162.72,0.5238,Class 9 Misc
109417,31618,648,24,255.12,1.08,
109418,31618,697,6,44.04,0.1422,
109419,31618,219,2,20.38,0.0876,
109420,31618,748,6,321.24,1.0122,
109421,31619,708,24,807.36,3.5712,
109422,31620,208,4,86.12,0.3168,
109423,31621,235,4,77.44,0.3748,
109424,31621,203,2,7.98,0.0314,
109425,31622,642,2,8.18,0.0344,
109426,31622,775,2,52.16,0.1778,
109427,31622,470,24,592.56,2.5512,
109428,31622,505,4,48.16,0.1592,Class 9 Misc
109429,31623,38,2,17.84,0.0582,
109430,31624,400,4,45.96,0.2088,
109431,31624,247,1,28.78,0.1261,
109432,31625,221,1,17.63,0.0591,
109433,31625,698,6,87.36,0.4296,Class 3 Flammable
109434,31625,588,6,34.38,0.177,
109435,31625,233,2,22.32,0.0918,
109436,31625,430,6,136.98,0.4542,
109437,31625,5,6,58.26,0.2142,
109438,31626,647,1,6.59,0.0259,
109439,31626,530,4,24.88,0.0984,
109440,31626,165,1,20.64,0.0676,
109441,31627,274,24,260.64,1.164,
109442,31627,250,1,3.44,0.0155,
109443,31627,623,1,4.39,0.014,
109444,31627,349,12,54.12,0.2028,
109445,31627,154,1,12.59,0.0587,
109446,31627,686,2,30.38,0.1026,Class 9 Misc
109447,31627,573,1,9.93,0.0313,
109448,31627,734,4,75.56,0.3328,Class 3 Flammable
109449,31627,221,1,17.63,0.0591,
109450,31627,703,2,42.6,0.142,
109451,31628,242,1,13.3,0.0621,
109452,31628,168,2,50.18,0.1736,
109453,31629,685,1,16.51,0.0839,
109454,31629,674,4,101.36,0.352,
109455,31629,110,4,90.2,0.3196,
109456,31629,205,2,7.7,0.0314,
109457,31630,44,12,87.24,0.3288,
109458,31630,343,2,23.54,0.1022,
109459,31630,159,4,35.12,0.116,
109460,31630,500,1,3.49,0.0131,Class 3 Flammable
109461,31631,243,6,17.04,0.0732,
109462,31632,713,4,47.76,0.2092,Class 8 Corrosive
109463,31632,153,2,27.76,0.0952,
109464,31632,714,4,56.92,0.3116,
109465,31632,375,2,3.88,0.0124,
109466,31632,212,1,14.18,0.0658,Class 9 Misc
109467,31632,81,1,4.96,0.0157,
109468,31632,18,6,49.74,0.1872,Class 8 Corrosive
109469,31632,447,6,59.4,0.2178,
109470,31632,742,2,13.58,0.062,
109471,31632,324,12,149.4,0.6732,
109472,31633,597,1,14.1,0.0446,
109473,31634,206,2,35.04,0.1532,
109474,31635,430,2,45.66,0.1514,
109475,31636,212,12,170.16,0.7896,Class 9 Misc
109476,31637,18,2,16.58,0.0624,Class 8 Corrosive
109477,31638,94,12,165.72,0.6552,
109478,31638,725,24,491.52,1.7448,
109479,31638,601,6,44.82,0.2454,Class 9 Misc
109480,31638,395,1,15.06,0.0688,Class 3 Flammable
109481,31639,443,1,12.38,0.0558,
109482,31639,47,2,30.36,0.1204,
109483,31640,271,4,81.56,0.3556,
109484,31640,761,2,16.06,0.0534,
109485,31641,128,6,134.04,0.4332,
109486,31642,424,6,89.64,0.4404,
109487,31642,16,12,323.52,1.3428,
109488,31643,569,6,79.86,0.2748,
109489,31643,688,1,15.17,0.0735,
109490,31644,543,1,18.24,0.0663,
109491,31645,291,2,12.06,0.0658,
109492,31645,750,1,29.43,0.0958,
109493,31645,88,6,112.38,0.576,
109494,31645,298,1,19.56,0.0693,
109495,31645,134,4,12.72,0.048,
109496,31645,174,4,46.52,0.1872,
109497,31646,67,4,25.4,0.11,
109498,31646,714,2,28.46,0.1558,
109499,31646,780,4,34.0,0.1604,
109500,31646,234,1,4.28,0.0163,
109501,31646,23,1,11.95,0.044,
109502,31646,441,1,2.49,0.0116,
109503,31646,338,12,260.28,0.8148,
109504,31646,686,24,364.56,1.2312,Class 9 Misc
109505,31646,671,2,37.88,0.1968,
109506,31646,520,6,120.18,0.4002,
109507,31647,111,4,43.64,0.23,
109508,31647,505,2,24.08,0.0796,Class 9 Misc
109509,31647,93,4,171.8,0.6212,
109510,31647,280,2,31.58,0.1472,
109511,31647,357,4,17.32,0.0732,
109512,31647,506,4,90.6,0.2864,
109513,31647,704,24,67.44,0.2688,Class 9 Misc
109514,31647,550,1,14.54,0.0643,
109515,31647,57,1,35.45,0.1808,
109516,31647,687,4,138.2,0.5292,
109517,31647,579,1,6.75,0.0331,Class 8 Corrosive
109518,31647,236,4,17.96,0.0792,
109519,31647,160,6,169.86,0.6174,
109520,31647,678,1,17.91,0.0969,
109521,31647,393,1,15.28,0.0822,
109522,31647,120,4,119.12,0.4536,
109523,31647,610,12,46.44,0.2472,
109524,31647,269,2,79.0,0.3596,
109525,31647,28,2,5.66,0.026,
109526,31647,215,6,138.9,0.5184,
109527,31648,477,4,7.64,0.0272,
109528,31648,714,12,170.76,0.9348,
109529,31649,400,1,11.49,0.0522,
109530,31650,508,2,45.12,0.1888,Class 8 Corrosive
109531,31650,51,2,34.56,0.1348,
109532,31650,403,1,10.22,0.0362,
109533,31650,564,2,7.4,0.035,
109534,31650,180,12,59.28,0.2292,
109535,31650,153,24,333.12,1.1424,
109536,31650,770,12,228.6,0.9444,
109537,31650,614,1,17.36,0.0621,
109538,31650,541,4,112.64,0.4252,
109539,31650,39,4,7.28,0.0368,
109540,31651,91,4,24.32,0.078,
109541,31652,149,4,35.76,0.14,
109542,31653,510,4,64.04,0.2296,
109543,31653,427,12,123.0,0.5004,
109544,31653,600,2,9.26,0.0348,
109545,31653,588,4,22.92,0.118,
109546,31654,104,4,31.4,0.1432,
109547,31654,647,4,26.36,0.1036,
109548,31655,715,6,11.94,0.063,
109549,31655,307,1,1.88,0.006,
109550,31655,214,6,126.6,0.525,
109551,31656,255,12,97.32,0.384,
109552,31656,654,1,19.18,0.0908,
109553,31656,620,2,25.58,0.0824,
109554,31656,53,2,78.3,0.268,
109555,31656,338,4,86.76,0.2716,
109556,31656,373,2,44.36,0.188,
109557,31656,246,6,94.56,0.3486,
109558,31656,651,6,56.34,0.2586,
109559,31656,179,6,60.12,0.2112,
109560,31656,58,24,179.76,0.9768,
109561,31656,216,2,39.62,0.2002,
109562,31656,222,4,115.76,0.6088,
109563,31656,67,1,6.35,0.0275,
109564,31656,339,2,15.3,0.0608,
109565,31656,410,6,71.46,0.3546,
109566,31656,120,4,119.12,0.4536,
109567,31656,16,6,161.76,0.6714,
109568,31656,698,1,14.56,0.0716,Class 3 Flammable
109569,31656,213,1,11.84,0.0375,
109570,31656,328,4,68.84,0.3516,
109571,31657,364,4,63.32,0.1988,
109572,31658,613,24,145.68,0.4584,
109573,31658,160,1,28.31,0.1029,
109574,31659,219,12,122.28,0.5256,
109575,31660,68,2,12.58,0.0596,
109576,31660,97,12,97.68,0.4536,Class 8 Corrosive
109577,31660,515,1,3.18,0.0173,
109578,31661,190,2,20.68,0.1076,Class 8 Corrosive
109579,31662,56,1,7.14,0.0326,
109580,31662,299,4,10.44,0.0336,
109581,31663,258,1,21.66,0.0919,
109582,31663,413,1,16.69,0.0804,
109583,31663,502,1,9.69,0.0322,
109584,31663,533,2,33.72,0.1414,
109585,31664,573,2,19.86,0.0626,
109586,31664,655,6,12.0,0.0378,Class 8 Corrosive
109587,31664,447,4,39.6,0.1452,
109588,31665,516,1,4.4,0.0158,
109589,31666,473,24,390.72,1.4376,
109590,31666,432,12,325.08,1.2072,
109591,31666,504,1,13.13,0.0532,
109592,31666,221,1,17.63,0.0591,
109593,31666,740,1,29.02,0.1054,
109594,31666,232,4,50.56,0.1736,Class 8 Corrosive
109595,31667,224,4,52.92,0.1924,
109596,31667,182,4,18.28,0.0592,
109597,31668,714,1,14.23,0.0779,
109598,31668,728,2,22.86,0.0932,
109599,31668,418,12,131.76,0.4428,
109600,31668,618,24,640.32,2.0256,Class 3 Flammable
109601,31668,22,4,71.72,0.2768,
109602,31668,736,4,78.28,0.2824,
109603,31668,111,1,10.91,0.0575,
109604,31668,394,1,17.49,0.0708,
109605,31668,294,4,16.72,0.054,
109606,31668,698,6,87.36,0.4296,Class 3 Flammable
109607,31669,262,1,16.82,0.0586,
109608,31669,531,1,16.7,0.0527,Class 3 Flammable
109609,31669,737,6,69.9,0.285,
109610,31669,744,2,21.24,0.1024,
109611,31669,263,1,14.5,0.0678,
109612,31669,605,6,64.74,0.3312,
109613,31670,179,2,20.04,0.0704,
109614,31670,381,6,74.82,0.4092,
109615,31670,681,2,55.28,0.2624,
109616,31670,27,6,64.2,0.2232,
109617,31671,61,6,57.06,0.288,
109618,31671,766,6,76.08,0.3528,
109619,31671,189,1,12.6,0.0573,
109620,31671,407,2,44.2,0.1644,Class 3 Flammable
109621,31671,257,1,11.88,0.0496,
109622,31671,443,2,24.76,0.1116,
109623,31672,419,1,17.95,0.0673,
109624,31672,394,1,17.49,0.0708,
109625,31672,532,4,35.16,0.1164,
109626,31672,572,2,13.26,0.049,Class 3 Flammable
109627,31673,611,1,17.5,0.0656,
109628,31674,764,1,13.84,0.0434,
109629,31675,303,6,59.82,0.2856,
109630,31676,778,2,36.9,0.1382,
109631,31676,251,12,79.44,0.294,
109632,31676,118,2,22.4,0.074,
109633,31677,323,4,68.08,0.3364,
109634,31678,90,24,210.72,1.1472,
109635,31678,764,6,83.04,0.2604,
109636,31679,200,12,29.4,0.108,
109637,31679,467,1,20.99,0.0805,Class 3 Flammable
109638,31679,45,4,46.2,0.2288,Class 9 Misc
109639,31679,328,1,17.21,0.0879,
109640,31679,257,12,142.56,0.5952,
109641,31679,214,12,253.2,1.05,
109642,31680,224,4,52.92,0.1924,
109643,31681,150,1,19.67,0.0617,
109644,31682,77,4,98.68,0.5152,
109645,31682,735,1,4.33,0.0149,Class 8 Corrosive
109646,31682,677,1,7.84,0.0338,Class 3 Flammable
109647,31682,661,6,10.8,0.0372,
109648,31683,571,1,9.87,0.0366,
109649,31683,574,1,1.75,0.0061,
109650,31683,666,6,122.7,0.4722,
109651,31684,467,4,83.96,0.322,Class 3 Flammable
109652,31684,772,24,675.6,2.2272,
109653,31684,48,2,42.7,0.167,
109654,31685,598,6,54.48,0.1776,Class 3 Flammable
109655,31685,44,24,174.48,0.6576,
109656,31685,473,2,32.56,0.1198,
109657,31686,475,12,94.8,0.3516,
109658,31686,64,4,36.44,0.1832,
109659,31687,624,1,13.71,0.061,
109660,31687,525,6,190.44,0.9006,
109661,31687,178,1,35.99,0.1249,
109662,31687,455,1,19.29,0.0707,
109663,31688,687,12,414.6,1.5876,
109664,31688,340,4,23.68,0.1252,
109665,31688,488,2,30.06,0.0988,
109666,31688,611,12,210.0,0.7872,
109667,31688,188,6,50.04,0.1866,
109668,31688,675,12,133.08,0.4812,
109669,31689,247,4,115.12,0.5044,
109670,31689,415,6,111.9,0.5808,
109671,31690,39,1,1.82,0.0092,
109672,31691,366,6,37.62,0.1236,
109673,31691,467,2,41.98,0.161,Class 3 Flammable
109674,31691,195,2,25.74,0.0854,
109675,31691,146,1,2.7,0.0132,Class 8 Corrosive
109676,31691,66,1,19.18,0.0759,
109677,31691,239,2,34.52,0.139,Class 3 Flammable
109678,31691,561,1,15.46,0.0803,
109679,31691,423,24,354.24,1.3104,
109680,31691,441,4,9.96,0.0464,
109681,31691,123,1,16.73,0.0908,
109682,31691,359,2,31.94,0.1044,
109683,31691,563,1,40.48,0.1691,Class 8 Corrosive
109684,31691,461,1,12.54,0.058,
109685,31691,559,1,11.65,0.0518,Class 8 Corrosive
109686,31691,24,2,26.08,0.1068,
109687,31691,365,2,53.62,0.2916,
109688,31691,137,12,116.16,0.5196,
109689,31691,322,2,19.0,0.0794,
109690,31691,18,1,8.29,0.0312,Class 8 Corrosive
109691,31691,465,12,298.08,0.9804,
109692,31692,515,6,19.08,0.1038,
109693,31692,707,1,1.01,0.0051,
109694,31692,459,2,58.18,0.205,
109695,31693,80,24,504.48,1.7064,
109696,31693,413,4,66.76,0.3216,
109697,31694,683,2,24.42,0.109,
109698,31694,656,12,21.36,0.0708,Class 9 Misc
109699,31695,724,1,4.68,0.0148,
109700,31695,321,24,234.72,0.7968,
109701,31695,383,1,19.19,0.06,Class 3 Flammable
109702,31695,21,4,19.12,0.064,
109703,31695,312,1,20.99,0.0758,
109704,31695,250,24,82.56,0.372,
109705,31696,158,12,50.16,0.2076,
109706,31697,323,1,17.02,0.0841,
109707,31698,16,1,26.96,0.1119,
109708,31698,39,4,7.28,0.0368,
109709,31698,134,12,38.16,0.144,
109710,31699,464,2,3.26,0.016,Class 9 Misc
109711,31699,428,2,62.66,0.2104,
109712,31700,734,4,75.56,0.3328,Class 3 Flammable
109713,31701,624,12,164.52,0.732,
109714,31701,597,12,169.2,0.5352,
109715,31701,105,12,225.72,1.0992,
109716,31702,778,6,110.7,0.4146,
109717,31703,143,1,7.37,0.0254,Class 3 Flammable
109718,31703,385,2,46.96,0.2572,
109719,31703,155,1,20.29,0.0681,
109720,31703,458,1,15.48,0.0629,
109721,31703,446,2,19.98,0.0658,
109722,31703,214,1,21.1,0.0875,
109723,31703,682,12,560.76,1.8444,
109724,31703,118,1,11.2,0.037,
109725,31703,369,6,90.84,0.4116,
109726,31703,18,1,8.29,0.0312,Class 8 Corrosive
109727,31704,719,4,97.6,0.4504,
109728,31705,19,4,26.16,0.1084,
109729,31705,609,24,358.8,1.212,
109730,31706,532,6,52.74,0.1746,
109731,31706,386,4,133.24,0.6448,
109732,31706,237,2,7.8,0.0286,
109733,31706,776,12,356.64,1.4256,
109734,31707,669,1,26.56,0.12,
109735,31707,614,1,17.36,0.0621,
109736,31707,119,6,241.2,1.041,
109737,31707,519,6,152.04,0.6486,
109738,31707,422,4,30.76,0.0964,
109739,31707,491,2,15.7,0.0712,
109740,31707,87,2,51.48,0.1718,
109741,31707,764,1,13.84,0.0434,
109742,31707,179,1,10.02,0.0352,
109743,31707,453,4,74.56,0.2692,
109744,31707,108,2,32.22,0.1336,
109745,31707,461,4,50.16,0.232,
109746,31707,744,12,127.44,0.6144,
109747,31707,772,1,28.15,0.0928,
109748,31707,153,2,27.76,0.0952,
109749,31707,389,1,28.52,0.102,
109750,31707,600,6,27.78,0.1044,
109751,31707,217,2,23.62,0.0768,
109752,31707,290,2,18.2,0.0914,
109753,31707,118,24,268.8,0.888,
109754,31708,428,2,62.66,0.2104,
109755,31709,482,1,4.73,0.0216,
109756,31709,694,4,39.48,0.1596,
109757,31709,442,2,12.48,0.0406,
109758,31709,262,4,67.28,0.2344,
109759,31709,710,1,18.06,0.0741,
109760,31709,597,2,28.2,0.0892,
109761,31709,298,6,117.36,0.4158,
109762,31709,618,4,106.72,0.3376,Class 3 Flammable
109763,31709,257,4,47.52,0.1984,
109764,31709,225,2,36.2,0.1556,
109765,31709,91,4,24.32,0.078,
109766,31709,362,1,35.41,0.1239,
109767,31709,289,24,300.0,1.4928,
109768,31709,256,2,21.44,0.0708,
109769,31709,261,2,36.38,0.1202,
109770,31709,231,4,76.04,0.3284,
109771,31709,92,4,65.72,0.3292,
109772,31709,746,6,50.64,0.2382,Class 3 Flammable
109773,31709,417,6,97.68,0.354,
109774,31709,406,1,5.28,0.0273,
109775,31710,686,6,91.14,0.3078,Class 9 Misc
109776,31710,77,1,24.67,0.1288,
109777,31710,284,4,72.4,0.3132,
109778,31710,714,1,14.23,0.0779,
109779,31711,663,1,5.95,0.0288,
109780,31711,759,2,10.34,0.0382,
109781,31711,597,6,84.6,0.2676,
109782,31711,231,2,38.02,0.1642,
109783,31711,379,4,25.04,0.0844,
109784,31711,165,1,20.64,0.0676,
109785,31711,238,4,126.48,0.4264,
109786,31711,123,1,16.73,0.0908,
109787,31711,438,1,25.57,0.0938,
109788,31711,748,4,214.16,0.6748,
109789,31711,650,6,113.46,0.5094,
109790,31711,172,24,41.04,0.1296,
109791,31711,757,24,428.64,1.7232,
109792,31711,401,6,204.48,1.0116,
109793,31711,11,12,247.56,0.8988,
109794,31711,387,1,22.17,0.0732,
109795,31711,633,6,70.14,0.2874,
109796,31711,27,24,256.8,0.8928,
109797,31711,639,6,95.58,0.3078,
109798,31711,237,2,7.8,0.0286,
109799,31712,275,4,50.44,0.2476,
109800,31712,174,4,46.52,0.1872,
109801,31712,90,1,8.78,0.0478,
109802,31713,91,2,12.16,0.039,
109803,31713,714,1,14.23,0.0779,
109804,31714,491,12,94.2,0.4272,
109805,31715,190,24,248.16,1.2912,Class 8 Corrosive
109806,31716,33,1,26.54,0.1075,
109807,31716,680,1,2.06,0.0064,
109808,31716,365,12,321.72,1.7496,
109809,31716,768,2,6.56,0.0308,Class 8 Corrosive
109810,31717,731,6,46.92,0.1542,
109811,31718,772,2,56.3,0.1856,
109812,31718,617,2,20.0,0.1032,
109813,31718,208,6,129.18,0.4752,
109814,31719,443,4,49.52,0.2232,
109815,31720,421,2,12.96,0.0712,
109816,31720,49,24,103.44,0.4344,
109817,31721,769,2,10.86,0.0412,Class 8 Corrosive
109818,31721,252,6,115.68,0.5634,
109819,31721,1,1,8.61,0.033,Class 9 Misc
109820,31721,69,1,7.49,0.0352,Class 3 Flammable
109821,31721,529,1,14.19,0.0774,
109822,31721,665,4,34.36,0.1696,
109823,31721,605,6,64.74,0.3312,
109824,31721,36,6,13.14,0.0516,
109825,31721,528,1,8.48,0.034,
109826,31721,348,1,17.84,0.0923,
109827,31722,316,24,109.2,0.3672,
109828,31723,555,1,11.28,0.0473,
109829,31724,114,2,18.06,0.0818,
109830,31724,80,12,252.24,0.8532,
109831,31725,596,4,31.68,0.1336,
109832,31725,226,12,102.84,0.4392,
109833,31726,393,2,30.56,0.1644,
109834,31727,49,2,8.62,0.0362,
109835,31728,41,6,3.78,0.012,
109836,31728,253,12,196.44,0.654,
109837,31728,2,4,56.56,0.1904,
109838,31728,31,6,104.34,0.333,
109839,31728,48,2,42.7,0.167,
109840,31728,351,6,139.5,0.4872,
109841,31728,675,1,11.09,0.0401,
109842,31728,290,4,36.4,0.1828,
109843,31728,742,4,27.16,0.124,
109844,31728,721,4,46.6,0.1564,
109845,31728,533,4,67.44,0.2828,
109846,31728,216,2,39.62,0.2002,
109847,31728,778,4,73.8,0.2764,
109848,31728,553,12,273.12,1.1508,
109849,31728,583,2,6.96,0.0242,
109850,31728,402,6,78.24,0.3108,
109851,31728,103,4,72.8,0.2832,
109852,31728,668,24,198.48,0.7464,
109853,31728,640,1,13.65,0.0525,
109854,31728,282,1,17.87,0.0755,Class 9 Misc
109855,31729,735,1,4.33,0.0149,Class 8 Corrosive
