scan_event_id,consignment_id,scan_type_id,facility_id,scan_datetime,scanned_by_staff_id,exception_reason_id
109117,144654,6,22,2026-02-08 08:06:49,200,
109118,144654,7,22,2026-02-09 06:19:36,146,
109119,39508,1,36,2023-11-28 09:00:00,49,
109120,39508,2,36,2023-11-28 13:37:26,232,
109121,39508,3,36,2023-11-28 12:29:43,45,
109122,39508,4,36,2023-11-29 01:42:17,121,
109123,39508,5,41,2023-11-30 07:02:54,242,
109124,39508,2,41,2023-11-30 10:19:08,204,
109125,39508,6,41,2023-11-30 13:47:12,166,
109126,39508,7,41,2023-11-30 18:37:47,123,
109127,130796,1,23,2025-10-29 07:00:00,96,
109128,130796,2,23,2025-10-29 08:38:06,161,
109129,130796,3,23,2025-10-29 10:13:28,191,
109130,130796,2,21,2025-10-29 18:26:56,150,
109131,130796,6,21,2025-10-30 05:20:11,171,
109132,130796,7,21,2025-10-31 03:07:53,45,
109133,3544,1,45,2023-02-10 11:00:00,106,
109134,3544,2,45,2023-02-10 14:09:36,185,
109135,3544,3,45,2023-02-10 16:41:33,113,
109136,3544,4,45,2023-02-11 07:31:59,166,
109137,3544,5,29,2023-02-12 15:58:46,249,
109138,3544,2,29,2023-02-12 20:07:49,119,
109139,3544,6,29,2023-02-13 01:38:02,53,
109140,3544,7,29,2023-02-15 12:30:32,73,
109141,142765,1,21,2026-01-23 07:00:00,220,
109142,142765,2,21,2026-01-23 09:54:39,15,
109143,142765,3,21,2026-01-23 14:46:35,191,
109144,142765,2,23,2026-01-23 21:35:50,29,
109145,142765,6,23,2026-01-24 06:30:26,194,
109146,142765,7,23,2026-01-25 16:40:09,8,
109147,9020,1,50,2023-03-30 15:00:00,69,
109148,9020,2,50,2023-03-30 19:06:42,140,
109149,9020,3,50,2023-03-30 17:54:26,102,
109150,9020,2,32,2023-03-30 23:43:07,222,
109151,9020,6,32,2023-03-31 07:16:15,13,
109152,9020,7,32,2023-04-03 09:48:25,77,
109153,20857,1,49,2023-07-05 16:00:00,185,
109154,20857,2,49,2023-07-05 21:04:53,241,
109155,20857,3,49,2023-07-05 22:46:31,46,
109156,20857,2,31,2023-07-06 06:04:01,141,
109157,20857,6,31,2023-07-06 15:32:27,13,
109158,20857,7,31,2023-07-09 15:47:06,113,
109159,11008,1,6,2023-04-18 07:00:00,87,
109160,11008,2,6,2023-04-18 12:14:01,84,
109161,11008,3,6,2023-04-18 14:54:12,126,
109162,11008,4,6,2023-04-19 09:18:23,173,
109163,11008,5,43,2023-04-20 16:58:55,80,
109164,11008,2,43,2023-04-20 20:59:45,210,
109165,11008,6,43,2023-04-21 00:37:03,260,
109166,11008,7,43,2023-04-21 01:37:03,74,
109167,154932,1,27,2026-04-22 08:00:00,75,
109168,154932,2,27,2026-04-22 13:19:49,20,
109169,154932,3,27,2026-04-22 13:46:16,62,
109170,154932,4,27,2026-04-23 15:03:59,127,
109171,154932,5,19,2026-04-24 08:00:17,191,
109172,154932,2,19,2026-04-24 11:33:25,46,
109173,154932,6,19,2026-04-24 21:12:44,219,
109174,154932,7,19,2026-04-26 22:49:46,116,
109175,34683,1,8,2023-10-25 13:00:00,38,
109176,34683,2,8,2023-10-25 16:48:59,217,
109177,34683,3,8,2023-10-25 21:04:59,175,
109178,34683,2,7,2023-10-26 06:50:54,242,
109179,34683,6,7,2023-10-26 20:11:04,138,
109180,34683,7,7,2023-10-31 18:33:39,138,
109181,62617,1,45,2024-06-11 08:00:00,257,
109182,62617,2,45,2024-06-11 10:13:42,98,
109183,62617,3,45,2024-06-11 12:59:46,203,
109184,62617,2,43,2024-06-11 21:10:48,155,
109185,62617,6,43,2024-06-12 02:57:13,31,
109186,62617,7,43,2024-06-13 23:20:56,240,
109187,117017,1,32,2025-07-25 10:00:00,94,
109188,117017,2,32,2025-07-25 13:20:37,104,
109189,117017,3,32,2025-07-25 13:02:24,49,
109190,117017,4,32,2025-07-26 05:39:36,31,
109191,117017,5,33,2025-07-26 15:00:26,71,
109192,117017,2,33,2025-07-26 18:21:30,99,
109193,117017,6,33,2025-07-27 04:03:06,259,
109194,117017,7,33,2025-07-27 05:03:06,155,
109195,163440,1,3,2026-06-18 09:00:00,23,
109196,163440,2,3,2026-06-18 12:58:54,105,
109197,163440,3,3,2026-06-18 17:06:26,87,
109198,163440,2,6,2026-06-18 22:39:58,139,
109199,163440,6,6,2026-06-19 09:22:24,18,
109200,163440,7,6,2026-06-22 09:18:38,240,
109201,36571,1,19,2023-11-07 09:00:00,182,
109202,36571,2,19,2023-11-07 12:16:19,213,
109203,36571,3,19,2023-11-07 16:33:30,29,
109204,36571,2,20,2023-11-07 19:07:50,169,
109205,36571,6,20,2023-11-08 00:59:22,204,
109206,36571,8,20,2023-11-08 04:21:13,253,14
109207,36571,9,20,2023-11-08 06:06:09,54,9
109208,36571,7,20,2023-11-08 01:59:22,242,
109209,31921,1,5,2023-10-04 15:00:00,194,
109210,31921,2,5,2023-10-04 16:49:35,211,
109211,31921,3,5,2023-10-04 19:57:55,7,
109212,31921,2,6,2023-10-04 22:44:13,123,
109213,31921,6,6,2023-10-05 01:46:04,22,
109214,31921,7,6,2023-10-08 18:38:40,178,
109215,156540,1,26,2026-05-05 13:00:00,105,
109216,156540,2,26,2026-05-05 17:51:44,76,
109217,156540,3,26,2026-05-05 15:55:00,59,
109218,156540,2,28,2026-05-06 01:54:45,192,
109219,156540,6,28,2026-05-06 14:13:59,57,
109220,156540,7,28,2026-05-10 17:30:31,65,
109221,124257,1,9,2025-09-16 07:00:00,52,
109222,124257,2,9,2025-09-16 08:57:30,39,
109223,124257,3,9,2025-09-17 00:17:28,122,
109224,124257,4,9,2025-09-17 13:23:34,120,
109225,124257,5,17,2025-09-18 22:56:18,39,
109226,124257,2,17,2025-09-19 02:19:52,238,
109227,124257,6,17,2025-09-19 05:36:35,8,
109228,124257,8,17,2025-09-19 07:02:04,80,5
109229,124257,9,17,2025-09-19 09:20:20,219,13
109230,124257,10,17,2025-09-20 11:26:19,141,
109231,161113,1,34,2026-06-04 16:00:00,64,
109232,161113,2,34,2026-06-04 21:14:28,14,
109233,161113,3,34,2026-06-04 19:48:41,183,
109234,161113,4,34,2026-06-05 20:53:27,207,
109235,161113,5,42,2026-06-07 02:39:46,178,
109236,161113,2,42,2026-06-07 11:57:32,85,
109237,161113,6,42,2026-06-08 01:16:18,89,
109238,161113,7,42,2026-06-08 02:16:18,223,
109239,80198,1,17,2024-10-18 16:00:00,95,
109240,80198,2,17,2024-10-18 20:19:00,199,
109241,80198,3,17,2024-10-19 00:44:31,191,
109242,80198,2,18,2024-10-19 10:14:55,225,
109243,80198,6,18,2024-10-19 19:38:25,115,
109244,80198,7,18,2024-10-20 10:27:13,165,
109245,66135,1,48,2024-07-04 15:00:00,158,
109246,66135,2,48,2024-07-04 19:23:29,176,
109247,66135,3,48,2024-07-04 22:53:59,172,
109248,66135,4,48,2024-07-05 23:19:58,117,
109249,66135,5,9,2024-07-07 00:53:52,113,
109250,66135,2,9,2024-07-07 15:09:00,53,
109251,66135,6,9,2024-07-08 04:12:38,83,
109252,66135,7,9,2024-07-11 16:50:49,258,
109253,151852,1,26,2026-03-31 12:00:00,183,
109254,151852,2,26,2026-03-31 16:53:12,107,
109255,151852,3,26,2026-03-31 14:18:42,149,
109256,151852,2,48,2026-04-01 00:18:17,91,
109257,151852,6,48,2026-04-01 13:02:49,106,
109258,151852,7,48,2026-04-05 13:07:09,122,
109259,111282,1,38,2025-06-16 16:00:00,207,
109260,111282,2,38,2025-06-16 17:32:28,199,
109261,111282,3,38,2025-06-16 23:50:39,224,
109262,111282,2,39,2025-06-17 04:02:57,57,
109263,111282,6,39,2025-06-17 16:18:11,174,
109264,111282,7,39,2025-06-22 10:56:21,47,
109265,148382,1,15,2026-03-06 11:00:00,109,
109266,148382,2,15,2026-03-06 15:23:18,235,
109267,148382,3,15,2026-03-06 16:02:25,176,
109268,148382,2,14,2026-03-06 19:40:14,51,
109269,148382,6,14,2026-03-07 00:04:27,233,
109270,148382,7,14,2026-03-10 23:56:25,106,
109271,46511,1,15,2024-02-01 14:00:00,19,
109272,46511,2,15,2024-02-01 19:08:33,153,
109273,46511,3,15,2024-02-01 20:51:30,217,
109274,46511,2,13,2024-02-02 01:25:14,135,
109275,46511,6,13,2024-02-02 13:27:36,144,
109276,46511,7,13,2024-02-06 01:52:15,88,
109277,145597,1,37,2026-02-15 08:00:00,88,
109278,145597,2,37,2026-02-15 10:51:31,12,
109279,145597,3,37,2026-02-15 14:20:31,228,
109280,145597,4,37,2026-02-16 16:24:23,204,
109281,145597,5,20,2026-02-17 09:07:08,192,
109282,145597,2,20,2026-02-17 12:35:28,188,
109283,145597,6,20,2026-02-17 20:23:55,194,
109284,145597,7,20,2026-02-22 20:14:02,92,
109285,113028,1,43,2025-06-27 11:00:00,255,
109286,113028,2,43,2025-06-27 15:47:04,123,
109287,113028,3,43,2025-06-27 16:41:32,145,
109288,113028,2,11,2025-06-28 02:26:26,177,
109289,113028,6,11,2025-06-28 09:08:53,160,
109290,113028,7,11,2025-07-04 00:02:30,98,
109291,12189,1,34,2023-04-29 13:00:00,98,
109292,12189,2,34,2023-04-29 18:44:15,160,
109293,12189,3,34,2023-04-29 16:16:05,90,
109294,12189,2,35,2023-04-29 21:55:46,83,
109295,12189,6,35,2023-04-30 07:09:12,190,
109296,12189,7,35,2023-05-02 23:12:27,189,
109297,146034,1,6,2026-02-19 15:00:00,169,
109298,146034,2,6,2026-02-19 20:17:50,126,
109299,146034,3,6,2026-02-19 19:44:47,222,
109300,146034,2,8,2026-02-20 02:18:56,128,
109301,146034,6,8,2026-02-20 15:10:35,221,
109302,146034,7,8,2026-02-20 16:10:35,25,
109303,13564,1,10,2023-05-10 12:00:00,130,
109304,13564,2,10,2023-05-10 16:32:23,238,
109305,13564,3,10,2023-05-10 20:25:06,185,
109306,13564,2,13,2023-05-11 02:54:28,253,
109307,13564,6,13,2023-05-11 15:15:25,49,
109308,13564,7,13,2023-05-11 16:15:25,95,
109309,5479,1,3,2023-03-02 11:00:00,165,
109310,5479,2,3,2023-03-02 14:45:23,230,
109311,5479,3,3,2023-03-02 16:05:38,242,
109312,5479,4,3,2023-03-03 03:09:28,45,
109313,5479,5,14,2023-03-03 15:12:26,149,
109314,5479,2,14,2023-03-03 19:00:05,84,
109315,5479,6,14,2023-03-04 07:39:02,18,
109316,5479,9,14,2023-03-04 19:02:33,54,1
109317,160077,1,26,2026-05-28 16:00:00,29,
109318,160077,2,26,2026-05-28 17:33:51,153,
109319,160077,3,26,2026-05-28 21:35:38,68,
109320,160077,2,27,2026-05-29 05:15:51,215,
109321,160077,6,27,2026-05-29 09:48:54,146,
109322,160077,7,27,2026-06-04 03:00:39,222,
109323,55214,1,40,2024-04-12 11:00:00,167,
109324,55214,2,40,2024-04-12 15:53:58,45,
109325,55214,3,40,2024-04-12 19:33:50,194,
109326,55214,2,39,2024-04-13 02:43:46,120,
109327,55214,6,39,2024-04-13 13:38:09,56,
109328,55214,7,39,2024-04-13 14:38:09,117,
109329,46856,1,21,2024-02-04 10:00:00,190,
109330,46856,2,21,2024-02-04 15:24:32,205,
109331,46856,3,21,2024-02-04 18:45:21,25,
109332,46856,4,21,2024-02-05 22:13:28,49,
109333,46856,5,5,2024-02-06 09:45:18,109,
109334,46856,2,5,2024-02-06 13:53:53,191,
109335,46856,6,5,2024-02-06 21:38:42,190,
109336,46856,7,5,2024-02-07 03:43:54,55,
109337,52931,1,26,2024-03-25 14:00:00,59,
109338,52931,2,26,2024-03-25 15:35:21,157,
109339,52931,3,26,2024-03-25 18:24:58,250,
109340,52931,2,48,2024-03-26 03:44:30,36,
109341,52931,6,48,2024-03-26 09:56:42,116,
109342,52931,7,48,2024-04-01 23:31:20,7,
109343,116669,1,27,2025-07-23 15:00:00,93,
109344,116669,2,27,2025-07-23 17:57:07,116,
109345,116669,3,27,2025-07-23 17:27:56,97,
109346,116669,4,27,2025-07-24 22:16:19,76,
109347,116669,5,2,2025-07-26 04:49:32,35,
109348,116669,2,2,2025-07-26 09:14:13,204,
109349,116669,6,2,2025-07-26 21:00:06,206,
109350,116669,7,2,2025-07-26 22:00:06,205,
109351,129435,1,30,2025-10-21 16:00:00,110,
109352,129435,2,30,2025-10-21 18:15:04,61,
109353,129435,3,30,2025-10-21 22:48:02,82,
109354,129435,4,30,2025-10-22 21:10:43,34,
109355,129435,5,7,2025-10-23 17:32:23,38,
109356,129435,2,7,2025-10-23 19:52:40,245,
109357,129435,6,7,2025-10-24 05:22:15,259,
109358,129435,7,7,2025-10-24 06:22:15,178,
109359,43515,1,45,2023-12-23 13:00:00,99,
109360,43515,2,45,2023-12-23 16:19:41,219,
109361,43515,3,45,2023-12-23 19:12:17,151,
109362,43515,4,45,2023-12-24 09:47:25,12,
109363,43515,5,27,2023-12-25 01:04:35,122,
109364,43515,2,27,2023-12-25 04:41:55,115,
109365,43515,6,27,2023-12-25 15:25:30,235,
109366,43515,8,27,2023-12-25 18:24:13,63,8
109367,43515,9,27,2023-12-25 20:01:29,236,2
109368,43515,7,27,2023-12-27 11:19:49,170,
109369,70895,1,6,2024-08-10 16:00:00,161,
109370,70895,2,6,2024-08-10 21:07:32,241,
109371,70895,3,6,2024-08-10 21:17:02,32,
109372,70895,4,6,2024-08-11 09:54:47,7,
109373,70895,5,17,2024-08-12 11:46:37,156,
109374,70895,2,17,2024-08-12 18:29:50,222,
109375,70895,6,17,2024-08-12 21:50:17,31,
109376,70895,7,17,2024-08-16 03:54:13,196,
109377,19932,1,46,2023-06-28 09:00:00,235,
109378,19932,2,46,2023-06-28 13:55:03,37,
109379,19932,3,46,2023-06-28 12:09:34,98,
109380,19932,4,46,2023-06-29 12:42:23,196,
109381,19932,5,3,2023-06-30 07:16:15,76,
109382,19932,2,3,2023-06-30 10:51:42,121,
109383,19932,6,3,2023-06-30 22:35:46,154,
109384,19932,8,3,2023-07-01 00:51:39,122,6
109385,19932,9,3,2023-07-01 04:02:21,30,8
109386,19932,7,3,2023-07-01 15:51:48,146,
109387,144525,1,26,2026-02-07 10:00:00,126,
109388,144525,2,26,2026-02-07 11:42:19,242,
109389,144525,3,26,2026-02-07 16:54:31,256,
109390,144525,2,24,2026-02-07 19:51:59,250,
109391,144525,6,24,2026-02-08 01:00:48,149,
109392,144525,7,24,2026-02-10 00:40:35,132,
109393,51605,1,14,2024-03-14 13:00:00,128,
109394,51605,2,14,2024-03-14 16:46:51,81,
109395,51605,3,14,2024-03-14 18:51:24,5,
109396,51605,2,12,2024-03-14 20:53:56,159,
109397,51605,6,12,2024-03-15 10:34:18,154,
109398,51605,7,12,2024-03-17 23:59:12,30,
109399,39715,1,31,2023-11-28 08:00:00,154,
109400,39715,2,31,2023-11-28 09:50:35,211,
109401,39715,3,31,2023-11-28 15:54:13,17,
109402,39715,2,50,2023-11-28 22:56:33,170,
109403,39715,6,50,2023-11-29 09:06:01,244,
109404,39715,7,50,2023-12-03 17:54:36,225,
109405,46744,1,41,2024-02-02 13:00:00,136,
109406,46744,2,41,2024-02-02 17:22:51,113,
109407,46744,3,41,2024-02-02 17:22:21,152,
109408,46744,4,41,2024-02-03 20:53:17,178,
109409,46744,5,46,2024-02-04 17:35:20,112,
109410,46744,2,46,2024-02-05 02:06:20,37,
109411,46744,6,46,2024-02-05 06:54:33,54,
109412,46744,7,46,2024-02-05 07:54:33,168,
109413,108860,1,47,2025-05-30 16:00:00,212,
109414,108860,2,47,2025-05-30 18:38:41,188,
109415,108860,3,47,2025-05-30 23:26:55,41,
109416,108860,2,22,2025-05-31 02:36:21,189,
109417,108860,6,22,2025-05-31 16:31:27,6,
109418,108860,7,22,2025-06-01 13:31:43,14,
109419,68357,1,3,2024-07-22 12:00:00,203,
109420,68357,2,3,2024-07-22 16:45:40,85,
109421,68357,3,3,2024-07-22 14:09:52,188,
109422,68357,2,8,2024-07-22 23:24:27,98,
109423,68357,6,8,2024-07-23 13:12:22,44,
109424,68357,7,8,2024-07-23 17:41:19,211,
109425,104681,1,10,2025-04-29 08:00:00,54,
109426,104681,2,10,2025-04-29 10:35:47,213,
109427,104681,3,10,2025-04-29 11:37:01,39,
109428,104681,2,9,2025-04-30 04:46:32,52,
109429,104681,6,9,2025-04-30 17:57:34,245,
109430,104681,7,9,2025-05-09 00:18:57,170,
109431,131388,1,43,2025-11-03 13:00:00,100,
109432,131388,2,43,2025-11-03 17:02:54,145,
109433,131388,3,43,2025-11-03 15:24:55,38,
109434,131388,4,43,2025-11-04 09:57:49,126,
109435,131388,5,31,2025-11-05 17:43:07,173,
109436,131388,2,31,2025-11-05 22:31:06,68,
109437,131388,6,31,2025-11-06 10:43:42,164,
109438,131388,7,31,2025-11-07 03:51:29,39,
109439,19402,1,35,2023-06-24 08:00:00,11,
109440,19402,2,35,2023-06-24 13:08:58,12,
109441,19402,3,35,2023-06-24 14:56:57,65,
109442,19402,2,34,2023-06-24 20:16:55,9,
109443,19402,6,34,2023-06-25 03:18:05,47,
109444,19402,7,34,2023-06-28 15:17:17,71,
109445,5129,1,20,2023-02-25 09:00:00,193,
109446,5129,2,20,2023-02-25 11:27:22,151,
109447,5129,3,20,2023-02-25 12:55:41,207,
109448,5129,4,20,2023-02-25 23:42:43,97,
109449,5129,5,13,2023-02-27 05:37:28,176,
109450,5129,2,13,2023-02-27 10:15:10,142,
109451,5129,6,13,2023-02-27 20:15:46,138,
109452,5129,7,13,2023-03-01 02:24:46,165,
109453,45736,1,3,2024-01-24 11:00:00,69,
109454,45736,2,3,2024-01-24 13:06:58,159,
109455,45736,3,3,2024-01-24 18:14:42,121,
109456,45736,2,41,2024-01-24 21:58:15,98,
109457,45736,6,41,2024-01-25 06:55:10,33,
109458,45736,7,41,2024-01-28 15:03:42,18,
109459,134566,1,19,2025-11-20 16:00:00,160,
109460,134566,2,19,2025-11-20 21:26:33,196,
109461,134566,3,19,2025-11-21 00:32:41,168,
109462,134566,2,22,2025-11-21 05:24:45,211,
109463,134566,6,22,2025-11-21 14:03:52,117,
109464,134566,7,22,2025-11-23 20:28:38,194,
109465,65823,1,16,2024-07-02 11:00:00,131,
109466,65823,2,16,2024-07-02 13:54:41,213,
109467,65823,3,16,2024-07-02 15:17:56,230,
109468,65823,4,16,2024-07-03 11:11:12,47,
109469,65823,5,5,2024-07-03 22:56:21,36,
109470,65823,2,5,2024-07-04 02:48:12,68,
109471,65823,6,5,2024-07-04 14:42:05,39,
109472,65823,7,5,2024-07-07 19:51:51,182,
109473,111314,1,2,2025-06-17 15:00:00,88,
109474,111314,2,2,2025-06-17 19:16:53,18,
109475,111314,3,2,2025-06-17 21:06:58,61,
109476,111314,4,2,2025-06-19 01:48:11,144,
109477,111314,5,26,2025-06-19 22:57:34,146,
109478,111314,2,26,2025-06-20 06:57:53,207,
109479,111314,6,26,2025-06-20 12:52:41,20,
109480,111314,7,26,2025-06-20 13:52:41,83,
109481,45773,1,25,2024-01-24 13:00:00,259,
109482,45773,2,25,2024-01-24 17:42:46,152,
109483,45773,3,25,2024-01-24 18:12:32,68,
109484,45773,2,28,2024-01-24 20:27:46,92,
109485,45773,6,28,2024-01-24 23:55:36,15,
109486,45773,7,28,2024-01-30 14:16:16,223,
109487,126468,1,4,2025-10-01 07:00:00,36,
109488,126468,2,4,2025-10-01 11:42:41,54,
109489,126468,3,4,2025-10-01 15:00:20,176,
109490,126468,2,6,2025-10-02 00:02:39,251,
109491,126468,6,6,2025-10-02 08:21:14,14,
109492,126468,7,6,2025-10-02 19:50:52,31,
109493,110408,1,30,2025-06-11 08:00:00,58,
109494,110408,2,30,2025-06-11 11:32:46,217,
109495,110408,3,30,2025-06-11 10:50:44,174,
109496,110408,2,49,2025-06-11 19:27:47,240,
109497,110408,6,49,2025-06-11 23:17:41,125,
109498,110408,7,49,2025-06-12 17:51:35,63,
109499,69042,1,46,2024-07-26 12:00:00,96,
109500,69042,2,46,2024-07-26 17:30:11,97,
109501,69042,3,46,2024-07-26 16:01:40,132,
109502,69042,2,17,2024-07-26 19:09:04,167,
109503,69042,6,17,2024-07-27 04:33:16,175,
109504,69042,7,17,2024-07-29 08:40:44,202,
109505,32215,1,22,2023-10-06 08:00:00,22,
109506,32215,2,22,2023-10-06 12:16:28,2,
109507,32215,3,22,2023-10-06 14:06:40,79,
109508,32215,2,17,2023-10-06 19:19:44,198,
109509,32215,6,17,2023-10-06 22:45:02,37,
109510,32215,7,17,2023-10-07 17:02:32,20,
109511,30232,1,28,2023-09-21 11:00:00,167,
109512,30232,2,28,2023-09-21 12:42:06,157,
109513,30232,3,28,2023-09-21 18:20:18,223,
109514,30232,2,48,2023-09-21 20:32:04,84,
109515,30232,6,48,2023-09-22 02:33:17,55,
109516,30232,7,48,2023-09-22 03:33:17,187,
109517,44212,1,35,2024-01-09 14:00:00,37,
109518,44212,2,35,2024-01-09 18:41:39,32,
109519,44212,3,35,2024-01-09 22:31:33,180,
109520,44212,4,35,2024-01-10 09:28:55,172,
109521,44212,5,27,2024-01-10 18:58:37,203,
109522,44212,2,27,2024-01-11 01:41:06,86,
109523,44212,6,27,2024-01-11 14:59:07,171,
109524,44212,7,27,2024-01-11 15:59:07,31,
109525,23358,1,12,2023-07-27 10:00:00,235,
109526,23358,2,12,2023-07-27 15:32:35,7,
109527,23358,3,12,2023-07-27 12:09:13,242,
109528,23358,2,44,2023-07-27 17:19:24,27,
109529,23358,6,44,2023-07-28 06:45:58,7,
109530,23358,7,44,2023-08-03 04:25:01,226,
109531,2362,1,22,2023-01-31 07:00:00,254,
109532,2362,2,22,2023-01-31 10:44:43,101,
109533,2362,3,22,2023-01-31 12:20:09,215,
109534,2362,2,17,2023-01-31 18:55:26,203,
109535,2362,6,17,2023-02-01 01:03:04,47,
109536,2362,7,17,2023-02-01 23:56:31,37,
109537,36766,1,23,2023-11-08 08:00:00,236,
109538,36766,2,23,2023-11-08 12:50:26,235,
109539,36766,3,23,2023-11-08 12:41:02,49,
109540,36766,2,19,2023-11-08 15:39:29,200,
109541,36766,6,19,2023-11-08 23:12:26,205,
109542,36766,7,19,2023-11-12 16:31:25,84,
109543,94447,1,10,2025-02-08 15:00:00,157,
109544,94447,2,10,2025-02-08 20:11:15,259,
109545,94447,3,10,2025-02-08 21:40:50,155,
109546,94447,2,11,2025-02-08 23:52:31,225,
109547,94447,6,11,2025-02-09 07:11:08,171,
109548,94447,7,11,2025-02-13 01:00:02,168,
109549,11866,1,1,2023-04-26 13:00:00,162,
109550,11866,2,1,2023-04-26 16:11:39,34,
109551,11866,3,1,2023-04-26 20:18:24,131,
109552,11866,2,8,2023-04-27 04:23:05,3,
109553,11866,6,8,2023-04-27 12:43:12,200,
109554,11866,7,8,2023-04-28 17:52:41,23,
109555,124328,1,5,2025-09-16 07:00:00,46,
109556,124328,2,5,2025-09-16 11:23:27,226,
109557,124328,3,5,2025-09-16 15:47:40,248,
109558,124328,2,2,2025-09-16 22:31:09,66,
109559,124328,6,2,2025-09-17 06:29:43,48,
109560,124328,7,2,2025-09-19 11:31:25,6,
109561,106794,1,43,2025-05-15 15:00:00,255,
109562,106794,2,43,2025-05-15 18:16:00,66,
109563,106794,3,43,2025-05-15 23:22:18,35,
109564,106794,4,43,2025-05-16 14:58:24,105,
109565,106794,5,37,2025-05-17 03:36:25,15,
109566,106794,2,37,2025-05-17 07:17:27,151,
109567,106794,6,37,2025-05-17 17:38:34,193,
109568,106794,7,37,2025-05-19 22:14:06,250,
109569,81234,1,38,2024-10-26 08:00:00,148,
109570,81234,2,38,2024-10-26 11:01:52,110,
109571,81234,3,38,2024-10-26 14:57:10,121,
109572,81234,2,39,2024-10-26 17:42:26,47,
109573,81234,6,39,2024-10-26 22:36:19,55,
109574,81234,7,39,2024-11-03 22:37:12,171,
109575,117666,1,40,2025-07-30 15:00:00,82,
109576,117666,2,40,2025-07-30 20:42:16,256,
109577,117666,3,40,2025-07-30 22:00:29,230,
109578,117666,4,40,2025-07-31 12:04:25,31,
109579,117666,5,11,2025-08-01 09:55:06,245,
109580,117666,2,11,2025-08-01 16:12:24,43,
109581,117666,6,11,2025-08-01 20:49:10,223,
109582,117666,7,11,2025-08-01 21:49:10,125,
109583,88434,1,47,2024-12-11 11:00:00,103,
109584,88434,2,47,2024-12-11 13:27:00,44,
109585,88434,3,47,2024-12-11 18:38:27,128,
109586,88434,4,47,2024-12-12 22:51:41,128,
109587,88434,5,45,2024-12-13 09:20:06,166,
109588,88434,2,45,2024-12-13 16:42:04,256,
109589,88434,6,45,2024-12-13 23:01:39,197,
109590,88434,7,45,2024-12-15 16:24:34,3,
109591,25170,1,16,2023-08-11 16:00:00,35,
109592,25170,2,16,2023-08-11 19:53:03,101,
109593,25170,3,16,2023-08-11 19:43:42,85,
109594,25170,4,16,2023-08-12 16:15:35,242,
109595,25170,5,38,2023-08-13 10:44:58,112,
109596,25170,2,38,2023-08-13 20:38:56,125,
109597,25170,6,38,2023-08-14 10:34:37,139,
109598,25170,7,38,2023-08-14 11:34:37,25,
109599,103819,1,25,2025-04-23 07:00:00,93,
109600,103819,2,25,2025-04-23 08:31:14,190,
109601,103819,3,25,2025-04-23 14:16:36,96,
109602,103819,2,27,2025-04-24 00:00:18,140,
109603,103819,6,27,2025-04-24 04:14:33,198,
109604,103819,7,27,2025-04-27 02:14:19,3,
109605,21594,1,23,2023-07-12 12:00:00,210,
109606,21594,2,23,2023-07-12 16:34:34,39,
109607,21594,3,23,2023-07-12 14:32:00,32,
109608,21594,2,47,2023-07-12 20:21:27,91,
109609,21594,6,47,2023-07-13 02:44:01,173,
109610,21594,7,47,2023-07-16 11:43:58,63,
109611,148753,1,5,2026-03-10 10:00:00,122,
109612,148753,2,5,2026-03-10 15:05:09,46,
109613,148753,3,5,2026-03-10 15:03:43,91,
109614,148753,4,5,2026-03-11 05:36:36,255,
109615,148753,5,34,2026-03-12 00:58:05,32,
109616,148753,2,34,2026-03-12 10:16:39,197,
109617,148753,6,34,2026-03-12 20:40:26,40,
109618,148753,7,34,2026-03-12 21:40:26,203,
109619,24007,1,44,2023-08-01 10:00:00,195,
109620,24007,2,44,2023-08-01 14:51:57,187,
109621,24007,3,44,2023-08-01 15:40:32,79,
109622,24007,4,44,2023-08-02 20:06:03,91,
109623,24007,5,47,2023-08-03 11:21:57,61,
109624,24007,2,47,2023-08-03 18:07:10,43,
109625,24007,6,47,2023-08-04 04:15:36,94,
109626,24007,7,47,2023-08-04 05:15:36,10,
109627,100663,1,41,2025-03-28 07:00:00,259,
109628,100663,2,41,2025-03-28 09:00:29,72,
109629,100663,3,41,2025-03-28 12:04:25,96,
109630,100663,2,5,2025-03-28 14:57:58,182,
109631,100663,6,5,2025-03-29 04:06:29,194,
109632,100663,7,5,2025-04-04 18:52:25,239,
109633,81438,1,43,2024-10-28 11:00:00,104,
109634,81438,2,43,2024-10-28 14:41:37,100,
109635,81438,3,43,2024-10-28 17:23:04,229,
109636,81438,2,12,2024-10-28 20:38:58,211,
109637,81438,6,12,2024-10-29 07:47:40,218,
109638,81438,7,12,2024-10-29 08:47:40,125,
109639,83912,1,17,2024-11-13 12:00:00,201,
109640,83912,2,17,2024-11-13 17:03:46,37,
109641,83912,3,17,2024-11-13 20:37:49,7,
109642,83912,2,23,2024-11-14 03:12:48,171,
109643,83912,6,23,2024-11-14 16:14:20,138,
109644,83912,7,23,2024-11-17 19:58:14,123,
109645,85913,1,30,2024-11-25 07:00:00,93,
109646,85913,2,30,2024-11-25 09:02:31,241,
109647,85913,3,30,2024-11-25 11:09:15,256,
109648,85913,4,30,2024-11-25 22:45:35,171,
109649,85913,5,3,2024-11-26 12:15:59,29,
109650,85913,2,3,2024-11-26 15:28:26,254,
109651,85913,6,3,2024-11-27 01:07:16,129,
109652,85913,7,3,2024-11-29 05:29:07,51,
