invoice_id,invoice_number,customer_id,invoice_date,due_date,net_amount_aud,gst_amount_aud,total_amount_aud,payment_date,invoice_status
3484,INV-202311-000088,88,2023-11-30,2023-12-30,2471.35,247.13,2718.48,2023-12-18,PAID
3485,INV-202312-000088,88,2023-12-31,2024-01-30,2400.88,240.09,2640.97,2024-01-15,PAID
3486,INV-202401-000088,88,2024-01-31,2024-03-01,1833.01,183.3,2016.31,,OUTSTANDING
3487,INV-202402-000088,88,2024-02-29,2024-03-30,2182.4,218.24,2400.64,2024-03-08,PAID
3488,INV-202403-000088,88,2024-03-31,2024-04-30,1497.27,149.73,1647.0,2024-04-26,PAID
3489,INV-202404-000088,88,2024-04-30,2024-05-30,2572.74,257.27,2830.01,2024-05-23,PAID
3490,INV-202405-000088,88,2024-05-31,2024-06-30,2914.59,291.46,3206.05,2024-06-27,PAID
3491,INV-202406-000088,88,2024-06-30,2024-07-30,3884.3,388.43,4272.73,2024-07-13,PAID
3492,INV-202407-000088,88,2024-07-31,2024-08-30,2636.07,263.61,2899.68,2024-08-28,PAID
3493,INV-202408-000088,88,2024-08-31,2024-09-30,2196.29,219.63,2415.92,2024-09-27,PAID
3494,INV-202409-000088,88,2024-09-30,2024-10-30,1783.35,178.34,1961.69,,OUTSTANDING
3495,INV-202410-000088,88,2024-10-31,2024-11-30,3295.45,329.55,3625.0,2024-12-05,PAID_LATE
3496,INV-202411-000088,88,2024-11-30,2024-12-30,3470.52,347.05,3817.57,2024-12-17,PAID
3497,INV-202412-000088,88,2024-12-31,2025-01-30,3529.76,352.98,3882.74,2025-02-04,PAID_LATE
3498,INV-202501-000088,88,2025-01-31,2025-03-02,1327.95,132.8,1460.75,2025-02-22,PAID
3499,INV-202502-000088,88,2025-02-28,2025-03-30,2496.95,249.7,2746.65,2025-03-04,PAID
3500,INV-202503-000088,88,2025-03-31,2025-04-30,2121.35,212.14,2333.49,2025-04-25,PAID
3501,INV-202504-000088,88,2025-04-30,2025-05-30,1914.46,191.45,2105.91,2025-05-19,PAID
3502,INV-202505-000088,88,2025-05-31,2025-06-30,1970.03,197.0,2167.03,2025-06-16,PAID
3503,INV-202506-000088,88,2025-06-30,2025-07-30,3642.87,364.29,4007.16,2025-07-27,PAID
3504,INV-202507-000088,88,2025-07-31,2025-08-30,888.65,88.87,977.52,,OUTSTANDING
3505,INV-202508-000088,88,2025-08-31,2025-09-30,1703.31,170.33,1873.64,2025-09-29,PAID
3506,INV-202509-000088,88,2025-09-30,2025-10-30,3214.67,321.47,3536.14,2025-10-22,PAID
3507,INV-202510-000088,88,2025-10-31,2025-11-30,3477.29,347.73,3825.02,2025-11-28,PAID
3508,INV-202511-000088,88,2025-11-30,2025-12-30,3044.71,304.47,3349.18,2025-12-20,PAID
3509,INV-202512-000088,88,2025-12-31,2026-01-30,4707.19,470.72,5177.91,2026-04-06,PAID_LATE
3510,INV-202601-000088,88,2026-01-31,2026-03-02,669.41,66.94,736.35,2026-02-22,PAID
3511,INV-202602-000088,88,2026-02-28,2026-03-30,2628.53,262.85,2891.38,2026-03-21,PAID
3512,INV-202603-000088,88,2026-03-31,2026-04-30,2089.4,208.94,2298.34,2026-04-27,PAID
3513,INV-202604-000088,88,2026-04-30,2026-05-30,1681.84,168.18,1850.02,2026-07-17,PAID_LATE
3514,INV-202605-000088,88,2026-05-31,2026-06-30,2385.07,238.51,2623.58,2026-06-28,PAID
3515,INV-202606-000088,88,2026-06-30,2026-07-30,3959.57,395.96,4355.53,2026-07-30,PAID
3516,INV-202301-000089,89,2023-01-31,2023-03-02,1420.49,142.05,1562.54,2023-02-23,PAID
3517,INV-202302-000089,89,2023-02-28,2023-03-30,2680.81,268.08,2948.89,2023-03-17,PAID
3518,INV-202303-000089,89,2023-03-31,2023-04-30,2333.5,233.35,2566.85,2023-04-28,PAID
3519,INV-202304-000089,89,2023-04-30,2023-05-30,4678.7,467.87,5146.57,2023-05-18,PAID
3520,INV-202305-000089,89,2023-05-31,2023-06-30,2450.17,245.02,2695.19,2023-06-23,PAID
3521,INV-202306-000089,89,2023-06-30,2023-07-30,4448.97,444.9,4893.87,2023-07-23,PAID
3522,INV-202307-000089,89,2023-07-31,2023-08-30,3003.72,300.37,3304.09,2023-08-27,PAID
3523,INV-202308-000089,89,2023-08-31,2023-09-30,3359.61,335.96,3695.57,2023-08-25,PAID
3524,INV-202309-000089,89,2023-09-30,2023-10-30,1717.22,171.72,1888.94,2023-10-27,PAID
3525,INV-202310-000089,89,2023-10-31,2023-11-30,4284.76,428.48,4713.24,2023-11-27,PAID
3526,INV-202311-000089,89,2023-11-30,2023-12-30,4609.06,460.91,5069.97,2023-12-24,PAID
3527,INV-202312-000089,89,2023-12-31,2024-01-30,1879.0,187.9,2066.9,2024-01-29,PAID
3528,INV-202401-000089,89,2024-01-31,2024-03-01,2503.19,250.32,2753.51,2024-02-26,PAID
3529,INV-202402-000089,89,2024-02-29,2024-03-30,1528.41,152.84,1681.25,2024-03-20,PAID
3530,INV-202403-000089,89,2024-03-31,2024-04-30,4668.89,466.89,5135.78,2024-05-20,PAID_LATE
3531,INV-202404-000089,89,2024-04-30,2024-05-30,528.26,52.83,581.09,2024-05-29,PAID
3532,INV-202405-000089,89,2024-05-31,2024-06-30,3848.36,384.84,4233.2,2024-06-29,PAID
3533,INV-202406-000089,89,2024-06-30,2024-07-30,2579.09,257.91,2837.0,2024-07-29,PAID
3534,INV-202407-000089,89,2024-07-31,2024-08-30,3781.68,378.17,4159.85,2024-08-24,PAID
3535,INV-202408-000089,89,2024-08-31,2024-09-30,2714.79,271.48,2986.27,2024-09-11,PAID
3536,INV-202409-000089,89,2024-09-30,2024-10-30,1787.49,178.75,1966.24,2024-10-23,PAID
3537,INV-202410-000089,89,2024-10-31,2024-11-30,4335.5,433.55,4769.05,2024-11-22,PAID
3538,INV-202411-000089,89,2024-11-30,2024-12-30,3556.08,355.61,3911.69,2024-12-26,PAID
3539,INV-202412-000089,89,2024-12-31,2025-01-30,1804.95,180.5,1985.45,2025-01-28,PAID
3540,INV-202501-000089,89,2025-01-31,2025-03-02,932.1,93.21,1025.31,2025-03-26,PAID_LATE
3541,INV-202502-000089,89,2025-02-28,2025-03-30,1508.82,150.88,1659.7,2025-03-20,PAID
3542,INV-202503-000089,89,2025-03-31,2025-04-30,1182.95,118.29,1301.24,2025-04-29,PAID
3543,INV-202504-000089,89,2025-04-30,2025-05-30,736.3,73.63,809.93,2025-05-30,PAID
3544,INV-202505-000089,89,2025-05-31,2025-06-30,6778.89,677.89,7456.78,2025-06-25,PAID
3545,INV-202506-000089,89,2025-06-30,2025-07-30,4225.59,422.56,4648.15,2025-07-27,PAID
3546,INV-202507-000089,89,2025-07-31,2025-08-30,3013.21,301.32,3314.53,,OUTSTANDING
3547,INV-202508-000089,89,2025-08-31,2025-09-30,6005.26,600.53,6605.79,2025-09-23,PAID
3548,INV-202509-000089,89,2025-09-30,2025-10-30,5184.63,518.46,5703.09,2025-10-20,PAID
3549,INV-202510-000089,89,2025-10-31,2025-11-30,3724.97,372.5,4097.47,2025-11-20,PAID
3550,INV-202511-000089,89,2025-11-30,2025-12-30,3938.49,393.85,4332.34,2025-12-23,PAID
3551,INV-202512-000089,89,2025-12-31,2026-01-30,2978.49,297.85,3276.34,,OUTSTANDING
3552,INV-202601-000089,89,2026-01-31,2026-03-02,4381.16,438.12,4819.28,2026-02-26,PAID
3553,INV-202602-000089,89,2026-02-28,2026-03-30,2146.03,214.6,2360.63,2026-03-25,PAID
3554,INV-202603-000089,89,2026-03-31,2026-04-30,3115.08,311.51,3426.59,2026-04-28,PAID
3555,INV-202604-000089,89,2026-04-30,2026-05-30,2867.2,286.72,3153.92,2026-05-17,PAID
3556,INV-202605-000089,89,2026-05-31,2026-06-30,2231.55,223.15,2454.7,2026-06-23,PAID
3557,INV-202606-000089,89,2026-06-30,2026-07-30,2945.05,294.5,3239.55,2026-07-23,PAID
3558,INV-202301-000090,90,2023-01-31,2023-02-14,215.27,21.53,236.8,2023-02-12,PAID
3559,INV-202302-000090,90,2023-02-28,2023-03-14,450.59,45.06,495.65,2023-03-09,PAID
3560,INV-202303-000090,90,2023-03-31,2023-04-14,157.59,15.76,173.35,2023-04-09,PAID
3561,INV-202304-000090,90,2023-04-30,2023-05-14,619.89,61.99,681.88,2023-05-11,PAID
3562,INV-202306-000090,90,2023-06-30,2023-07-14,1048.13,104.81,1152.94,2023-07-08,PAID
3563,INV-202307-000090,90,2023-07-31,2023-08-14,1378.8,137.88,1516.68,2023-07-28,PAID
3564,INV-202308-000090,90,2023-08-31,2023-09-14,278.24,27.82,306.06,2023-09-05,PAID
3565,INV-202311-000090,90,2023-11-30,2023-12-14,517.75,51.78,569.53,2023-12-10,PAID
3566,INV-202312-000090,90,2023-12-31,2024-01-14,132.78,13.28,146.06,2024-01-05,PAID
3567,INV-202401-000090,90,2024-01-31,2024-02-14,497.19,49.72,546.91,2024-02-11,PAID
3568,INV-202402-000090,90,2024-02-29,2024-03-14,376.48,37.65,414.13,,OUTSTANDING
3569,INV-202403-000090,90,2024-03-31,2024-04-14,912.76,91.28,1004.04,2024-04-13,PAID
3570,INV-202404-000090,90,2024-04-30,2024-05-14,336.16,33.62,369.78,2024-05-08,PAID
3571,INV-202405-000090,90,2024-05-31,2024-06-14,1203.39,120.34,1323.73,2024-06-04,PAID
3572,INV-202406-000090,90,2024-06-30,2024-07-14,465.33,46.53,511.86,2024-07-12,PAID
3573,INV-202407-000090,90,2024-07-31,2024-08-14,1593.35,159.34,1752.69,2024-08-04,PAID
3574,INV-202408-000090,90,2024-08-31,2024-09-14,413.76,41.38,455.14,2024-09-03,PAID
3575,INV-202409-000090,90,2024-09-30,2024-10-14,126.52,12.65,139.17,2024-10-10,PAID
3576,INV-202410-000090,90,2024-10-31,2024-11-14,1107.57,110.76,1218.33,2024-12-02,PAID_LATE
3577,INV-202411-000090,90,2024-11-30,2024-12-14,3228.65,322.87,3551.52,2024-12-22,PAID_LATE
3578,INV-202412-000090,90,2024-12-31,2025-01-14,100.31,10.03,110.34,2025-01-12,PAID
3579,INV-202501-000090,90,2025-01-31,2025-02-14,761.87,76.19,838.06,2025-02-02,PAID
3580,INV-202502-000090,90,2025-02-28,2025-03-14,314.9,31.49,346.39,2025-03-10,PAID
3581,INV-202503-000090,90,2025-03-31,2025-04-14,422.91,42.29,465.2,2025-04-09,PAID
3582,INV-202504-000090,90,2025-04-30,2025-05-14,866.08,86.61,952.69,2025-05-10,PAID
3583,INV-202505-000090,90,2025-05-31,2025-06-14,481.16,48.12,529.28,2025-06-07,PAID
3584,INV-202506-000090,90,2025-06-30,2025-07-14,760.37,76.04,836.41,2025-07-11,PAID
3585,INV-202507-000090,90,2025-07-31,2025-08-14,514.65,51.47,566.12,2025-07-29,PAID
3586,INV-202508-000090,90,2025-08-31,2025-09-14,557.1,55.71,612.81,2025-09-10,PAID
3587,INV-202509-000090,90,2025-09-30,2025-10-14,609.21,60.92,670.13,2025-09-29,PAID
3588,INV-202510-000090,90,2025-10-31,2025-11-14,966.14,96.61,1062.75,2025-11-10,PAID
3589,INV-202511-000090,90,2025-11-30,2025-12-14,502.09,50.21,552.3,2025-12-09,PAID
3590,INV-202512-000090,90,2025-12-31,2026-01-14,436.75,43.68,480.43,2026-01-20,PAID_LATE
3591,INV-202601-000090,90,2026-01-31,2026-02-14,1701.83,170.18,1872.01,2026-02-05,PAID
3592,INV-202602-000090,90,2026-02-28,2026-03-14,405.86,40.59,446.45,2026-04-12,PAID_LATE
3593,INV-202603-000090,90,2026-03-31,2026-04-14,992.54,99.25,1091.79,2026-04-09,PAID
3594,INV-202604-000090,90,2026-04-30,2026-05-14,1423.78,142.38,1566.16,2026-05-07,PAID
3595,INV-202605-000090,90,2026-05-31,2026-06-14,151.99,15.2,167.19,2026-06-10,PAID
3596,INV-202606-000090,90,2026-06-30,2026-07-14,557.15,55.72,612.87,2026-06-27,PAID
3597,INV-202301-000091,91,2023-01-31,2023-02-14,3051.8,305.18,3356.98,2023-02-13,PAID
3598,INV-202302-000091,91,2023-02-28,2023-03-14,3598.89,359.89,3958.78,2023-03-21,PAID_LATE
3599,INV-202303-000091,91,2023-03-31,2023-04-14,3613.76,361.38,3975.14,2023-04-02,PAID
3600,INV-202304-000091,91,2023-04-30,2023-05-14,4362.56,436.26,4798.82,2023-05-07,PAID
3601,INV-202305-000091,91,2023-05-31,2023-06-14,5132.0,513.2,5645.2,2023-06-08,PAID
3602,INV-202306-000091,91,2023-06-30,2023-07-14,5149.57,514.96,5664.53,2023-07-12,PAID
3603,INV-202307-000091,91,2023-07-31,2023-08-14,2727.34,272.73,3000.07,2023-08-01,PAID
3604,INV-202308-000091,91,2023-08-31,2023-09-14,3272.96,327.3,3600.26,2023-09-12,PAID
3605,INV-202309-000091,91,2023-09-30,2023-10-14,4492.62,449.26,4941.88,2023-10-07,PAID
3606,INV-202310-000091,91,2023-10-31,2023-11-14,5096.45,509.64,5606.09,2023-11-06,PAID
3607,INV-202311-000091,91,2023-11-30,2023-12-14,5496.22,549.62,6045.84,2023-12-27,PAID_LATE
3608,INV-202312-000091,91,2023-12-31,2024-01-14,2252.59,225.26,2477.85,2024-01-06,PAID
3609,INV-202401-000091,91,2024-01-31,2024-02-14,2842.81,284.28,3127.09,2024-02-13,PAID
3610,INV-202402-000091,91,2024-02-29,2024-03-14,2053.49,205.35,2258.84,2024-02-24,PAID
3611,INV-202403-000091,91,2024-03-31,2024-04-14,3144.5,314.45,3458.95,2024-04-07,PAID
3612,INV-202404-000091,91,2024-04-30,2024-05-14,2042.02,204.2,2246.22,2024-04-28,PAID
3613,INV-202405-000091,91,2024-05-31,2024-06-14,4001.86,400.19,4402.05,2024-06-06,PAID
3614,INV-202406-000091,91,2024-06-30,2024-07-14,4317.29,431.73,4749.02,2024-07-13,PAID
3615,INV-202407-000091,91,2024-07-31,2024-08-14,3783.64,378.36,4162.0,2024-08-12,PAID
3616,INV-202408-000091,91,2024-08-31,2024-09-14,5643.82,564.38,6208.2,2024-09-12,PAID
3617,INV-202409-000091,91,2024-09-30,2024-10-14,5912.26,591.23,6503.49,2024-10-02,PAID
3618,INV-202410-000091,91,2024-10-31,2024-11-14,5871.38,587.14,6458.52,2024-11-10,PAID
3619,INV-202411-000091,91,2024-11-30,2024-12-14,9333.27,933.33,10266.6,2024-12-09,PAID
3620,INV-202412-000091,91,2024-12-31,2025-01-14,5508.57,550.86,6059.43,2025-01-12,PAID
3621,INV-202501-000091,91,2025-01-31,2025-02-14,2712.02,271.2,2983.22,2025-02-06,PAID
3622,INV-202502-000091,91,2025-02-28,2025-03-14,4787.24,478.72,5265.96,2025-03-11,PAID
3623,INV-202503-000091,91,2025-03-31,2025-04-14,3626.78,362.68,3989.46,2025-04-19,PAID_LATE
3624,INV-202504-000091,91,2025-04-30,2025-05-14,2679.59,267.96,2947.55,2025-05-06,PAID
3625,INV-202505-000091,91,2025-05-31,2025-06-14,4394.28,439.43,4833.71,2025-06-29,PAID_LATE
3626,INV-202506-000091,91,2025-06-30,2025-07-14,2961.2,296.12,3257.32,2025-07-09,PAID
3627,INV-202507-000091,91,2025-07-31,2025-08-14,4674.37,467.44,5141.81,2025-08-03,PAID
3628,INV-202508-000091,91,2025-08-31,2025-09-14,4986.32,498.63,5484.95,2025-10-13,PAID_LATE
3629,INV-202509-000091,91,2025-09-30,2025-10-14,3748.28,374.83,4123.11,2025-10-04,PAID
3630,INV-202510-000091,91,2025-10-31,2025-11-14,4054.15,405.41,4459.56,2025-11-25,PAID_LATE
3631,INV-202511-000091,91,2025-11-30,2025-12-14,4377.98,437.8,4815.78,2025-11-29,PAID
3632,INV-202512-000091,91,2025-12-31,2026-01-14,2298.91,229.89,2528.8,2026-01-14,PAID
3633,INV-202601-000091,91,2026-01-31,2026-02-14,4695.57,469.56,5165.13,2026-03-04,PAID_LATE
3634,INV-202602-000091,91,2026-02-28,2026-03-14,3767.65,376.77,4144.42,2026-03-04,PAID
3635,INV-202603-000091,91,2026-03-31,2026-04-14,5156.75,515.67,5672.42,2026-04-03,PAID
3636,INV-202604-000091,91,2026-04-30,2026-05-14,3548.6,354.86,3903.46,2026-05-13,PAID
3637,INV-202605-000091,91,2026-05-31,2026-06-14,3415.68,341.57,3757.25,2026-05-31,PAID
3638,INV-202606-000091,91,2026-06-30,2026-07-14,4838.66,483.87,5322.53,2026-07-10,PAID
3639,INV-202301-000092,92,2023-01-31,2023-04-01,782.14,78.21,860.35,2023-03-30,PAID
3640,INV-202302-000092,92,2023-02-28,2023-04-29,438.61,43.86,482.47,2023-04-24,PAID
3641,INV-202303-000092,92,2023-03-31,2023-05-30,234.26,23.43,257.69,2023-05-20,PAID
3642,INV-202304-000092,92,2023-04-30,2023-06-29,233.64,23.36,257.0,2023-06-16,PAID
3643,INV-202305-000092,92,2023-05-31,2023-07-30,770.55,77.06,847.61,2023-07-24,PAID
3644,INV-202306-000092,92,2023-06-30,2023-08-29,238.8,23.88,262.68,2023-08-28,PAID
3645,INV-202307-000092,92,2023-07-31,2023-09-29,1676.47,167.65,1844.12,2023-09-25,PAID
3646,INV-202308-000092,92,2023-08-31,2023-10-30,669.98,67.0,736.98,2023-10-29,PAID
3647,INV-202309-000092,92,2023-09-30,2023-11-29,792.68,79.27,871.95,2023-11-24,PAID
3648,INV-202310-000092,92,2023-10-31,2023-12-30,421.49,42.15,463.64,2023-12-27,PAID
3649,INV-202311-000092,92,2023-11-30,2024-01-29,544.0,54.4,598.4,2024-01-21,PAID
3650,INV-202312-000092,92,2023-12-31,2024-02-29,894.7,89.47,984.17,2024-02-26,PAID
3651,INV-202401-000092,92,2024-01-31,2024-03-31,457.14,45.71,502.85,2024-03-30,PAID
3652,INV-202402-000092,92,2024-02-29,2024-04-29,536.54,53.65,590.19,,OUTSTANDING
3653,INV-202403-000092,92,2024-03-31,2024-05-30,664.08,66.41,730.49,2024-05-22,PAID
3654,INV-202404-000092,92,2024-04-30,2024-06-29,121.99,12.2,134.19,2024-06-23,PAID
3655,INV-202406-000092,92,2024-06-30,2024-08-29,1754.71,175.47,1930.18,2024-09-03,PAID_LATE
3656,INV-202407-000092,92,2024-07-31,2024-09-29,754.55,75.46,830.01,2024-11-03,PAID_LATE
3657,INV-202408-000092,92,2024-08-31,2024-10-30,165.33,16.53,181.86,2024-10-26,PAID
3658,INV-202410-000092,92,2024-10-31,2024-12-30,716.13,71.61,787.74,2024-12-26,PAID
3659,INV-202411-000092,92,2024-11-30,2025-01-29,567.51,56.75,624.26,2025-01-26,PAID
3660,INV-202412-000092,92,2024-12-31,2025-03-01,1373.65,137.37,1511.02,2025-02-15,PAID
3661,INV-202501-000092,92,2025-01-31,2025-04-01,1366.28,136.63,1502.91,2025-03-24,PAID
3662,INV-202502-000092,92,2025-02-28,2025-04-29,696.41,69.64,766.05,2025-05-31,PAID_LATE
3663,INV-202503-000092,92,2025-03-31,2025-05-30,1410.9,141.09,1551.99,2025-06-05,PAID_LATE
3664,INV-202504-000092,92,2025-04-30,2025-06-29,1073.28,107.33,1180.61,2025-06-21,PAID
3665,INV-202505-000092,92,2025-05-31,2025-07-30,955.88,95.59,1051.47,2025-07-21,PAID
3666,INV-202506-000092,92,2025-06-30,2025-08-29,1758.4,175.84,1934.24,2025-08-18,PAID
3667,INV-202507-000092,92,2025-07-31,2025-09-29,1441.44,144.14,1585.58,2025-09-20,PAID
3668,INV-202508-000092,92,2025-08-31,2025-10-30,124.24,12.42,136.66,2025-10-22,PAID
3669,INV-202509-000092,92,2025-09-30,2025-11-29,901.79,90.18,991.97,2025-11-27,PAID
3670,INV-202510-000092,92,2025-10-31,2025-12-30,905.81,90.58,996.39,,OUTSTANDING
3671,INV-202511-000092,92,2025-11-30,2026-01-29,1662.82,166.28,1829.1,2026-01-06,PAID
3672,INV-202512-000092,92,2025-12-31,2026-03-01,1091.57,109.16,1200.73,2026-02-22,PAID
3673,INV-202601-000092,92,2026-01-31,2026-04-01,110.82,11.08,121.9,2026-03-29,PAID
3674,INV-202602-000092,92,2026-02-28,2026-04-29,443.33,44.33,487.66,2026-04-27,PAID
3675,INV-202603-000092,92,2026-03-31,2026-05-30,1470.0,147.0,1617.0,,OUTSTANDING
3676,INV-202604-000092,92,2026-04-30,2026-06-29,165.88,16.59,182.47,2026-06-12,PAID
3677,INV-202605-000092,92,2026-05-31,2026-07-30,377.23,37.72,414.95,2026-07-27,PAID
3678,INV-202606-000092,92,2026-06-30,2026-08-29,1833.62,183.36,2016.98,2026-08-26,PAID
3679,INV-202301-000093,93,2023-01-31,2023-03-02,108.83,10.88,119.71,2023-02-26,PAID
3680,INV-202302-000093,93,2023-02-28,2023-03-30,1009.57,100.96,1110.53,2023-03-01,PAID
3681,INV-202303-000093,93,2023-03-31,2023-04-30,761.5,76.15,837.65,2023-04-18,PAID
3682,INV-202304-000093,93,2023-04-30,2023-05-30,537.47,53.75,591.22,2023-05-29,PAID
3683,INV-202305-000093,93,2023-05-31,2023-06-30,280.12,28.01,308.13,2023-06-28,PAID
3684,INV-202306-000093,93,2023-06-30,2023-07-30,744.51,74.45,818.96,2023-07-20,PAID
3685,INV-202307-000093,93,2023-07-31,2023-08-30,1199.84,119.98,1319.82,2023-08-20,PAID
3686,INV-202308-000093,93,2023-08-31,2023-09-30,2167.94,216.79,2384.73,2023-09-24,PAID
3687,INV-202309-000093,93,2023-09-30,2023-10-30,91.5,9.15,100.65,2023-11-08,PAID_LATE
3688,INV-202310-000093,93,2023-10-31,2023-11-30,1838.6,183.86,2022.46,2023-11-25,PAID
3689,INV-202311-000093,93,2023-11-30,2023-12-30,1216.58,121.66,1338.24,2023-12-21,PAID
3690,INV-202312-000093,93,2023-12-31,2024-01-30,809.47,80.95,890.42,2024-01-25,PAID
3691,INV-202401-000093,93,2024-01-31,2024-03-01,779.9,77.99,857.89,2024-02-28,PAID
3692,INV-202402-000093,93,2024-02-29,2024-03-30,2217.21,221.72,2438.93,,OUTSTANDING
3693,INV-202403-000093,93,2024-03-31,2024-04-30,985.5,98.55,1084.05,2024-04-26,PAID
3694,INV-202404-000093,93,2024-04-30,2024-05-30,109.41,10.94,120.35,2024-05-22,PAID
3695,INV-202405-000093,93,2024-05-31,2024-06-30,1330.63,133.06,1463.69,2024-06-05,PAID
3696,INV-202406-000093,93,2024-06-30,2024-07-30,1387.0,138.7,1525.7,2024-07-24,PAID
3697,INV-202407-000093,93,2024-07-31,2024-08-30,1594.41,159.44,1753.85,2024-08-12,PAID
3698,INV-202408-000093,93,2024-08-31,2024-09-30,199.68,19.97,219.65,2024-09-24,PAID
3699,INV-202409-000093,93,2024-09-30,2024-10-30,1580.92,158.09,1739.01,2024-10-26,PAID
3700,INV-202410-000093,93,2024-10-31,2024-11-30,604.04,60.4,664.44,2024-11-19,PAID
3701,INV-202411-000093,93,2024-11-30,2024-12-30,1681.35,168.13,1849.48,2024-12-29,PAID
3702,INV-202412-000093,93,2024-12-31,2025-01-30,733.4,73.34,806.74,2025-01-26,PAID
3703,INV-202501-000093,93,2025-01-31,2025-03-02,931.28,93.13,1024.41,2025-02-23,PAID
3704,INV-202502-000093,93,2025-02-28,2025-03-30,260.14,26.01,286.15,2025-03-27,PAID
3705,INV-202503-000093,93,2025-03-31,2025-04-30,167.49,16.75,184.24,2025-04-26,PAID
3706,INV-202504-000093,93,2025-04-30,2025-05-30,230.94,23.09,254.03,2025-05-29,PAID
3707,INV-202505-000093,93,2025-05-31,2025-06-30,1072.36,107.24,1179.6,2025-06-22,PAID
3708,INV-202506-000093,93,2025-06-30,2025-07-30,2525.94,252.59,2778.53,2025-07-27,PAID
3709,INV-202507-000093,93,2025-07-31,2025-08-30,157.75,15.78,173.53,2025-08-18,PAID
3710,INV-202508-000093,93,2025-08-31,2025-09-30,1033.5,103.35,1136.85,2025-09-28,PAID
3711,INV-202509-000093,93,2025-09-30,2025-10-30,604.4,60.44,664.84,2025-11-07,PAID_LATE
3712,INV-202510-000093,93,2025-10-31,2025-11-30,1028.82,102.88,1131.7,2025-11-24,PAID
3713,INV-202511-000093,93,2025-11-30,2025-12-30,503.5,50.35,553.85,2025-12-26,PAID
3714,INV-202512-000093,93,2025-12-31,2026-01-30,354.71,35.47,390.18,2026-01-24,PAID
3715,INV-202601-000093,93,2026-01-31,2026-03-02,284.08,28.41,312.49,2026-02-27,PAID
3716,INV-202602-000093,93,2026-02-28,2026-03-30,308.43,30.84,339.27,2026-03-26,PAID
3717,INV-202603-000093,93,2026-03-31,2026-04-30,933.38,93.34,1026.72,2026-04-28,PAID
3718,INV-202604-000093,93,2026-04-30,2026-05-30,3269.1,326.91,3596.01,2026-05-27,PAID
3719,INV-202605-000093,93,2026-05-31,2026-06-30,805.86,80.59,886.45,2026-06-24,PAID
3720,INV-202606-000093,93,2026-06-30,2026-07-30,1246.83,124.68,1371.51,2026-07-25,PAID
3721,INV-202301-000094,94,2023-01-31,2023-03-17,1310.47,131.05,1441.52,2023-03-13,PAID
3722,INV-202302-000094,94,2023-02-28,2023-04-14,504.29,50.43,554.72,2023-04-13,PAID
3723,INV-202303-000094,94,2023-03-31,2023-05-15,2003.79,200.38,2204.17,2023-05-14,PAID
3724,INV-202304-000094,94,2023-04-30,2023-06-14,525.95,52.6,578.55,2023-06-14,PAID
3725,INV-202305-000094,94,2023-05-31,2023-07-15,141.31,14.13,155.44,2023-07-08,PAID
3726,INV-202306-000094,94,2023-06-30,2023-08-14,1226.07,122.61,1348.68,2023-08-11,PAID
3727,INV-202307-000094,94,2023-07-31,2023-09-14,1908.2,190.82,2099.02,2023-09-05,PAID
3728,INV-202309-000094,94,2023-09-30,2023-11-14,665.96,66.6,732.56,2023-11-09,PAID
3729,INV-202310-000094,94,2023-10-31,2023-12-15,1281.15,128.12,1409.27,2023-12-08,PAID
3730,INV-202311-000094,94,2023-11-30,2024-01-14,1019.55,101.95,1121.5,2024-01-13,PAID
3731,INV-202312-000094,94,2023-12-31,2024-02-14,1990.82,199.08,2189.9,2024-02-11,PAID
3732,INV-202401-000094,94,2024-01-31,2024-03-16,280.07,28.01,308.08,2024-03-07,PAID
3733,INV-202402-000094,94,2024-02-29,2024-04-14,802.29,80.23,882.52,2024-04-13,PAID
3734,INV-202403-000094,94,2024-03-31,2024-05-15,819.24,81.92,901.16,2024-05-08,PAID
3735,INV-202404-000094,94,2024-04-30,2024-06-14,688.58,68.86,757.44,2024-06-07,PAID
3736,INV-202405-000094,94,2024-05-31,2024-07-15,1335.93,133.59,1469.52,2024-07-03,PAID
3737,INV-202406-000094,94,2024-06-30,2024-08-14,1033.14,103.31,1136.45,2024-08-04,PAID
3738,INV-202407-000094,94,2024-07-31,2024-09-14,2628.89,262.89,2891.78,2024-09-11,PAID
3739,INV-202408-000094,94,2024-08-31,2024-10-15,612.45,61.25,673.7,2024-10-13,PAID
3740,INV-202409-000094,94,2024-09-30,2024-11-14,783.42,78.34,861.76,2024-11-03,PAID
3741,INV-202410-000094,94,2024-10-31,2024-12-15,986.92,98.69,1085.61,2024-12-01,PAID
3742,INV-202411-000094,94,2024-11-30,2025-01-14,1326.24,132.62,1458.86,2025-01-01,PAID
3743,INV-202412-000094,94,2024-12-31,2025-02-14,238.13,23.81,261.94,2025-02-11,PAID
3744,INV-202501-000094,94,2025-01-31,2025-03-17,973.28,97.33,1070.61,2025-03-14,PAID
3745,INV-202502-000094,94,2025-02-28,2025-04-14,1151.74,115.17,1266.91,2025-04-02,PAID
3746,INV-202503-000094,94,2025-03-31,2025-05-15,161.86,16.19,178.05,2025-05-08,PAID
3747,INV-202504-000094,94,2025-04-30,2025-06-14,2102.38,210.24,2312.62,2025-06-12,PAID
3748,INV-202505-000094,94,2025-05-31,2025-07-15,1233.81,123.38,1357.19,2025-07-09,PAID
