inventory_snapshot_id,snapshot_date,facility_id,product_category,pallets_on_hand,pallets_capacity,pallets_inbound,pallets_outbound,pallets_damaged
10906,2023-08-20,32,Ambient Grocery,307,125,26,22,0
10907,2023-08-20,32,Industrial Consumables,307,125,20,35,0
10908,2023-08-20,32,Frozen Food,353,125,40,41,2
10909,2023-08-20,33,Pharmaceuticals,275,500,30,29,1
10910,2023-08-20,33,Electronics,276,500,29,26,0
10911,2023-08-20,33,Building Materials,349,500,37,29,0
10912,2023-08-20,33,Homewares,337,500,31,46,0
10913,2023-08-20,33,Beverages,274,500,15,32,1
10914,2023-08-20,33,Apparel,349,500,37,28,0
10915,2023-08-20,33,Mining Consumables,398,500,40,43,1
10916,2023-08-20,33,Chilled Food,301,500,39,36,0
10917,2023-08-20,33,Auto Parts,382,500,27,34,3
10918,2023-08-20,33,Ambient Grocery,317,500,23,36,0
10919,2023-08-20,33,Industrial Consumables,309,500,28,35,1
10920,2023-08-20,33,Frozen Food,285,500,23,31,0
10921,2023-08-20,36,Pharmaceuticals,331,250,25,35,2
10922,2023-08-20,36,Electronics,334,250,31,37,2
10923,2023-08-20,36,Building Materials,320,250,24,31,3
10924,2023-08-20,36,Homewares,335,250,26,38,1
10925,2023-08-20,36,Beverages,358,250,43,40,2
10926,2023-08-20,36,Apparel,212,250,18,27,2
10927,2023-08-20,36,Mining Consumables,282,250,30,28,0
10928,2023-08-20,36,Chilled Food,264,250,16,39,0
10929,2023-08-20,36,Auto Parts,365,250,42,26,3
10930,2023-08-20,36,Ambient Grocery,301,250,34,39,0
10931,2023-08-20,36,Industrial Consumables,262,250,34,30,2
10932,2023-08-20,36,Frozen Food,408,250,41,45,0
10933,2023-08-20,38,Pharmaceuticals,376,500,35,40,0
10934,2023-08-20,38,Electronics,310,500,34,44,2
10935,2023-08-20,38,Building Materials,205,500,22,16,0
10936,2023-08-20,38,Homewares,311,500,28,36,0
10937,2023-08-20,38,Beverages,336,500,33,35,2
10938,2023-08-20,38,Apparel,280,500,32,20,1
10939,2023-08-20,38,Mining Consumables,361,500,44,43,1
10940,2023-08-20,38,Chilled Food,277,500,27,39,1
10941,2023-08-20,38,Auto Parts,352,500,34,39,0
10942,2023-08-20,38,Ambient Grocery,358,500,43,35,1
10943,2023-08-20,38,Industrial Consumables,311,500,27,30,0
10944,2023-08-20,38,Frozen Food,416,500,35,48,2
10945,2023-08-20,39,Pharmaceuticals,356,250,44,53,2
10946,2023-08-20,39,Electronics,231,250,17,29,0
10947,2023-08-20,39,Building Materials,267,250,31,35,1
10948,2023-08-20,39,Homewares,247,250,2,33,1
10949,2023-08-20,39,Beverages,263,250,28,32,0
10950,2023-08-20,39,Apparel,338,250,43,25,1
10951,2023-08-20,39,Mining Consumables,419,250,36,50,2
10952,2023-08-20,39,Chilled Food,321,250,39,37,0
10953,2023-08-20,39,Auto Parts,344,250,33,35,2
10954,2023-08-20,39,Ambient Grocery,361,250,41,40,1
10955,2023-08-20,39,Industrial Consumables,376,250,43,43,1
10956,2023-08-20,39,Frozen Food,271,250,28,30,1
10957,2023-08-20,41,Pharmaceuticals,359,250,41,32,1
10958,2023-08-20,41,Electronics,310,250,34,37,0
10959,2023-08-20,41,Building Materials,204,250,8,19,0
10960,2023-08-20,41,Homewares,311,250,36,33,1
10961,2023-08-20,41,Beverages,377,250,35,45,0
10962,2023-08-20,41,Apparel,299,250,29,26,0
10963,2023-08-20,41,Mining Consumables,409,250,33,47,1
10964,2023-08-20,41,Chilled Food,318,250,30,39,0
10965,2023-08-20,41,Auto Parts,352,250,32,31,1
10966,2023-08-20,41,Ambient Grocery,246,250,18,26,0
10967,2023-08-20,41,Industrial Consumables,355,250,33,40,0
10968,2023-08-20,41,Frozen Food,483,250,56,47,0
10969,2023-08-20,42,Pharmaceuticals,361,66,32,37,1
10970,2023-08-20,42,Electronics,404,66,39,35,0
10971,2023-08-20,42,Building Materials,370,66,34,42,2
10972,2023-08-20,42,Homewares,367,66,35,42,1
10973,2023-08-20,42,Beverages,360,66,51,33,1
10974,2023-08-20,42,Apparel,352,66,46,50,0
10975,2023-08-20,42,Mining Consumables,335,66,32,32,0
10976,2023-08-20,42,Chilled Food,270,66,29,20,0
10977,2023-08-20,42,Auto Parts,290,66,20,26,2
10978,2023-08-20,42,Ambient Grocery,374,66,43,44,1
10979,2023-08-20,42,Industrial Consumables,356,66,36,36,0
10980,2023-08-20,42,Frozen Food,272,66,27,30,1
10981,2023-08-20,44,Pharmaceuticals,323,66,34,35,0
10982,2023-08-20,44,Electronics,273,66,24,33,0
10983,2023-08-20,44,Building Materials,260,66,23,22,0
10984,2023-08-20,44,Homewares,227,66,22,20,1
10985,2023-08-20,44,Beverages,253,66,21,23,2
10986,2023-08-20,44,Apparel,257,66,23,29,0
10987,2023-08-20,44,Mining Consumables,228,66,18,23,1
10988,2023-08-20,44,Chilled Food,306,66,31,33,1
10989,2023-08-20,44,Auto Parts,352,66,43,51,2
10990,2023-08-20,44,Ambient Grocery,294,66,29,33,0
10991,2023-08-20,44,Industrial Consumables,251,66,19,30,0
10992,2023-08-20,44,Frozen Food,321,66,23,28,1
10993,2023-08-20,46,Pharmaceuticals,287,250,28,27,0
10994,2023-08-20,46,Electronics,347,250,29,41,0
10995,2023-08-20,46,Building Materials,327,250,38,28,0
10996,2023-08-20,46,Homewares,220,250,15,28,2
10997,2023-08-20,46,Beverages,294,250,25,37,1
10998,2023-08-20,46,Apparel,282,250,15,29,0
10999,2023-08-20,46,Mining Consumables,299,250,32,33,0
11000,2023-08-20,46,Chilled Food,380,250,30,42,0
11001,2023-08-20,46,Auto Parts,288,250,23,30,0
11002,2023-08-20,46,Ambient Grocery,303,250,26,42,0
11003,2023-08-20,46,Industrial Consumables,328,250,31,35,0
11004,2023-08-20,46,Frozen Food,315,250,27,37,0
11005,2023-08-20,50,Pharmaceuticals,366,125,36,31,0
11006,2023-08-20,50,Electronics,261,125,33,34,2
11007,2023-08-20,50,Building Materials,300,125,21,31,0
11008,2023-08-20,50,Homewares,325,125,26,36,2
11009,2023-08-20,50,Beverages,280,125,21,26,1
11010,2023-08-20,50,Apparel,294,125,33,42,3
11011,2023-08-20,50,Mining Consumables,255,125,35,29,0
11012,2023-08-20,50,Chilled Food,260,125,27,29,0
11013,2023-08-20,50,Auto Parts,198,125,26,27,1
11014,2023-08-20,50,Ambient Grocery,380,125,37,43,1
11015,2023-08-20,50,Industrial Consumables,253,125,27,30,0
11016,2023-08-20,50,Frozen Food,444,125,38,47,0
11017,2023-08-27,1,Pharmaceuticals,276,125,23,32,0
11018,2023-08-27,1,Electronics,272,125,34,35,1
11019,2023-08-27,1,Building Materials,304,125,29,24,1
11020,2023-08-27,1,Homewares,383,125,41,44,0
11021,2023-08-27,1,Beverages,299,125,29,38,1
11022,2023-08-27,1,Apparel,348,125,23,35,0
11023,2023-08-27,1,Mining Consumables,292,125,34,25,1
11024,2023-08-27,1,Chilled Food,340,125,34,35,2
11025,2023-08-27,1,Auto Parts,393,125,33,54,0
11026,2023-08-27,1,Ambient Grocery,378,125,40,38,2
11027,2023-08-27,1,Industrial Consumables,282,125,23,40,2
11028,2023-08-27,1,Frozen Food,299,125,21,36,1
11029,2023-08-27,2,Pharmaceuticals,266,125,26,28,3
11030,2023-08-27,2,Electronics,291,125,28,36,2
11031,2023-08-27,2,Building Materials,358,125,30,60,0
11032,2023-08-27,2,Homewares,242,125,22,40,1
11033,2023-08-27,2,Beverages,251,125,20,35,0
11034,2023-08-27,2,Apparel,313,125,27,40,1
11035,2023-08-27,2,Mining Consumables,273,125,37,35,1
11036,2023-08-27,2,Chilled Food,379,125,44,54,0
11037,2023-08-27,2,Auto Parts,316,125,42,38,0
11038,2023-08-27,2,Ambient Grocery,300,125,30,31,0
11039,2023-08-27,2,Industrial Consumables,202,125,25,8,0
11040,2023-08-27,2,Frozen Food,314,125,42,28,0
11041,2023-08-27,3,Pharmaceuticals,275,250,18,27,0
11042,2023-08-27,3,Electronics,289,250,37,23,1
11043,2023-08-27,3,Building Materials,328,250,22,36,2
11044,2023-08-27,3,Homewares,365,250,49,50,3
11045,2023-08-27,3,Beverages,433,250,35,38,1
11046,2023-08-27,3,Apparel,264,250,25,27,1
11047,2023-08-27,3,Mining Consumables,321,250,38,26,0
11048,2023-08-27,3,Chilled Food,323,250,35,35,2
11049,2023-08-27,3,Auto Parts,389,250,43,46,0
11050,2023-08-27,3,Ambient Grocery,203,250,13,28,0
11051,2023-08-27,3,Industrial Consumables,381,250,44,40,2
11052,2023-08-27,3,Frozen Food,378,250,27,43,2
11053,2023-08-27,8,Pharmaceuticals,268,66,33,23,0
11054,2023-08-27,8,Electronics,343,66,40,31,0
11055,2023-08-27,8,Building Materials,271,66,22,36,0
11056,2023-08-27,8,Homewares,290,66,29,33,2
11057,2023-08-27,8,Beverages,279,66,24,35,0
11058,2023-08-27,8,Apparel,343,66,27,39,1
11059,2023-08-27,8,Mining Consumables,404,66,32,42,3
11060,2023-08-27,8,Chilled Food,278,66,29,31,2
11061,2023-08-27,8,Auto Parts,191,66,13,22,1
11062,2023-08-27,8,Ambient Grocery,233,66,25,33,3
11063,2023-08-27,8,Industrial Consumables,331,66,37,38,0
11064,2023-08-27,8,Frozen Food,293,66,37,32,0
11065,2023-08-27,9,Pharmaceuticals,331,500,35,44,2
11066,2023-08-27,9,Electronics,306,500,22,33,0
11067,2023-08-27,9,Building Materials,401,500,39,52,0
11068,2023-08-27,9,Homewares,306,500,22,33,1
11069,2023-08-27,9,Beverages,348,500,44,42,2
11070,2023-08-27,9,Apparel,313,500,31,15,1
11071,2023-08-27,9,Mining Consumables,326,500,31,42,3
11072,2023-08-27,9,Chilled Food,323,500,40,35,0
11073,2023-08-27,9,Auto Parts,354,500,43,43,0
11074,2023-08-27,9,Ambient Grocery,327,500,35,31,1
11075,2023-08-27,9,Industrial Consumables,382,500,34,46,0
11076,2023-08-27,9,Frozen Food,367,500,32,37,0
11077,2023-08-27,10,Pharmaceuticals,200,500,19,26,0
11078,2023-08-27,10,Electronics,441,500,39,43,1
11079,2023-08-27,10,Building Materials,322,500,38,37,0
11080,2023-08-27,10,Homewares,349,500,30,36,2
11081,2023-08-27,10,Beverages,297,500,37,33,1
11082,2023-08-27,10,Apparel,337,500,27,29,1
11083,2023-08-27,10,Mining Consumables,230,500,20,27,2
11084,2023-08-27,10,Chilled Food,286,500,32,34,1
11085,2023-08-27,10,Auto Parts,297,500,31,27,0
11086,2023-08-27,10,Ambient Grocery,232,500,28,24,0
11087,2023-08-27,10,Industrial Consumables,293,500,31,40,3
11088,2023-08-27,10,Frozen Food,385,500,38,42,2
11089,2023-08-27,12,Pharmaceuticals,351,66,38,28,2
11090,2023-08-27,12,Electronics,333,66,33,33,0
11091,2023-08-27,12,Building Materials,290,66,20,34,1
11092,2023-08-27,12,Homewares,324,66,31,34,2
11093,2023-08-27,12,Beverages,368,66,35,36,1
11094,2023-08-27,12,Apparel,316,66,27,32,2
11095,2023-08-27,12,Mining Consumables,366,66,35,42,1
11096,2023-08-27,12,Chilled Food,286,66,36,28,2
11097,2023-08-27,12,Auto Parts,326,66,36,34,0
11098,2023-08-27,12,Ambient Grocery,350,66,29,28,2
11099,2023-08-27,12,Industrial Consumables,392,66,41,38,2
11100,2023-08-27,12,Frozen Food,307,66,26,46,1
11101,2023-08-27,13,Pharmaceuticals,351,250,44,35,0
11102,2023-08-27,13,Electronics,304,250,40,34,1
11103,2023-08-27,13,Building Materials,325,250,27,49,1
11104,2023-08-27,13,Homewares,301,250,28,36,4
11105,2023-08-27,13,Beverages,391,250,47,42,4
11106,2023-08-27,13,Apparel,274,250,29,43,0
11107,2023-08-27,13,Mining Consumables,259,250,27,27,0
11108,2023-08-27,13,Chilled Food,281,250,24,27,0
11109,2023-08-27,13,Auto Parts,336,250,37,43,1
11110,2023-08-27,13,Ambient Grocery,394,250,42,48,2
11111,2023-08-27,13,Industrial Consumables,270,250,24,24,0
11112,2023-08-27,13,Frozen Food,400,250,31,40,2
11113,2023-08-27,15,Pharmaceuticals,363,66,29,37,0
11114,2023-08-27,15,Electronics,344,66,43,47,2
11115,2023-08-27,15,Building Materials,290,66,34,28,0
11116,2023-08-27,15,Homewares,397,66,32,42,0
11117,2023-08-27,15,Beverages,333,66,23,41,0
11118,2023-08-27,15,Apparel,245,66,31,34,0
11119,2023-08-27,15,Mining Consumables,223,66,25,20,0
11120,2023-08-27,15,Chilled Food,248,66,16,24,0
11121,2023-08-27,15,Auto Parts,335,66,30,36,3
11122,2023-08-27,15,Ambient Grocery,373,66,36,36,2
11123,2023-08-27,15,Industrial Consumables,373,66,36,38,1
11124,2023-08-27,15,Frozen Food,211,66,11,8,1
11125,2023-08-27,17,Pharmaceuticals,298,250,35,33,1
11126,2023-08-27,17,Electronics,251,250,20,32,0
11127,2023-08-27,17,Building Materials,303,250,31,39,2
11128,2023-08-27,17,Homewares,275,250,24,22,0
11129,2023-08-27,17,Beverages,317,250,35,31,0
11130,2023-08-27,17,Apparel,311,250,32,39,1
11131,2023-08-27,17,Mining Consumables,279,250,25,39,2
11132,2023-08-27,17,Chilled Food,225,250,20,31,2
11133,2023-08-27,17,Auto Parts,297,250,21,46,0
11134,2023-08-27,17,Ambient Grocery,365,250,32,34,2
11135,2023-08-27,17,Industrial Consumables,265,250,31,21,0
11136,2023-08-27,17,Frozen Food,222,250,22,17,0
11137,2023-08-27,18,Pharmaceuticals,238,250,26,29,2
11138,2023-08-27,18,Electronics,365,250,28,30,2
11139,2023-08-27,18,Building Materials,330,250,36,31,0
11140,2023-08-27,18,Homewares,450,250,54,57,1
11141,2023-08-27,18,Beverages,312,250,32,34,0
11142,2023-08-27,18,Apparel,234,250,29,18,1
11143,2023-08-27,18,Mining Consumables,323,250,26,45,1
11144,2023-08-27,18,Chilled Food,320,250,30,43,1
11145,2023-08-27,18,Auto Parts,345,250,30,44,0
11146,2023-08-27,18,Ambient Grocery,284,250,37,42,1
11147,2023-08-27,18,Industrial Consumables,338,250,25,36,1
11148,2023-08-27,18,Frozen Food,353,250,25,45,0
11149,2023-08-27,20,Pharmaceuticals,291,250,31,27,2
11150,2023-08-27,20,Electronics,229,250,19,30,0
11151,2023-08-27,20,Building Materials,330,250,23,37,0
11152,2023-08-27,20,Homewares,266,250,16,24,2
11153,2023-08-27,20,Beverages,302,250,40,50,1
11154,2023-08-27,20,Apparel,260,250,31,35,2
11155,2023-08-27,20,Mining Consumables,332,250,36,24,1
11156,2023-08-27,20,Chilled Food,319,250,33,39,1
11157,2023-08-27,20,Auto Parts,387,250,36,37,1
11158,2023-08-27,20,Ambient Grocery,238,250,31,17,0
11159,2023-08-27,20,Industrial Consumables,305,250,36,31,1
11160,2023-08-27,20,Frozen Food,411,250,38,53,1
11161,2023-08-27,27,Pharmaceuticals,290,125,23,27,2
11162,2023-08-27,27,Electronics,284,125,27,27,1
11163,2023-08-27,27,Building Materials,357,125,35,37,2
11164,2023-08-27,27,Homewares,298,125,26,38,1
11165,2023-08-27,27,Beverages,298,125,35,35,0
11166,2023-08-27,27,Apparel,274,125,37,24,0
11167,2023-08-27,27,Mining Consumables,232,125,24,25,2
11168,2023-08-27,27,Chilled Food,379,125,34,55,0
11169,2023-08-27,27,Auto Parts,296,125,26,33,0
11170,2023-08-27,27,Ambient Grocery,339,125,32,45,0
11171,2023-08-27,27,Industrial Consumables,350,125,48,35,2
11172,2023-08-27,27,Frozen Food,297,125,42,38,1
11173,2023-08-27,28,Pharmaceuticals,222,125,25,34,0
11174,2023-08-27,28,Electronics,334,125,34,30,1
11175,2023-08-27,28,Building Materials,351,125,39,38,0
11176,2023-08-27,28,Homewares,283,125,26,30,0
11177,2023-08-27,28,Beverages,419,125,45,53,1
11178,2023-08-27,28,Apparel,261,125,29,29,2
11179,2023-08-27,28,Mining Consumables,384,125,30,43,0
11180,2023-08-27,28,Chilled Food,301,125,30,41,0
11181,2023-08-27,28,Auto Parts,383,125,36,49,0
11182,2023-08-27,28,Ambient Grocery,364,125,42,53,4
11183,2023-08-27,28,Industrial Consumables,314,125,30,34,2
11184,2023-08-27,28,Frozen Food,228,125,15,32,0
11185,2023-08-27,29,Pharmaceuticals,294,125,26,30,4
11186,2023-08-27,29,Electronics,311,125,33,39,1
11187,2023-08-27,29,Building Materials,269,125,26,29,2
11188,2023-08-27,29,Homewares,288,125,18,38,0
11189,2023-08-27,29,Beverages,382,125,47,39,2
11190,2023-08-27,29,Apparel,314,125,32,32,5
11191,2023-08-27,29,Mining Consumables,297,125,33,33,1
11192,2023-08-27,29,Chilled Food,284,125,24,33,2
11193,2023-08-27,29,Auto Parts,247,125,20,30,4
11194,2023-08-27,29,Ambient Grocery,381,125,33,35,0
11195,2023-08-27,29,Industrial Consumables,372,125,38,39,2
11196,2023-08-27,29,Frozen Food,373,125,33,40,2
11197,2023-08-27,30,Pharmaceuticals,320,125,37,30,1
11198,2023-08-27,30,Electronics,314,125,38,36,0
11199,2023-08-27,30,Building Materials,308,125,21,32,0
11200,2023-08-27,30,Homewares,407,125,39,46,2
11201,2023-08-27,30,Beverages,338,125,37,32,1
11202,2023-08-27,30,Apparel,277,125,36,34,0
11203,2023-08-27,30,Mining Consumables,229,125,18,27,1
11204,2023-08-27,30,Chilled Food,298,125,25,40,1
11205,2023-08-27,30,Auto Parts,313,125,24,38,0
11206,2023-08-27,30,Ambient Grocery,341,125,32,47,1
11207,2023-08-27,30,Industrial Consumables,329,125,31,30,0
11208,2023-08-27,30,Frozen Food,276,125,25,39,1
11209,2023-08-27,31,Pharmaceuticals,269,125,20,31,1
11210,2023-08-27,31,Electronics,343,125,33,48,1
11211,2023-08-27,31,Building Materials,366,125,39,38,2
11212,2023-08-27,31,Homewares,297,125,32,27,2
11213,2023-08-27,31,Beverages,223,125,16,25,0
11214,2023-08-27,31,Apparel,307,125,34,38,2
11215,2023-08-27,31,Mining Consumables,316,125,32,36,2
11216,2023-08-27,31,Chilled Food,297,125,29,30,2
11217,2023-08-27,31,Auto Parts,414,125,37,54,1
11218,2023-08-27,31,Ambient Grocery,288,125,22,30,1
11219,2023-08-27,31,Industrial Consumables,292,125,28,39,1
11220,2023-08-27,31,Frozen Food,354,125,30,30,1
11221,2023-08-27,32,Pharmaceuticals,376,125,33,39,1
11222,2023-08-27,32,Electronics,361,125,37,41,1
11223,2023-08-27,32,Building Materials,359,125,33,35,0
11224,2023-08-27,32,Homewares,351,125,36,46,2
11225,2023-08-27,32,Beverages,389,125,39,46,1
11226,2023-08-27,32,Apparel,292,125,33,37,1
11227,2023-08-27,32,Mining Consumables,354,125,32,39,3
11228,2023-08-27,32,Chilled Food,380,125,26,45,1
11229,2023-08-27,32,Auto Parts,344,125,32,41,0
11230,2023-08-27,32,Ambient Grocery,318,125,30,31,1
11231,2023-08-27,32,Industrial Consumables,305,125,28,29,1
11232,2023-08-27,32,Frozen Food,352,125,41,40,1
11233,2023-08-27,33,Pharmaceuticals,284,500,20,26,2
11234,2023-08-27,33,Electronics,265,500,17,33,1
11235,2023-08-27,33,Building Materials,352,500,31,39,0
11236,2023-08-27,33,Homewares,345,500,41,45,2
11237,2023-08-27,33,Beverages,263,500,34,27,0
11238,2023-08-27,33,Apparel,372,500,48,45,1
11239,2023-08-27,33,Mining Consumables,404,500,33,55,2
11240,2023-08-27,33,Chilled Food,300,500,24,38,0
11241,2023-08-27,33,Auto Parts,368,500,44,43,2
11242,2023-08-27,33,Ambient Grocery,300,500,23,41,2
11243,2023-08-27,33,Industrial Consumables,296,500,31,31,0
11244,2023-08-27,33,Frozen Food,297,500,36,42,1
11245,2023-08-27,36,Pharmaceuticals,345,250,35,28,0
11246,2023-08-27,36,Electronics,339,250,33,37,2
11247,2023-08-27,36,Building Materials,303,250,14,36,2
11248,2023-08-27,36,Homewares,338,250,42,42,2
11249,2023-08-27,36,Beverages,384,250,20,39,1
11250,2023-08-27,36,Apparel,190,250,20,6,0
11251,2023-08-27,36,Mining Consumables,256,250,31,34,0
11252,2023-08-27,36,Chilled Food,295,250,32,42,1
11253,2023-08-27,36,Auto Parts,378,250,34,47,2
11254,2023-08-27,36,Ambient Grocery,276,250,32,40,2
11255,2023-08-27,36,Industrial Consumables,237,250,25,24,0
11256,2023-08-27,36,Frozen Food,415,250,44,56,1
11257,2023-08-27,38,Pharmaceuticals,384,500,28,44,0
11258,2023-08-27,38,Electronics,328,500,27,36,1
11259,2023-08-27,38,Building Materials,217,500,10,24,0
11260,2023-08-27,38,Homewares,272,500,21,40,0
11261,2023-08-27,38,Beverages,331,500,34,32,2
11262,2023-08-27,38,Apparel,294,500,32,30,0
11263,2023-08-27,38,Mining Consumables,361,500,31,48,3
11264,2023-08-27,38,Chilled Food,285,500,28,25,0
11265,2023-08-27,38,Auto Parts,350,500,34,43,1
11266,2023-08-27,38,Ambient Grocery,325,500,38,31,2
11267,2023-08-27,38,Industrial Consumables,297,500,32,26,2
11268,2023-08-27,38,Frozen Food,417,500,40,44,1
11269,2023-08-27,39,Pharmaceuticals,366,250,34,35,2
11270,2023-08-27,39,Electronics,259,250,30,29,0
11271,2023-08-27,39,Building Materials,291,250,24,28,1
11272,2023-08-27,39,Homewares,273,250,38,26,0
11273,2023-08-27,39,Beverages,263,250,28,28,0
11274,2023-08-27,39,Apparel,348,250,45,49,2
11275,2023-08-27,39,Mining Consumables,377,250,38,39,0
11276,2023-08-27,39,Chilled Food,325,250,27,34,2
11277,2023-08-27,39,Auto Parts,347,250,39,23,1
11278,2023-08-27,39,Ambient Grocery,378,250,36,36,1
11279,2023-08-27,39,Industrial Consumables,410,250,39,59,0
11280,2023-08-27,39,Frozen Food,240,250,32,23,0
11281,2023-08-27,41,Pharmaceuticals,378,250,35,39,0
11282,2023-08-27,41,Electronics,312,250,34,26,0
11283,2023-08-27,41,Building Materials,225,250,10,21,1
11284,2023-08-27,41,Homewares,267,250,22,28,0
11285,2023-08-27,41,Beverages,406,250,46,47,0
11286,2023-08-27,41,Apparel,338,250,29,43,0
11287,2023-08-27,41,Mining Consumables,375,250,43,42,0
11288,2023-08-27,41,Chilled Food,324,250,26,26,1
11289,2023-08-27,41,Auto Parts,326,250,42,44,0
11290,2023-08-27,41,Ambient Grocery,242,250,28,30,0
11291,2023-08-27,41,Industrial Consumables,341,250,33,33,1
11292,2023-08-27,41,Frozen Food,470,250,44,51,2
11293,2023-08-27,42,Pharmaceuticals,331,66,33,41,0
11294,2023-08-27,42,Electronics,405,66,47,36,2
11295,2023-08-27,42,Building Materials,359,66,41,33,0
11296,2023-08-27,42,Homewares,376,66,42,31,2
11297,2023-08-27,42,Beverages,334,66,24,33,2
11298,2023-08-27,42,Apparel,353,66,32,48,0
11299,2023-08-27,42,Mining Consumables,335,66,37,31,1
11300,2023-08-27,42,Chilled Food,260,66,27,40,0
11301,2023-08-27,42,Auto Parts,286,66,28,35,0
11302,2023-08-27,42,Ambient Grocery,385,66,34,53,1
11303,2023-08-27,42,Industrial Consumables,351,66,33,48,0
11304,2023-08-27,42,Frozen Food,262,66,13,33,1
11305,2023-08-27,44,Pharmaceuticals,327,66,33,39,1
11306,2023-08-27,44,Electronics,273,66,28,23,0
11307,2023-08-27,44,Building Materials,246,66,17,42,3
11308,2023-08-27,44,Homewares,210,66,16,13,1
11309,2023-08-27,44,Beverages,220,66,27,22,0
11310,2023-08-27,44,Apparel,231,66,24,29,1
11311,2023-08-27,44,Mining Consumables,236,66,29,23,2
11312,2023-08-27,44,Chilled Food,312,66,32,36,1
11313,2023-08-27,44,Auto Parts,391,66,42,53,2
11314,2023-08-27,44,Ambient Grocery,258,66,28,19,1
11315,2023-08-27,44,Industrial Consumables,232,66,19,23,0
11316,2023-08-27,44,Frozen Food,310,66,30,36,1
11317,2023-08-27,46,Pharmaceuticals,286,250,23,41,1
11318,2023-08-27,46,Electronics,352,250,38,30,0
11319,2023-08-27,46,Building Materials,326,250,36,38,1
11320,2023-08-27,46,Homewares,196,250,20,20,0
11321,2023-08-27,46,Beverages,323,250,19,42,2
11322,2023-08-27,46,Apparel,272,250,32,35,0
11323,2023-08-27,46,Mining Consumables,313,250,24,34,2
11324,2023-08-27,46,Chilled Food,371,250,35,39,3
11325,2023-08-27,46,Auto Parts,300,250,33,40,1
11326,2023-08-27,46,Ambient Grocery,268,250,30,36,1
11327,2023-08-27,46,Industrial Consumables,307,250,29,30,1
11328,2023-08-27,46,Frozen Food,319,250,29,32,1
11329,2023-08-27,50,Pharmaceuticals,388,125,40,31,1
11330,2023-08-27,50,Electronics,276,125,26,35,2
11331,2023-08-27,50,Building Materials,284,125,16,25,0
11332,2023-08-27,50,Homewares,321,125,34,44,2
11333,2023-08-27,50,Beverages,267,125,21,31,0
11334,2023-08-27,50,Apparel,301,125,30,25,0
11335,2023-08-27,50,Mining Consumables,260,125,9,42,2
11336,2023-08-27,50,Chilled Food,251,125,34,35,0
11337,2023-08-27,50,Auto Parts,221,125,18,25,0
11338,2023-08-27,50,Ambient Grocery,376,125,32,39,1
11339,2023-08-27,50,Industrial Consumables,283,125,39,35,2
11340,2023-08-27,50,Frozen Food,443,125,39,43,0
11341,2023-09-03,1,Pharmaceuticals,257,125,19,21,0
11342,2023-09-03,1,Electronics,280,125,23,33,1
11343,2023-09-03,1,Building Materials,326,125,26,32,0
11344,2023-09-03,1,Homewares,382,125,30,35,1
11345,2023-09-03,1,Beverages,253,125,28,18,0
11346,2023-09-03,1,Apparel,384,125,42,47,3
11347,2023-09-03,1,Mining Consumables,290,125,27,25,0
11348,2023-09-03,1,Chilled Food,323,125,32,41,0
11349,2023-09-03,1,Auto Parts,379,125,36,38,0
11350,2023-09-03,1,Ambient Grocery,394,125,39,42,3
11351,2023-09-03,1,Industrial Consumables,288,125,26,38,2
11352,2023-09-03,1,Frozen Food,271,125,29,34,1
11353,2023-09-03,2,Pharmaceuticals,285,125,28,44,2
11354,2023-09-03,2,Electronics,252,125,27,32,0
11355,2023-09-03,2,Building Materials,374,125,39,36,1
11356,2023-09-03,2,Homewares,219,125,30,25,0
11357,2023-09-03,2,Beverages,225,125,28,31,0
11358,2023-09-03,2,Apparel,279,125,24,26,2
11359,2023-09-03,2,Mining Consumables,264,125,32,27,1
11360,2023-09-03,2,Chilled Food,341,125,44,35,0
11361,2023-09-03,2,Auto Parts,314,125,39,34,2
11362,2023-09-03,2,Ambient Grocery,306,125,25,35,1
11363,2023-09-03,2,Industrial Consumables,200,125,27,22,0
11364,2023-09-03,2,Frozen Food,324,125,34,38,0
11365,2023-09-03,3,Pharmaceuticals,297,250,21,39,3
11366,2023-09-03,3,Electronics,299,250,26,32,1
11367,2023-09-03,3,Building Materials,346,250,32,39,1
11368,2023-09-03,3,Homewares,354,250,38,38,0
11369,2023-09-03,3,Beverages,408,250,43,46,0
11370,2023-09-03,3,Apparel,273,250,31,26,1
11371,2023-09-03,3,Mining Consumables,307,250,29,23,2
11372,2023-09-03,3,Chilled Food,324,250,36,29,0
11373,2023-09-03,3,Auto Parts,402,250,36,46,1
11374,2023-09-03,3,Ambient Grocery,208,250,26,20,0
11375,2023-09-03,3,Industrial Consumables,390,250,48,33,0
11376,2023-09-03,3,Frozen Food,374,250,39,42,1
11377,2023-09-03,8,Pharmaceuticals,263,66,20,26,1
11378,2023-09-03,8,Electronics,356,66,36,38,1
11379,2023-09-03,8,Building Materials,287,66,27,27,0
11380,2023-09-03,8,Homewares,282,66,20,34,1
11381,2023-09-03,8,Beverages,284,66,18,47,1
11382,2023-09-03,8,Apparel,331,66,41,34,2
11383,2023-09-03,8,Mining Consumables,379,66,38,41,2
11384,2023-09-03,8,Chilled Food,264,66,29,34,0
11385,2023-09-03,8,Auto Parts,236,66,19,31,1
11386,2023-09-03,8,Ambient Grocery,252,66,30,21,0
